axe,condition,item,n_cellules,gs_intra_humain,gs_total_humain,part_expliquee_humaine,nmi_humaine,gs_intra_methode,ratio_intra,item_retenu,perimetre
profil croise,agents composite,discaff,1052,0.539044,0.593974,0.092477,0.092476,0.450598,0.835921,True,1052
profil croise,agents composite,abdefect,1052,0.258329,0.286419,0.098074,0.109709,0.241717,0.935694,True,1052
profil croise,agents composite,abnomore,1052,0.351820,0.455319,0.227310,0.186982,0.333152,0.946940,True,1052
profil croise,agents composite,abhlth,1052,0.128677,0.132546,0.029193,0.063625,0.164368,1.277370,True,1052
profil croise,agents composite,abpoor,1052,0.336052,0.444444,0.243882,0.204355,0.324950,0.966964,True,1052
profil croise,agents composite,abrape,1052,0.184912,0.205236,0.099028,0.134719,0.221499,1.197863,True,1052
profil croise,agents composite,absingle,1052,0.356241,0.464001,0.232242,0.191193,0.323133,0.907063,True,1052
profil croise,agents composite,abany,1052,0.358214,0.474860,0.245643,0.199519,0.313126,0.874131,True,1052
profil croise,agents composite,letdie1,1052,0.336211,0.366647,0.083012,0.071971,0.317961,0.945718,True,1052
profil croise,agents composite,suicide1,1052,0.325287,0.358659,0.093047,0.082973,0.312721,0.961369,True,1052
profil croise,agents composite,suicide2,1052,0.363114,0.380069,0.044610,0.041756,0.190120,0.523583,True,1052
profil croise,agents composite,suicide3,1052,0.363525,0.378195,0.038789,0.036059,0.327628,0.901254,True,1052
profil croise,agents composite,suicide4,1052,0.443623,0.469433,0.054982,0.043497,0.383461,0.864384,True,1052
profil croise,agents composite,pornlaw,1048,0.438014,0.461529,0.050949,0.062659,0.168026,0.383609,True,1052
profil croise,agents composite,fair,1052,0.647596,0.659803,0.018500,0.020528,0.560329,0.865245,True,1052
profil croise,agents composite,helpful,1052,0.656798,0.663232,0.009701,0.010777,0.604224,0.919955,True,1052
profil croise,agents composite,trust,1052,0.595298,0.606419,0.018338,0.017854,0.579851,0.974052,True,1052
profil croise,agents composite,tax,1052,0.477360,0.501726,0.048563,0.045038,0.414646,0.868623,True,1052
profil croise,agents composite,vote16,1052,0.448217,0.469198,0.044717,0.050167,0.457789,1.021354,True,1052
profil croise,agents composite,pres16,1052,0.546469,0.696854,0.215805,0.214592,0.481334,0.880808,True,1052
profil croise,agents composite,if16who,1052,0.393048,0.609680,0.355320,0.298546,0.318814,0.811132,True,1052
profil croise,agents composite,news,1052,0.748679,0.750846,0.002885,0.005997,0.648867,0.866682,True,1052
profil croise,agents composite,jew,1052,0.453686,0.466076,0.026584,0.057474,0.094709,0.208756,True,1052
profil croise,agents composite,relig16*,1052,0.742400,0.758499,0.021224,0.026864,0.659687,0.888587,True,1052
profil croise,agents composite,jew16*,1052,0.419433,0.426188,0.015851,0.044044,0.096358,0.229735,True,1052
profil croise,agents composite,attend,1052,0.718071,0.736040,0.024413,0.040273,0.650497,0.905894,True,1052
profil croise,agents composite,pray,1052,0.753163,0.791282,0.048174,0.051122,0.729108,0.968062,True,1052
profil croise,agents composite,postlife,1052,0.390906,0.422967,0.075800,0.065327,0.432800,1.107171,True,1052
profil croise,agents composite,bible,1047,0.597535,0.645664,0.074542,0.082671,0.494948,0.828316,True,1052
profil croise,agents composite,reborn,1052,0.626523,0.659768,0.050390,0.054443,0.596317,0.951788,True,1052
profil croise,agents composite,savesoul,1052,0.391817,0.435175,0.099633,0.084426,0.396057,1.010822,True,1052
profil croise,agents composite,granborn,1052,0.603555,0.614855,0.018379,0.021601,0.306248,0.507407,True,1052
profil croise,agents composite,uscitzn*,1052,0.009473,0.009470,-0.000418,0.132861,0.014860,,False,1052
profil croise,agents composite,fucitzn,1052,0.018791,0.018908,0.006227,0.213595,0.013292,,False,1052
profil croise,agents composite,mnthsusa,1046,0.035470,0.035503,0.000920,0.063603,0.175963,,False,1052
profil croise,agents composite,income,1046,0.704774,0.705318,0.000771,0.027551,0.644774,0.914867,True,1052
profil croise,agents composite,othlang,1052,0.324900,0.354578,0.083699,0.064808,0.251730,0.774793,True,1052
profil croise,agents composite,health,1052,0.606674,0.607748,0.001767,0.006822,0.599424,0.988049,True,1052
profil croise,agents composite,compuse*,1052,0.048205,0.048254,0.001020,0.052811,0.009475,,False,1052
profil croise,agents composite,webmob,1052,0.036968,0.037335,0.009844,0.071048,0.013288,,False,1052
profil croise,agents composite,xmovie,1052,0.438408,0.471758,0.070692,0.055254,0.298597,0.681093,True,1052
profil croise,agents composite,usewww*,1052,0.024470,0.024433,-0.001549,0.061563,0.005683,,False,1052
profil croise,agents composite,life,1052,0.527148,0.529130,0.003747,0.005398,0.371527,0.704788,True,1052
profil croise,agents composite,richwork,1052,0.472610,0.477378,0.009989,0.007508,0.411527,0.870755,True,1052
profil croise,agents entretien (v3),natspac/y,1051,0.593892,0.604995,0.018353,0.027698,0.175621,0.295712,True,1052
profil croise,agents entretien (v3),natenvir/y,1051,0.436537,0.500257,0.127375,0.133853,0.431765,0.989069,True,1052
profil croise,agents entretien (v3),natheal/y,1051,0.410316,0.433223,0.052877,0.063485,0.379501,0.924900,True,1052
profil croise,agents entretien (v3),natcity/y,1051,0.588124,0.633666,0.071871,0.068715,0.487678,0.829210,True,1052
profil croise,agents entretien (v3),natdrug/y,1052,0.532269,0.542122,0.018174,0.027599,0.404244,0.759472,True,1052
profil croise,agents entretien (v3),nateduc/y,1052,0.440898,0.456221,0.033588,0.040579,0.340498,0.772283,True,1052
profil croise,agents entretien (v3),natrace/y,1052,0.545805,0.653488,0.164782,0.179703,0.421555,0.772355,True,1052
profil croise,agents entretien (v3),natarms/y,1052,0.584672,0.647898,0.097587,0.107217,0.426918,0.730184,True,1052
profil croise,agents entretien (v3),nataid/y,1052,0.418755,0.457542,0.084772,0.075227,0.245772,0.586912,True,1052
profil croise,agents entretien (v3),natfare/y,1052,0.419313,0.455400,0.079242,0.090124,0.380152,0.906605,True,1052
profil croise,agents entretien (v3),natroad,1052,0.558312,0.563481,0.009173,0.006735,0.358253,0.641671,True,1052
profil croise,agents entretien (v3),natsoc,1052,0.455927,0.459398,0.007555,0.023675,0.463001,1.015515,True,1052
profil croise,agents entretien (v3),natmass,1052,0.536094,0.577630,0.071907,0.073731,0.446079,0.832090,True,1052
profil croise,agents entretien (v3),natpark,1052,0.484982,0.491033,0.012323,0.022524,0.526783,1.086190,True,1052
profil croise,agents entretien (v3),natchld,1052,0.524348,0.557029,0.058669,0.060809,0.423074,0.806856,True,1052
profil croise,agents entretien (v3),natsci,1052,0.539915,0.557382,0.031337,0.045153,0.464885,0.861034,True,1052
profil croise,agents entretien (v3),natenrgy,1051,0.556350,0.600368,0.073318,0.082760,0.401137,0.721016,True,1052
profil croise,agents entretien (v3),uswary,1050,0.491744,0.498385,0.013324,0.009929,0.148341,0.301662,True,1052
profil croise,agents entretien (v3),prayer,1050,0.380648,0.431693,0.118242,0.103315,0.253430,0.665785,True,1052
profil croise,agents entretien (v3),courts,1051,0.567326,0.619132,0.083674,0.074546,0.500791,0.882721,True,1052
profil croise,agents entretien (v3),discaffw,1050,0.664763,0.703203,0.054664,0.078634,0.446387,0.671498,True,1052
profil croise,agents entretien (v3),discaffm,1050,0.658585,0.687270,0.041738,0.063963,0.514468,0.781171,True,1052
profil croise,agents entretien (v3),fehire,1052,0.733673,0.761353,0.036357,0.067421,0.586282,0.799105,True,1052
profil croise,agents entretien (v3),fechld,1051,0.618359,0.631749,0.021195,0.030809,0.463843,0.750120,True,1052
profil croise,agents entretien (v3),fepresch,1052,0.631875,0.649852,0.027663,0.040874,0.494614,0.782773,True,1052
profil croise,agents entretien (v3),fefam,1052,0.655010,0.697071,0.060339,0.077381,0.507944,0.775475,True,1052
profil croise,agents entretien (v3),fepol,1052,0.317939,0.360678,0.118496,0.113375,0.123355,0.387982,True,1052
profil croise,agents entretien (v3),mobile16,1052,0.650022,0.662581,0.018955,0.015012,0.642074,0.987773,True,1052
profil croise,agents entretien (v3),incom16,1052,0.655218,0.660437,0.007903,0.014634,0.660502,1.008064,True,1052
profil croise,agents entretien (v3),dwelown16,1046,0.408321,0.432722,0.056390,0.041036,0.452777,1.108875,True,1052
profil croise,agents entretien (v3),divorced,1051,0.398433,0.412926,0.035096,0.028581,0.387186,0.971770,True,1052
profil croise,agents entretien (v3),posslq/y,1049,0.650663,0.666986,0.024472,0.024069,0.658139,1.011491,True,1052
profil croise,agents entretien (v3),wrkstat,1051,0.768265,0.785582,0.022043,0.040769,0.780570,1.016016,True,1052
profil croise,agents entretien (v3),evwork,1052,0.144209,0.145483,0.008757,0.021447,0.106622,0.739352,True,1052
profil croise,agents entretien (v3),wrkgovt1,1052,0.265705,0.267345,0.006134,0.015879,0.261672,0.984823,True,1052
profil croise,agents entretien (v3),wrkgovt2,1052,0.396623,0.420704,0.057238,0.046333,0.226775,0.571763,True,1052
profil croise,agents entretien (v3),partfull,1052,0.620414,0.630316,0.015709,0.013680,0.635503,1.024321,True,1052
profil croise,agents entretien (v3),wksub1,1051,0.625164,0.635918,0.016911,0.018092,0.620144,0.991970,True,1052
profil croise,agents entretien (v3),wksup1,1050,0.621622,0.633000,0.017975,0.022996,0.583694,0.938984,True,1052
profil croise,agents entretien (v3),conarmy,1052,0.580565,0.591007,0.017669,0.022770,0.370498,0.638169,True,1052
profil croise,agents entretien (v3),conbus,1052,0.555508,0.567305,0.020794,0.019445,0.399385,0.718953,True,1052
profil croise,agents entretien (v3),conclerg,1052,0.566943,0.596960,0.050283,0.048497,0.573570,1.011689,True,1052
profil croise,agents entretien (v3),coneduc,1051,0.555032,0.569396,0.025227,0.041499,0.303093,0.546082,True,1052
profil croise,agents entretien (v3),confed,1051,0.568203,0.598845,0.051168,0.051015,0.378811,0.666681,True,1052
profil croise,agents entretien (v3),confinan,1051,0.583128,0.584663,0.002627,0.003063,0.470148,0.806253,True,1052
profil croise,agents entretien (v3),conjudge,1051,0.576958,0.628681,0.082272,0.092999,0.501020,0.868382,True,1052
profil croise,agents entretien (v3),conlabor,1051,0.553484,0.591490,0.064254,0.082792,0.371573,0.671334,True,1052
profil croise,agents entretien (v3),conlegis,1051,0.551769,0.554887,0.005618,0.015212,0.235111,0.426103,True,1052
profil croise,agents entretien (v3),conmedic,1051,0.562407,0.590593,0.047724,0.048872,0.527061,0.937151,True,1052
profil croise,agents entretien (v3),conpress,1051,0.520673,0.577404,0.098252,0.092005,0.340159,0.653307,True,1052
profil croise,agents entretien (v3),consci,1051,0.512908,0.585477,0.123948,0.112430,0.443310,0.864307,True,1052
profil croise,agents entretien (v3),contv,1051,0.551679,0.570955,0.033762,0.027520,0.441716,0.800676,True,1052
profil croise,agents entretien (v3),joblose,1034,0.640445,0.649315,0.013660,0.019842,0.591361,0.923360,True,1052
profil croise,agents entretien (v3),jobfind,1033,0.690372,0.702982,0.017939,0.021875,0.666659,0.965652,True,1052
profil croise,agents entretien (v3),happy,1051,0.581772,0.579743,-0.003499,0.000014,0.460167,0.790974,True,1052
profil croise,agents entretien (v3),hapmar,1051,0.584284,0.596540,0.020546,0.024970,0.563405,0.964267,True,1052
profil croise,agents entretien (v3),satjob,1051,0.702370,0.705093,0.003862,0.006959,0.702325,0.999936,True,1052
profil croise,agents entretien (v3),spdeg*,1052,0.658862,0.674270,0.022851,0.032620,0.628214,0.953483,True,1052
profil croise,agents entretien (v3),spjew,1051,0.442378,0.454604,0.026895,0.056777,0.033889,0.076607,True,1052
profil croise,agents entretien (v3),spfund,1052,0.465025,0.482553,0.036323,0.099146,0.377966,0.812785,True,1052
profil croise,agents entretien (v3),unemp,1052,0.474702,0.480151,0.011348,0.008793,0.450308,0.948611,True,1052
profil croise,agents entretien (v3),union1,1050,0.166521,0.165799,-0.004354,0.014219,0.120568,0.724039,True,1052
profil croise,agents entretien (v3),spkath/y,1052,0.294491,0.304680,0.033441,0.036256,0.271325,0.921335,True,1052
profil croise,agents entretien (v3),colath,1051,0.370386,0.377253,0.018202,0.017167,0.311749,0.841687,True,1052
profil croise,agents entretien (v3),spkrac/y,1051,0.481920,0.494179,0.024806,0.018285,0.027437,0.056933,True,1052
profil croise,agents entretien (v3),colrac,1052,0.404341,0.422216,0.042337,0.037077,0.126476,0.312794,True,1052
profil croise,agents entretien (v3),librac/y,1052,0.483587,0.488313,0.009678,0.007414,0.433683,0.896806,True,1052
profil croise,agents entretien (v3),spkcom/y,1051,0.414439,0.428120,0.031957,0.026956,0.252583,0.609457,True,1052
profil croise,agents entretien (v3),colcom/y,1052,0.420957,0.431693,0.024869,0.020758,0.249608,0.592955,True,1052
profil croise,agents entretien (v3),libcom/y,1052,0.372899,0.382853,0.025999,0.025663,0.129496,0.347269,True,1052
profil croise,agents entretien (v3),spkhomo/y,1051,0.113981,0.116049,0.017818,0.063783,0.139461,1.223545,True,1052
profil croise,agents entretien (v3),colhomo,1052,0.121632,0.124343,0.021799,0.066446,0.203017,1.669101,True,1052
profil croise,agents entretien (v3),libhomo/y,1052,0.216761,0.235132,0.078132,0.119960,0.198187,0.914312,True,1052
profil croise,agents entretien (v3),cappun,1052,0.404666,0.470839,0.140542,0.113080,0.246502,0.609148,True,1052
profil croise,agents entretien (v3),polhitok/y,1052,0.424601,0.451229,0.059012,0.048295,0.234753,0.552879,True,1052
profil croise,agents entretien (v3),polabuse/y,1052,0.114897,0.116049,0.009925,0.033892,0.003776,0.032860,True,1052
profil croise,agents entretien (v3),polattak/y,1052,0.442799,0.443163,0.000822,0.000809,0.015087,0.034072,True,1052
profil croise,agents entretien (v3),grass,1052,0.351285,0.366647,0.041898,0.039491,0.286446,0.815423,True,1052
profil croise,agents entretien (v3),gunlaw,1052,0.391084,0.437221,0.105524,0.086628,0.260744,0.666723,True,1052
profil croise,agents entretien (v3),owngun,1051,0.381551,0.407266,0.063139,0.056131,0.252176,0.660923,True,1052
profil croise,agents entretien (v3),hunt1,1051,0.194315,0.203762,0.046365,0.146176,0.037017,0.190501,True,1052
profil croise,agents entretien (v3),class,1051,0.647328,0.656158,0.013456,0.015453,0.613756,0.948138,True,1052
profil croise,agents entretien (v3),satfin,1048,0.653876,0.658697,0.007320,0.007950,0.610795,0.934115,True,1052
profil croise,agents entretien (v3),finalter,1050,0.649687,0.659927,0.015517,0.014782,0.605339,0.931739,True,1052
profil croise,agents entretien (v3),finrela,1051,0.714586,0.718564,0.005537,0.012012,0.743100,1.039903,True,1052
profil croise,agents entretien (v3),racdif1,1050,0.343760,0.498954,0.311039,0.242026,0.280378,0.815621,True,1052
profil croise,agents entretien (v3),racdif2,1050,0.124936,0.124343,-0.004771,-0.000385,0.003781,0.030261,True,1052
profil croise,agents entretien (v3),racdif3,1051,0.406388,0.500215,0.187574,0.141481,0.334633,0.823432,True,1052
profil croise,agents entretien (v3),racdif4,1051,0.361713,0.411327,0.120618,0.102859,0.255836,0.707289,True,1052
profil croise,agents entretien (v3),wlthwhts,1051,0.587113,0.604490,0.028748,0.038161,0.484591,0.825380,True,1052
profil croise,agents entretien (v3),wlthblks,1016,0.645580,0.656827,0.017123,0.028937,0.354728,0.549472,True,1052
profil croise,agents entretien (v3),wlthhsps,1051,0.657360,0.671318,0.020791,0.034461,0.642625,0.977584,True,1052
profil croise,agents entretien (v3),racwork,1051,0.720554,0.730374,0.013446,0.031008,0.697748,0.968350,True,1052
profil croise,agents entretien (v3),letin1a,1052,0.669744,0.747629,0.104177,0.115717,0.595067,0.888499,True,1052
profil croise,agents entretien (v3),getahead,1051,0.527452,0.563099,0.063306,0.054042,0.326968,0.619901,True,1052
profil croise,agents entretien (v3),aged,1051,0.523739,0.529924,0.011673,0.014833,0.482953,0.922126,True,1052
profil croise,agents entretien (v3),parsol,1051,0.776556,0.779638,0.003952,0.007150,0.714055,0.919514,True,1052
profil croise,agents entretien (v3),kidssol,1051,0.789130,0.800368,0.014040,0.019220,0.645536,0.818036,True,1052
profil croise,agents entretien (v3),spanking,1051,0.691782,0.740104,0.065291,0.077637,0.486203,0.702826,True,1052
profil croise,agents entretien (v3),divlaw,1052,0.597645,0.614343,0.027182,0.039773,0.449689,0.752436,True,1052
profil croise,agents entretien (v3),sexeduc,1052,0.234204,0.255509,0.083384,0.100213,0.221648,0.946389,True,1052
profil croise,agents entretien (v3),pillok,1051,0.665910,0.712025,0.064766,0.081295,0.542794,0.815117,True,1052
profil croise,agents entretien (v3),xmarsex,1049,0.562585,0.616051,0.086789,0.081367,0.186489,0.331485,True,1052
profil croise,agents entretien (v3),homosex,1047,0.519856,0.590741,0.119993,0.112486,0.315664,0.607213,True,1052
profil croise,agents entretien (v3),marhomo,1049,0.593422,0.667291,0.110700,0.106876,0.474792,0.800092,True,1052
profil croise,agents entretien (v3),discaff,1049,0.539044,0.593974,0.092477,0.092476,0.377203,0.699762,True,1052
profil croise,agents entretien (v3),abdefect,1052,0.258329,0.286419,0.098074,0.109709,0.207831,0.804520,True,1052
profil croise,agents entretien (v3),abnomore,1052,0.351820,0.455319,0.227310,0.186982,0.238660,0.678359,True,1052
profil croise,agents entretien (v3),abhlth,1052,0.128677,0.132546,0.029193,0.063625,0.081219,0.631186,True,1052
profil croise,agents entretien (v3),abpoor,1052,0.336052,0.444444,0.243882,0.204355,0.235815,0.701722,True,1052
profil croise,agents entretien (v3),abrape,1052,0.184912,0.205236,0.099028,0.134719,0.150289,0.812758,True,1052
profil croise,agents entretien (v3),absingle,1052,0.356241,0.464001,0.232242,0.191193,0.239897,0.673412,True,1052
profil croise,agents entretien (v3),abany,1052,0.358214,0.474860,0.245643,0.199519,0.256275,0.715425,True,1052
profil croise,agents entretien (v3),letdie1,1052,0.336211,0.366647,0.083012,0.071971,0.278511,0.828382,True,1052
profil croise,agents entretien (v3),suicide1,1051,0.325287,0.358659,0.093047,0.082973,0.244435,0.751444,True,1052
profil croise,agents entretien (v3),suicide2,1052,0.363114,0.380069,0.044610,0.041756,0.001901,0.005236,True,1052
profil croise,agents entretien (v3),suicide3,1051,0.363525,0.378195,0.038789,0.036059,0.097781,0.268980,True,1052
profil croise,agents entretien (v3),suicide4,1051,0.443623,0.469433,0.054982,0.043497,0.165574,0.373232,True,1052
profil croise,agents entretien (v3),pornlaw,1048,0.438014,0.461529,0.050949,0.062659,0.167576,0.382582,True,1052
profil croise,agents entretien (v3),fair,1051,0.647596,0.659803,0.018500,0.020528,0.355524,0.548990,True,1052
profil croise,agents entretien (v3),helpful,1051,0.656798,0.663232,0.009701,0.010777,0.618230,0.941279,True,1052
profil croise,agents entretien (v3),trust,1051,0.595298,0.606419,0.018338,0.017854,0.504065,0.846744,True,1052
profil croise,agents entretien (v3),tax,1050,0.477360,0.501726,0.048563,0.045038,0.388695,0.814260,True,1052
profil croise,agents entretien (v3),vote16,1049,0.448217,0.469198,0.044717,0.050167,0.441629,0.985301,True,1052
profil croise,agents entretien (v3),pres16,1051,0.546469,0.696854,0.215805,0.214592,0.429619,0.786173,True,1052
profil croise,agents entretien (v3),if16who,1052,0.393048,0.609680,0.355320,0.298546,0.306441,0.779652,True,1052
profil croise,agents entretien (v3),news,1052,0.748679,0.750846,0.002885,0.005997,0.592608,0.791538,True,1052
profil croise,agents entretien (v3),jew,1051,0.453686,0.466076,0.026584,0.057474,0.077054,0.169840,True,1052
profil croise,agents entretien (v3),relig16*,1049,0.742400,0.758499,0.021224,0.026864,0.654930,0.882180,True,1052
profil croise,agents entretien (v3),jew16*,1048,0.419433,0.426188,0.015851,0.044044,0.075439,0.179860,True,1052
profil croise,agents entretien (v3),attend,1051,0.718071,0.736040,0.024413,0.040273,0.544184,0.757841,True,1052
profil croise,agents entretien (v3),pray,1051,0.753163,0.791282,0.048174,0.051122,0.703792,0.934450,True,1052
profil croise,agents entretien (v3),postlife,1051,0.390906,0.422967,0.075800,0.065327,0.419334,1.072723,True,1052
profil croise,agents entretien (v3),bible,1037,0.597535,0.645664,0.074542,0.082671,0.483685,0.809466,True,1052
profil croise,agents entretien (v3),reborn,1049,0.626523,0.659768,0.050390,0.054443,0.595065,0.949790,True,1052
profil croise,agents entretien (v3),savesoul,1051,0.391817,0.435175,0.099633,0.084426,0.288341,0.735907,True,1052
profil croise,agents entretien (v3),granborn,1052,0.603555,0.614855,0.018379,0.021601,0.357348,0.592072,True,1052
profil croise,agents entretien (v3),uscitzn*,1052,0.009473,0.009470,-0.000418,0.132861,0.009473,,False,1052
profil croise,agents entretien (v3),fucitzn,1052,0.018791,0.018908,0.006227,0.213595,0.009490,,False,1052
profil croise,agents entretien (v3),mnthsusa,1049,0.035470,0.035503,0.000920,0.063603,0.338391,,False,1052
profil croise,agents entretien (v3),income,986,0.704774,0.705318,0.000771,0.027551,0.615620,0.873500,True,1052
profil croise,agents entretien (v3),othlang,1050,0.324900,0.354578,0.083699,0.064808,0.263299,0.810399,True,1052
profil croise,agents entretien (v3),health,1051,0.606674,0.607748,0.001767,0.006822,0.624402,1.029221,True,1052
profil croise,agents entretien (v3),compuse*,1051,0.048205,0.048254,0.001020,0.052811,0.016954,,False,1052
profil croise,agents entretien (v3),webmob,1051,0.036968,0.037335,0.009844,0.071048,0.015068,,False,1052
profil croise,agents entretien (v3),xmovie,1048,0.438408,0.471758,0.070692,0.055254,0.161097,0.367458,True,1052
profil croise,agents entretien (v3),usewww*,1051,0.024470,0.024433,-0.001549,0.061563,0.009455,,False,1052
profil croise,agents entretien (v3),life,1047,0.527148,0.529130,0.003747,0.005398,0.287031,0.544498,True,1052
profil croise,agents entretien (v3),richwork,1017,0.472610,0.477378,0.009989,0.007508,0.359479,0.760627,True,1052
profil croise,agents enquete,natspac/y,1051,0.593892,0.604995,0.018353,0.027698,0.511773,0.861729,True,1052
profil croise,agents enquete,natenvir/y,1051,0.436537,0.500257,0.127375,0.133853,0.401803,0.920433,True,1052
profil croise,agents enquete,natheal/y,1051,0.410316,0.433223,0.052877,0.063485,0.355494,0.866391,True,1052
profil croise,agents enquete,natcity/y,1051,0.588124,0.633666,0.071871,0.068715,0.463995,0.788942,True,1052
profil croise,agents enquete,natdrug/y,1052,0.532269,0.542122,0.018174,0.027599,0.297549,0.559020,True,1052
profil croise,agents enquete,nateduc/y,1052,0.440898,0.456221,0.033588,0.040579,0.308971,0.700776,True,1052
profil croise,agents enquete,natrace/y,1052,0.545805,0.653488,0.164782,0.179703,0.423907,0.776664,True,1052
profil croise,agents enquete,natarms/y,1052,0.584672,0.647898,0.097587,0.107217,0.495008,0.846642,True,1052
profil croise,agents enquete,nataid/y,1052,0.418755,0.457542,0.084772,0.075227,0.438417,1.046952,True,1052
profil croise,agents enquete,natfare/y,1052,0.419313,0.455400,0.079242,0.090124,0.349991,0.834677,True,1052
profil croise,agents enquete,natroad,1052,0.558312,0.563481,0.009173,0.006735,0.457224,0.818940,True,1052
profil croise,agents enquete,natsoc,1052,0.455927,0.459398,0.007555,0.023675,0.466891,1.024047,True,1052
profil croise,agents enquete,natmass,1052,0.536094,0.577630,0.071907,0.073731,0.350519,0.653839,True,1052
profil croise,agents enquete,natpark,1052,0.484982,0.491033,0.012323,0.022524,0.515590,1.063111,True,1052
profil croise,agents enquete,natchld,1052,0.524348,0.557029,0.058669,0.060809,0.334608,0.638141,True,1052
profil croise,agents enquete,natsci,1052,0.539915,0.557382,0.031337,0.045153,0.438840,0.812795,True,1052
profil croise,agents enquete,natenrgy,1052,0.556350,0.600368,0.073318,0.082760,0.300649,0.540396,True,1052
profil croise,agents enquete,uswary,1051,0.491744,0.498385,0.013324,0.009929,0.171528,0.348816,True,1052
profil croise,agents enquete,prayer,1051,0.380648,0.431693,0.118242,0.103315,0.236550,0.621441,True,1052
profil croise,agents enquete,courts,1052,0.567326,0.619132,0.083674,0.074546,0.478768,0.843902,True,1052
profil croise,agents enquete,discaffw,1051,0.664763,0.703203,0.054664,0.078634,0.275195,0.413974,True,1052
profil croise,agents enquete,discaffm,1051,0.658585,0.687270,0.041738,0.063963,0.496776,0.754308,True,1052
profil croise,agents enquete,fehire,1050,0.733673,0.761353,0.036357,0.067421,0.528076,0.719770,True,1052
profil croise,agents enquete,fechld,1050,0.618359,0.631749,0.021195,0.030809,0.495368,0.801101,True,1052
profil croise,agents enquete,fepresch,1050,0.631875,0.649852,0.027663,0.040874,0.521814,0.825819,True,1052
profil croise,agents enquete,fefam,1050,0.655010,0.697071,0.060339,0.077381,0.510212,0.778938,True,1052
profil croise,agents enquete,fepol,1052,0.317939,0.360678,0.118496,0.113375,0.246583,0.775568,True,1052
profil croise,agents enquete,mobile16,1048,0.650022,0.662581,0.018955,0.015012,0.502674,0.773319,True,1052
profil croise,agents enquete,incom16,1048,0.655218,0.660437,0.007903,0.014634,0.623330,0.951332,True,1052
profil croise,agents enquete,dwelown16,1050,0.408321,0.432722,0.056390,0.041036,0.492628,1.206471,True,1052
profil croise,agents enquete,divorced,1050,0.398433,0.412926,0.035096,0.028581,0.317838,0.797720,True,1052
profil croise,agents enquete,posslq/y,1050,0.650663,0.666986,0.024472,0.024069,0.461870,0.709845,True,1052
profil croise,agents enquete,wrkstat,1049,0.768265,0.785582,0.022043,0.040769,0.756151,0.984233,True,1052
profil croise,agents enquete,evwork,1052,0.144209,0.145483,0.008757,0.021447,0.024562,0.170321,True,1052
profil croise,agents enquete,wrkgovt1,1052,0.265705,0.267345,0.006134,0.015879,0.029835,0.112287,True,1052
profil croise,agents enquete,wrkgovt2,1052,0.396623,0.420704,0.057238,0.046333,0.026527,0.066881,True,1052
profil croise,agents enquete,partfull,1052,0.620414,0.630316,0.015709,0.013680,0.612359,0.987017,True,1052
profil croise,agents enquete,wksub1,1051,0.625164,0.635918,0.016911,0.018092,0.517247,0.827378,True,1052
profil croise,agents enquete,wksup1,1051,0.621622,0.633000,0.017975,0.022996,0.494836,0.796040,True,1052
profil croise,agents enquete,conarmy,1052,0.580565,0.591007,0.017669,0.022770,0.318170,0.548035,True,1052
profil croise,agents enquete,conbus,1052,0.555508,0.567305,0.020794,0.019445,0.371866,0.669416,True,1052
profil croise,agents enquete,conclerg,1052,0.566943,0.596960,0.050283,0.048497,0.574333,1.013035,True,1052
profil croise,agents enquete,coneduc,1051,0.555032,0.569396,0.025227,0.041499,0.139897,0.252052,True,1052
profil croise,agents enquete,confed,1051,0.568203,0.598845,0.051168,0.051015,0.501808,0.883149,True,1052
profil croise,agents enquete,confinan,1051,0.583128,0.584663,0.002627,0.003063,0.496579,0.851579,True,1052
profil croise,agents enquete,conjudge,1051,0.576958,0.628681,0.082272,0.092999,0.279990,0.485286,True,1052
profil croise,agents enquete,conlabor,1049,0.553484,0.591490,0.064254,0.082792,0.361229,0.652645,True,1052
profil croise,agents enquete,conlegis,1049,0.551769,0.554887,0.005618,0.015212,0.401214,0.727140,True,1052
profil croise,agents enquete,conmedic,1049,0.562407,0.590593,0.047724,0.048872,0.479861,0.853227,True,1052
profil croise,agents enquete,conpress,1049,0.520673,0.577404,0.098252,0.092005,0.421721,0.809954,True,1052
profil croise,agents enquete,consci,1051,0.512908,0.585477,0.123948,0.112430,0.417760,0.814493,True,1052
profil croise,agents enquete,contv,1051,0.551679,0.570955,0.033762,0.027520,0.465729,0.844203,True,1052
profil croise,agents enquete,joblose,1043,0.640445,0.649315,0.013660,0.019842,0.629604,0.983074,True,1052
profil croise,agents enquete,jobfind,1050,0.690372,0.702982,0.017939,0.021875,0.604718,0.875931,True,1052
profil croise,agents enquete,happy,1049,0.581772,0.579743,-0.003499,0.000014,0.388516,0.667816,True,1052
profil croise,agents enquete,hapmar,1049,0.584284,0.596540,0.020546,0.024970,0.487024,0.833540,True,1052
profil croise,agents enquete,satjob,1049,0.702370,0.705093,0.003862,0.006959,0.624043,0.888482,True,1052
profil croise,agents enquete,spdeg*,1051,0.658862,0.674270,0.022851,0.032620,0.572620,0.869104,True,1052
profil croise,agents enquete,spjew,1047,0.442378,0.454604,0.026895,0.056777,0.080102,0.181071,True,1052
