volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,n_attaques,n_pool,n_items,hasard,fpr_cible,n_permutations,temoin_min,temoin_max,note,ecart_points,ecart_bas,ecart_haut,cible_top1,cible_ic_bas,cible_ic_haut,comparateur_top1,comparateur_ic_bas,comparateur_ic_haut,controle_interpretabilite_passe,cible_tpr,comparateur_tpr,k_items,n_tirages_items,n_axes_demographiques,modalites_par_axe,n_personnes,taille_cellule_min,taille_cellule_max,p_value,temoin_groupes_aleatoires_meme_taille,n_axes,axes,modalites,plafond_bloc_complet,n_cellules,plafond,attribut_retire,chute_points,temoin_aleatoire,n_modalites
2 armement egal,Twin,PMM k=10,naif (Hamming),top1_ferme_borne_en_faveur,0.0014577259475218659,0.0,0.003401360544217687,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),top1_ferme_borne_contre,0.00048590864917395527,0.0,0.0014577259475218659,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),top1_ferme_mc20_raccordement,0.0009232264334305151,0.0,0.0022837706511175896,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),classe_tete_taille_mediane,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),classe_tete_part_singletons,0.6438289601554907,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),auc_monde_ouvert,0.00022335742571358682,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_0_1pct_np_interp,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_1pct_np_interp,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_1pct_tpr_escalier,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_1pct_fpr_atteint,0.00923226433430515,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_1pct_fp_absolus,19.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,naif (Hamming),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),top1_ferme_uniforme_PUBLIE,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),top1_ferme_borne_en_faveur,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),top1_ferme_borne_contre,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),top1_ferme_mc20_raccordement,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),classe_tete_taille_mediane,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),classe_tete_part_singletons,1.0,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),auc_monde_ouvert,0.0012686040680328775,,,2058.0,2058,60.0,0.00048590864917395527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_np_interp,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_escalier,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_fpr_atteint,0.0009718172983479105,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_fp_absolus,2.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_vraies_detections_absolues,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_0_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_np_interp,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058,60.0,0.00048590864917395527,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 armement egal,Twin,PMM k=10,A-LLR (hors pli),temoin_permutation_top1_ferme,0.0005830903790087463,,,,2058,,0.00048590864917395527,,5.0,0.0,0.0009718172983479105,"tirages d'une LOI NULLE, PAS un intervalle de confiance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs PMM k=10,naif (Hamming),rapport_top1_ferme,232.29999999999998,93.95314814814814,1264.56375,,2058,,,,,,,"bootstrap APPARIE sur les personnes ; controle = regle de c7_controle_interpretabilite (IC disjoints), les deux conditions sous la MEME attaque et le MEME bassin",0.20604956268221572,0.18981029316488499,0.22313006154842885,0.20694039520570132,0.1911064544865565,0.22405895691609976,0.0008908325234855847,0.0,0.00210762876579202,1.0,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs PMM k=10,naif (Hamming),rapport_tpr_a_fpr_1pct_escalier,inf,,,,2058,,,,,,,,,,,,,,,,,,0.029640427599611274,0.0,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs PMM k=10,A-LLR (hors pli),rapport_top1_ferme,95.60000000000001,49.54944444444445,459.3250000000001,,2058,,,,,,,"bootstrap APPARIE sur les personnes ; controle = regle de c7_controle_interpretabilite (IC disjoints), les deux conditions sous la MEME attaque et le MEME bassin",0.22983479105928087,0.2118561710398445,0.24927113702623907,0.23226433430515064,0.21379980563654033,0.2512147716229349,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,1.0,,,,,,,,,,,,,,,,,,,,,
3 rapport et controle,Twin,cible : JSON Persona - GPT4.1 vs PMM k=10,A-LLR (hors pli),rapport_tpr_a_fpr_1pct_escalier,inf,,,,2058,,,,,,,,,,,,,,,,,,0.042759961127308066,0.0,,,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.19285487959442332,0.06891634980988594,0.39638783269961975,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,20.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.11073098360907627,0.05083674154072275,0.24073307079485784,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,20.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.03837927756653992,0.0019011406844106464,0.21577946768060838,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,20.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.010644352846181294,0.0023554620988081062,0.04748969872544017,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,20.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,rapport cible / comparateur,A-LLR (hors pli),rapport_top1_ferme,5.024974200206398,,,,1052,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.48265209125475284,0.31749049429657794,0.6539923954372624,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,40.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.25034788662699786,0.16478174603174606,0.3079791327177259,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,40.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.1644486692015209,0.019961977186311788,0.4828897338403042,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,40.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.011600683128130847,0.004150823827629911,0.030181739996378777,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,40.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,rapport cible / comparateur,A-LLR (hors pli),rapport_top1_ferme,2.934971098265896,,,,1052,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.5387357414448669,0.31368821292775667,0.7870722433460076,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,60.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.32173411189570883,0.18871310881767153,0.5145527792866196,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,60.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.22742395437262358,0.028517110266159697,0.717680608365019,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,60.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.013606641167240025,0.003960709759188846,0.03605151185949664,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,60.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,rapport cible / comparateur,A-LLR (hors pli),rapport_top1_ferme,2.368861024033438,,,,1052,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.7927756653992395,0.6520912547528517,0.870722433460076,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,100.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.5137852503168567,0.4292141951837769,0.5818124207858048,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,100.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.6102661596958174,0.07699619771863118,0.9106463878326996,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,100.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.023873178073510772,0.007208491761723701,0.04317173637515843,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,100.0,8.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,rapport cible / comparateur,A-LLR (hors pli),rapport_top1_ferme,1.2990654205607477,,,,1052,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.9039923954372624,0.9039923954372624,0.9039923954372624,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,177.0,1.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,cible : meilleur agent (composite),naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.6559727503168569,0.6559727503168569,0.6559727503168569,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,177.0,1.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,A-LLR (hors pli),top1_ferme_uniforme_moyenne_tirages,0.8517110266159695,0.8517110266159695,0.8517110266159695,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,177.0,1.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,comparateur demographique,naif (Hamming),top1_ferme_uniforme_moyenne_tirages,0.02249683143219265,0.02249683143219265,0.02249683143219265,,1052,,0.0009505703422053232,,,,,"ic_bas/ic_haut = min/max sur les tirages d'items, PAS un IC",,,,,,,,,,,,,177.0,1.0,,,,,,,,,,,,,,,,,
4 courbe items,Park GSS,rapport cible / comparateur,A-LLR (hors pli),rapport_top1_ferme,1.0613839285714286,,,,1052,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,cellules demographiques,-,n_cellules_distinctes,146.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,4.0,2x3x7x5,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,cellules demographiques,-,n_personnes_seules_dans_leur_cellule,25.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,4.0,2x3x7x5,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,cellules demographiques,-,part_personnes_seules_dans_leur_cellule,0.02376425855513308,,,,1052,,,,,,,,,,,,,,,,,,,,,,4.0,2x3x7x5,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,cellules demographiques,-,taille_cellule_mediane,15.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,4.0,2x3x7x5,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,cellules demographiques,-,taille_cellule_moyenne,16.90684410646388,,,,1052,,,,,,,,,,,,,,,,,,,,,,4.0,2x3x7x5,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,cellules demographiques,-,taille_cellule_max,46.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,4.0,2x3x7x5,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,cellules demographiques,-,plafond_cellule_seule_moyenne_un_sur_taille,0.13878326996197718,,,,1052,,,,,,,,,,,,,,,,,,,,,,4.0,2x3x7x5,,,,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 1",A-LLR (hors pli),top1_ferme_uniforme,0.92,0.8,1.0,,1052,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,1.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 1",naif (Hamming),top1_ferme_uniforme,0.06,0.0,0.16,,1052,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,1.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 2",A-LLR (hors pli),top1_ferme_uniforme,0.9074074074074074,0.8333333333333334,0.9814814814814815,,1052,,,,,,,,,,,,,,,,,,,,,,,,54.0,2.0,2.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 2",naif (Hamming),top1_ferme_uniforme,0.0,0.0,0.0,,1052,,,,,,,,,,,,,,,,,,,,,,,,54.0,2.0,2.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 3-5",A-LLR (hors pli),top1_ferme_uniforme,0.8300653594771242,0.7647058823529411,0.8888888888888888,,1052,,,,,,,,,,,,,,,,,,,,,,,,153.0,3.0,5.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 3-5",naif (Hamming),top1_ferme_uniforme,0.015250544662309367,0.0,0.034858387799564274,,1052,,,,,,,,,,,,,,,,,,,,,,,,153.0,3.0,5.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 6-10",A-LLR (hors pli),top1_ferme_uniforme,0.8561643835616438,0.8011986301369863,0.910958904109589,,1052,,,,,,,,,,,,,,,,,,,,,,,,146.0,6.0,10.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 6-10",naif (Hamming),top1_ferme_uniforme,0.033105022831050226,0.008561643835616438,0.06337043378995426,,1052,,,,,,,,,,,,,,,,,,,,,,,,146.0,6.0,10.0,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 11+",A-LLR (hors pli),top1_ferme_uniforme,0.8486646884272997,0.8204747774480712,0.8753709198813057,,1052,,,,,,,,,,,,,,,,,,,,,,,,674.0,11.0,,,,,,,,,,,,,
5 structure demographique,Park GSS,"comparateur demographique, cellule taille 11+",naif (Hamming),top1_ferme_uniforme,0.02225519287833828,0.011869436201780416,0.03338278931750742,,1052,,,,,,,,,,,,,,,,,,,,,,,,674.0,11.0,,,,,,,,,,,,,
5 structure demographique,Park GSS,comparateur demographique,A-LLR (hors pli),spearman_taille_cellule_vs_top1,-0.020200393521222562,,,,1052,,,,,,,negatif = le succes se concentre sur les cellules rares,,,,,,,,,,,,,,,,,,,,0.5128035676247666,,,,,,,,,,,
5 structure demographique,Park GSS,items humains,-,part_modalite_majoritaire_dans_la_cellule,0.7047874251323933,,,,1052,,,,,,,ecart au temoin = part de l'item reellement determinee par la demographie,,,,,,,,,,,,,,,,,,,,,0.679972225988321,,,,,,,,,,
5bis bloc demographique reel,Park GSS,bloc complet fourni a l'agent,-,n_cellules_distinctes,1046.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income+neighborhood+sexual_orientation,7x10x7x8x5x3x21x2x12x4x7,,,,,,,
5bis bloc demographique reel,Park GSS,bloc complet fourni a l'agent,-,n_personnes_seules_dans_leur_cellule,1040.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income+neighborhood+sexual_orientation,7x10x7x8x5x3x21x2x12x4x7,,,,,,,
5bis bloc demographique reel,Park GSS,bloc complet fourni a l'agent,-,part_personnes_seules_dans_leur_cellule,0.9885931558935361,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income+neighborhood+sexual_orientation,7x10x7x8x5x3x21x2x12x4x7,,,,,,,
5bis bloc demographique reel,Park GSS,bloc complet fourni a l'agent,-,plafond_cellule_seule_moyenne_un_sur_taille,0.9942965779467681,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income+neighborhood+sexual_orientation,7x10x7x8x5x3x21x2x12x4x7,,,,,,,
5bis bloc demographique reel,Park GSS,bloc complet fourni a l'agent,-,taille_cellule_mediane,1.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income+neighborhood+sexual_orientation,7x10x7x8x5x3x21x2x12x4x7,,,,,,,
5bis bloc demographique reel,Park GSS,comparateur demographique arme,A-LLR (hors pli),top1_ferme_uniforme,0.8517110266159695,,,,1052,,,,,,,a comparer au plafond du bloc complet : au-dessus = A-LLR fait plus que relire la cellule ; au-dessous = il ne fait que la relire,,,,,,,,,,,,,,,,,,,,,,,,,0.9942965779467681,,,,,,
5bis bloc demographique reel,Park GSS,1 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.0,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,age,,,7.0,0.006653992395437262,,,,
5bis bloc demographique reel,Park GSS,2 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.0038022813688212928,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,age+census_division,,,68.0,0.06463878326996197,,,,
5bis bloc demographique reel,Park GSS,3 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.1150190114068441,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,age+census_division+political_ideology,,,356.0,0.33840304182509506,,,,
5bis bloc demographique reel,Park GSS,4 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.46387832699619774,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,age+census_division+political_ideology+political_party,,,690.0,0.655893536121673,,,,
5bis bloc demographique reel,Park GSS,5 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.7442965779467681,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,age+census_division+political_ideology+political_party+education,,,902.0,0.8574144486692015,,,,
5bis bloc demographique reel,Park GSS,6 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.8231939163498099,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,age+census_division+political_ideology+political_party+education+race,,,950.0,0.903041825095057,,,,
5bis bloc demographique reel,Park GSS,7 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.8431558935361216,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,age+census_division+political_ideology+political_party+education+race+ethnicity,,,961.0,0.9134980988593155,,,,
5bis bloc demographique reel,Park GSS,8 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.9125475285171103,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender,,,1002.0,0.9524714828897338,,,,
5bis bloc demographique reel,Park GSS,9 premiers attributs,-,part_personnes_seules_dans_leur_cellule,0.9828897338403042,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,age+census_division+political_ideology+political_party+education+race+ethnicity+gender+income,,,1043.0,0.9914448669201521,,,,
