volet,jeu,condition,attaque,mesure,valeur,ic_bas,ic_haut,n_pool,n_attaques,candidat_top1,baseline_top1,baseline_ic_bas,baseline_ic_haut,hasard,note,n_items,ic_clopper_pearson_bas,ic_clopper_pearson_haut,succes_arrondis,p_binomial_exact_superieur_au_hasard,convention,fpr_cible,n_permutations,temoin_permutation_min,temoin_permutation_max,tpr_naif,tpr_fort,n_paires,n_tirages,n_tirages_degeneres,part_tirages_rho_egal_1,ecart_type_z,percentile_loi_nulle_2_5,percentile_loi_nulle_50,percentile_loi_nulle_97_5,n_configurations,graine,n_graines,borne_basse_min,borne_basse_max,borne_haute_min,borne_haute_max
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_min,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_max,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_0_1pct_tpr_admissible_etendue,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_np_interp_PUBLIE,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_escalier,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_fpr_atteint,0.009718172983479106,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_fp_absolus,20.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_vraies_detections_absolues,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_granularite_un_fp,0.00048590864917395527,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_n_seuils_a_moins_de_1_5_fp,3.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_min,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_max,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),tpr_a_fpr_1pct_tpr_admissible_etendue,0.0,,,2058.0,2058.0,,,,,0.00048590864917395527,,60.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),A-LLR (hors pli),temoin_permutation_lignes_top1_monde_ferme,0.0003887269193391642,,,2058.0,2058.0,,,,,0.00048590864917395527,"tirages d'une LOI NULLE (lien personne-a-personne casse, tout le reste identique), PAS un intervalle de confiance",60.0,,,,,,,5.0,0.0,0.0009718172983479105,,,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif -> A-LLR,ecart_tpr_a_fpr_0_1pct_fort_moins_naif,0.0,,,2058.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.001,,,,0.0,0.0,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,PMM k=10 (ajout declare),naif -> A-LLR,ecart_tpr_a_fpr_1pct_fort_moins_naif,0.0,,,2058.0,,,,,,,R15 : le comparateur n'avait jamais ete rejoue sous A-LLR,,,,,,,0.01,,,,0.0,0.0,,,,,,,,,,,,,,,
1g comparateurs en monde ouvert sous A-LLR,Twin,JSON Persona - GPT4.1 vs PMM k=10 (ajout declare),A-LLR (hors pli),controle_interpretabilite_passe,1.0,0.21524538386783285,0.2497691933916423,2058.0,,0.23226433430515064,0.0024295432458697765,0.00048590864917395527,0.004859086491739553,0.00048590864917395527,"meme regle de decision que c7_controle_interpretabilite, candidat ET comparateur sous la MEME attaque et le MEME bassin ; en monde ferme, seul regime ou l'indicatrice par personne existe",,,,,,,,,,,,,,,,,,,,,,,,,,,
1e IC du Spearman a n = 12,Twin-2K-500,12 configurations,-,rho_spearman_observe,0.9580419580419581,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,
1e IC du Spearman a n = 12,Twin-2K-500,12 configurations,-,rho_ic_publie_bootstrap_sur_les_personnes,0.958041958041958,0.9300699300699302,0.9930069930069932,,,,,,,,"valeur PUBLIEE : reechantillonne les personnes A L'INTERIEUR de chaque configuration, les 12 configurations et l'axe de fidelite restant figes",,,,,,,,,,,,,12.0,,,,,,,,,,,,,,
1e IC du Spearman a n = 12,Twin-2K-500,12 configurations,-,rho_ic_bootstrap_sur_les_paires,0.9580419580419581,0.7491039426523297,1.0,,,,,,,,"unite de reechantillonnage = la CONFIGURATION ; tirages degeneres (< 3 configurations distinctes) ecartes et comptes, jamais remplaces",,,,,,,,,,,,,12.0,20000.0,0.0,0.13965,,,,,,,,,,,
1e IC du Spearman a n = 12,Twin-2K-500,12 configurations,-,rho_ic_fisher_z_bonett_wright,0.9580419580419581,0.8479656893302513,0.9888992704811547,,,,,,,,,,,,,,,,,,,,,12.0,,,,0.34318767136623335,,,,,,,,,,
1e IC du Spearman a n = 12,Twin-2K-500,12 configurations,-,rho_ic_fisher_z_naif_1_sur_racine_n_moins_3,0.9580419580419581,0.8533040835202662,0.9884645920472145,,,,,,,,,,,,,,,,,,,,,12.0,,,,0.3333333333333333,,,,,,,,,,
1e IC du Spearman a n = 12,Twin-2K-500,12 configurations,-,rho_permutation_p_bilateral,9.999000099990002e-05,,,,,,,,,,percentiles d'une LOI NULLE sous permutation -- ce ne sont PAS des bornes d'intervalle de confiance et ils ne sont pas dans ic_bas/ic_haut,,,,,,,,10000.0,,,,,12.0,,,,,-0.5734265734265735,0.0,0.5874125874125874,,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_moyen_sans_intervalle_PUBLIE,0.3637957563977972,,,,,,,,,,le seul chiffre du resume sans intervalle (R12),60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),temoin_anti_artefact_moyen,0.0004018797601685115,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_min,0.1191205053449951,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_max,0.8357628765792031,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_q25,0.27016520894071916,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_mediane,0.31149173955296405,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_q75,0.38375242954324584,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_ecart_type,0.18565013257936636,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),top1_etendue,0.716642371234208,,,,,,,,,,,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),intervalle_bootstrap_naif_sur_les_paires,0.3637957563977972,0.30149327826368644,0.43297185779073527,,,,,,,,ignore la dependance : chaque configuration apparait dans 10 des 30 paires,60.0,,,,,,,,,,,,30.0,20000.0,,,,,,,6.0,20260913.0,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),intervalle_bootstrap_grappes_par_config_x,0.3637957563977972,0.30774943310657593,0.41066326530612246,,,,,,,,grappe = l'extremite d'attaque seulement ; sous-estime encore la dependance,60.0,,,,,,,,,,,,30.0,20000.0,,,,,,,6.0,20260913.0,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),intervalle_bootstrap_grappes_deux_extremites,0.3637957563977972,0.24681288099655443,0.5646987366375121,,,,,,,,A PUBLIER : la configuration est l'unite independante des DEUX cotes,60.0,,,,,,,,,,,,30.0,20000.0,,,,,,,6.0,20260913.0,,,,,
"1f intervalle en grappes du 36,4 %",Twin-2K-500,30 paires a 60 items,naif (Hamming),sensibilite_monte_carlo_grappes_deux_extremites,0.3637957563977972,0.2441094619666048,0.5646987366375121,,,,,,,,enveloppe sur 5 graines : a 6 grappes la loi de reechantillonnage est tres discrete et les percentiles sautent. Aucune graine n'a ete choisie pour rapprocher un resultat de celui du relecteur,60.0,,,,,,,,,,,,30.0,,,,,,,,6.0,,5.0,0.2441094619666048,0.24681288099655443,0.5591537713986694,0.5646987366375121
