condition,item,classe_norc,seuil,n,masse_humaine,masse_predite,cellules_minoritaires,minorites_justes,cellules_predites_minoritaires,rappel_item,perimetre
agents v7,satfin,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,finalter,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,finrela,temoin,0.200000,1052,0.325095,0.129278,342,44,136,0.128655,1052
agents v7,racdif1,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,racdif2,temoin,0.200000,1052,0.066540,0.001901,70,0,2,0.000000,1052
agents v7,racdif3,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,racdif4,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,wlthwhts,non teste,0.200000,1052,0.190114,0.100760,200,3,106,0.015000,1052
agents v7,wlthblks,non teste,0.200000,1052,0.203422,0.940114,214,132,989,0.616822,1052
agents v7,wlthhsps,non teste,0.200000,1052,0.210076,0.114068,221,19,120,0.085973,1052
agents v7,racwork,temoin,0.200000,1052,0.348859,0.468631,367,104,493,0.283379,1052
agents v7,letin1a,temoin,0.200000,1052,0.356464,0.430608,375,78,453,0.208000,1052
agents v7,getahead,non teste,0.200000,1052,0.072243,0.015209,76,0,16,0.000000,1052
agents v7,aged,non teste,0.200000,1052,0.081749,0.019011,86,2,20,0.023256,1052
agents v7,parsol,temoin,0.200000,1052,0.252852,0.028517,266,9,30,0.033835,1052
agents v7,kidssol,non teste,0.200000,1052,0.497148,0.054183,523,10,57,0.019120,1052
agents v7,spanking,temoin,0.200000,1052,0.174905,0.000951,184,0,1,0.000000,1052
agents v7,divlaw,non teste,0.200000,1052,0.156844,0.085551,165,29,90,0.175758,1052
agents v7,sexeduc,temoin,0.200000,1052,0.150190,0.059886,158,15,63,0.094937,1052
agents v7,pillok,investiguer,0.200000,1052,0.304183,0.178707,320,39,188,0.121875,1052
agents v7,xmarsex,sensible,0.200000,1052,0.204373,0.101711,215,19,107,0.088372,1052
agents v7,homosex,temoin,0.200000,1052,0.188213,0.057034,198,8,60,0.040404,1052
agents v7,marhomo,temoin,0.200000,1052,0.481939,0.515209,507,109,542,0.214990,1052
agents v7,discaff,temoin,0.200000,1052,0.127376,0.026616,134,3,28,0.022388,1052
agents v7,abdefect,temoin,0.200000,1052,0.173004,0.048479,182,21,51,0.115385,1052
agents v7,abnomore,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,abhlth,temoin,0.200000,1052,0.071293,0.007605,75,4,8,0.053333,1052
agents v7,abpoor,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,abrape,investiguer,0.200000,1052,0.115970,0.014259,122,10,15,0.081967,1052
agents v7,absingle,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,abany,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,letdie1,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,suicide1,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,suicide2,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,suicide3,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,suicide4,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,pornlaw,temoin,0.200000,1052,0.069392,0.018061,73,1,19,0.013699,1052
agents v7,fair,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,helpful,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,trust,non teste,0.200000,1052,0.173004,0.406844,182,91,428,0.500000,1052
agents v7,tax,non teste,0.200000,1052,0.023764,0.006654,25,1,7,0.040000,1052
agents v7,vote16,sensible,0.200000,1052,0.092205,0.060837,97,34,64,0.350515,1052
agents v7,pres16,temoin,0.200000,1052,0.053232,0.032319,56,0,34,0.000000,1052
agents v7,if16who,investiguer,0.200000,1052,0.145437,0.106464,153,16,112,0.104575,1052
agents v7,news,investiguer,0.200000,1052,0.405894,0.660646,427,125,695,0.292740,1052
agents v7,jew,non teste,0.200000,1052,0.296578,0.030418,312,5,32,0.016026,1052
agents v7,relig16*,non teste,0.200000,1052,0.418251,0.440114,440,128,463,0.290909,1052
agents v7,jew16*,non teste,0.200000,1052,0.261407,0.010456,275,1,11,0.003636,1052
agents v7,attend,sensible,0.200000,1052,0.540875,0.284221,569,56,299,0.098418,1052
agents v7,pray,investiguer,0.200000,1052,0.458175,0.320342,482,48,337,0.099585,1052
agents v7,postlife,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,bible,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,reborn,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,savesoul,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,granborn,non teste,0.200000,1052,0.212928,0.278517,224,40,293,0.178571,1052
agents v7,uscitzn*,non teste,0.200000,1052,0.004753,0.057034,5,2,60,0.400000,1052
agents v7,fucitzn,non teste,0.200000,1052,0.009506,0.052281,10,0,55,0.000000,1052
agents v7,mnthsusa,non teste,0.200000,1052,0.018061,0.194867,19,2,205,0.105263,1052
agents v7,income,non teste,0.200000,1052,0.483840,0.249049,509,20,262,0.039293,1052
agents v7,othlang,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,health,temoin,0.200000,1052,0.191065,0.051331,201,24,54,0.119403,1052
agents v7,compuse*,temoin,0.200000,1052,0.024715,0.002852,26,0,3,0.000000,1052
agents v7,webmob,non teste,0.200000,1052,0.019011,0.008555,20,2,9,0.100000,1052
agents v7,xmovie,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v7,usewww*,non teste,0.200000,1052,0.012357,0.010456,13,0,11,0.000000,1052
agents v7,life,temoin,0.200000,1052,0.078897,0.018061,83,8,19,0.096386,1052
agents v7,richwork,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,natspac/y,mixte,0.200000,1052,0.192966,0.147338,203,28,155,0.137931,1052
agents v8,natenvir/y,temoin,0.200000,1052,0.114068,0.286122,120,90,301,0.750000,1052
agents v8,natheal/y,mixte,0.200000,1052,0.059886,0.226236,63,34,238,0.539683,1052
agents v8,natcity/y,mixte,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,natdrug/y,temoin,0.200000,1052,0.086502,0.268061,91,49,282,0.538462,1052
agents v8,nateduc/y,temoin,0.200000,1052,0.080798,0.193916,85,41,204,0.482353,1052
agents v8,natrace/y,sensible,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,natarms/y,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,nataid/y,temoin,0.200000,1052,0.050380,0.290875,53,32,306,0.603774,1052
agents v8,natfare/y,mixte,0.200000,1052,0.084601,0.322243,89,69,339,0.775281,1052
agents v8,natroad,sensible,0.200000,1052,0.078897,0.010456,83,1,11,0.012048,1052
agents v8,natsoc,temoin,0.200000,1052,0.033270,0.130228,35,9,137,0.257143,1052
agents v8,natmass,temoin,0.200000,1052,0.094106,0.315589,99,53,332,0.535354,1052
agents v8,natpark,temoin,0.200000,1052,0.068441,0.272814,72,33,287,0.458333,1052
agents v8,natchld,sensible,0.200000,1052,0.083650,0.307034,88,54,323,0.613636,1052
agents v8,natsci,temoin,0.200000,1052,0.097909,0.281369,103,56,296,0.543689,1052
agents v8,natenrgy,temoin,0.200000,1052,0.134030,0.310837,141,100,327,0.709220,1052
agents v8,uswary,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,prayer,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,courts,non teste,0.200000,1052,0.190114,0.362167,200,123,381,0.615000,1052
agents v8,discaffw,non teste,0.200000,1052,0.322243,0.244297,339,75,257,0.221239,1052
agents v8,discaffm,non teste,0.200000,1052,0.082700,0.120722,87,22,127,0.252874,1052
agents v8,fehire,non teste,0.200000,1052,0.392586,0.622624,413,171,655,0.414044,1052
agents v8,fechld,temoin,0.200000,1052,0.168251,0.255703,177,44,269,0.248588,1052
agents v8,fepresch,investiguer,0.200000,1052,0.042776,0.071293,45,8,75,0.177778,1052
agents v8,fefam,investiguer,0.200000,1052,0.076046,0.190114,80,43,200,0.537500,1052
agents v8,fepol,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,mobile16,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,incom16,temoin,0.200000,1052,0.254753,0.263308,268,43,277,0.160448,1052
agents v8,dwelown16,non teste,0.200000,1052,0.024715,0.001901,26,0,2,0.000000,1052
agents v8,divorced,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,posslq/y,temoin,0.200000,1052,0.221483,0.000951,233,1,1,0.004292,1052
agents v8,wrkstat,temoin,0.200000,1052,0.622624,0.524715,655,183,552,0.279389,1052
agents v8,evwork,temoin,0.200000,1052,0.078897,0.020913,83,12,22,0.144578,1052
agents v8,wrkgovt1,non teste,0.200000,1052,0.158745,0.019011,167,7,20,0.041916,1052
agents v8,wrkgovt2,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,partfull,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,wksub1,non teste,0.200000,1052,0.190114,0.040875,200,8,43,0.040000,1052
agents v8,wksup1,non teste,0.200000,1052,0.182510,0.233840,192,62,246,0.322917,1052
agents v8,conarmy,investiguer,0.200000,1052,0.108365,0.113118,114,33,119,0.289474,1052
agents v8,conbus,temoin,0.200000,1052,0.119772,0.074144,126,13,78,0.103175,1052
agents v8,conclerg,temoin,0.200000,1052,0.125475,0.211027,132,54,222,0.409091,1052
agents v8,coneduc,sensible,0.200000,1052,0.164449,0.203422,173,64,214,0.369942,1052
agents v8,confed,temoin,0.200000,1052,0.122624,0.055133,129,9,58,0.069767,1052
agents v8,confinan,temoin,0.200000,1052,0.179658,0.003802,189,0,4,0.000000,1052
agents v8,conjudge,temoin,0.200000,1052,0.177757,0.251901,187,95,265,0.508021,1052
agents v8,conlabor,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,conlegis,sensible,0.200000,1052,0.062738,0.000000,66,0,0,0.000000,1052
agents v8,conmedic,sensible,0.200000,1052,0.107414,0.005703,113,0,6,0.000000,1052
agents v8,conpress,temoin,0.200000,1052,0.089354,0.009506,94,4,10,0.042553,1052
agents v8,consci,temoin,0.200000,1052,0.114068,0.117871,120,36,124,0.300000,1052
agents v8,contv,temoin,0.200000,1052,0.082700,0.000000,87,0,0,0.000000,1052
agents v8,joblose,non teste,0.200000,1052,0.188213,0.285171,198,48,300,0.242424,1052
agents v8,jobfind,temoin,0.200000,1052,0.106464,0.000000,112,0,0,0.000000,1052
agents v8,happy,temoin,0.200000,1052,0.189163,0.004753,199,2,5,0.010050,1052
agents v8,hapmar,non teste,0.200000,1052,0.427757,0.538023,450,134,566,0.297778,1052
agents v8,satjob,temoin,0.200000,1052,0.103612,0.000000,109,0,0,0.000000,1052
agents v8,spdeg*,non teste,0.200000,1052,0.484791,0.750000,510,86,789,0.168627,1052
agents v8,spjew,non teste,0.200000,1052,0.292776,0.001901,308,0,2,0.000000,1052
agents v8,spfund,non teste,0.200000,1052,0.311787,0.717681,328,160,755,0.487805,1052
agents v8,unemp,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,union1,non teste,0.200000,1052,0.088403,0.057034,93,2,60,0.021505,1052
agents v8,spkath/y,temoin,0.200000,1052,0.187262,0.248099,197,54,261,0.274112,1052
agents v8,colath,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,spkrac/y,sensible,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,colrac,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,librac/y,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,spkcom/y,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,colcom/y,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,libcom/y,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,spkhomo/y,non teste,0.200000,1052,0.061787,0.198669,65,22,209,0.338462,1052
agents v8,colhomo,non teste,0.200000,1052,0.066540,0.229087,70,30,241,0.428571,1052
agents v8,libhomo/y,non teste,0.200000,1052,0.135932,0.227186,143,65,239,0.454545,1052
agents v8,cappun,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,polhitok/y,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,polabuse/y,sensible,0.200000,1052,0.061787,0.004753,65,1,5,0.015385,1052
agents v8,polattak/y,sensible,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,grass,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,gunlaw,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,owngun,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,hunt1,non teste,0.200000,1052,0.110266,0.218631,116,23,230,0.198276,1052
agents v8,class,non teste,0.200000,1052,0.215779,0.000951,227,0,1,0.000000,1052
agents v8,satfin,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,finalter,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,finrela,temoin,0.200000,1052,0.325095,0.217681,342,32,229,0.093567,1052
agents v8,racdif1,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,racdif2,temoin,0.200000,1052,0.066540,0.000000,70,0,0,0.000000,1052
agents v8,racdif3,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,racdif4,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,wlthwhts,non teste,0.200000,1052,0.190114,0.199620,200,11,210,0.055000,1052
agents v8,wlthblks,non teste,0.200000,1052,0.203422,0.865019,214,121,910,0.565421,1052
agents v8,wlthhsps,non teste,0.200000,1052,0.210076,0.397338,221,47,418,0.212670,1052
agents v8,racwork,temoin,0.200000,1052,0.348859,0.164449,367,28,173,0.076294,1052
agents v8,letin1a,temoin,0.200000,1052,0.356464,0.570342,375,122,600,0.325333,1052
agents v8,getahead,non teste,0.200000,1052,0.072243,0.073194,76,17,77,0.223684,1052
agents v8,aged,non teste,0.200000,1052,0.081749,0.059886,86,6,63,0.069767,1052
agents v8,parsol,temoin,0.200000,1052,0.252852,0.006654,266,1,7,0.003759,1052
agents v8,kidssol,non teste,0.200000,1052,0.497148,0.178707,523,24,188,0.045889,1052
agents v8,spanking,temoin,0.200000,1052,0.174905,0.085551,184,39,90,0.211957,1052
agents v8,divlaw,non teste,0.200000,1052,0.156844,0.294677,165,88,310,0.533333,1052
agents v8,sexeduc,temoin,0.200000,1052,0.150190,0.278517,158,93,293,0.588608,1052
agents v8,pillok,investiguer,0.200000,1052,0.304183,0.382129,320,115,402,0.359375,1052
agents v8,xmarsex,sensible,0.200000,1052,0.204373,0.192966,215,35,203,0.162791,1052
agents v8,homosex,temoin,0.200000,1052,0.188213,0.123574,198,15,130,0.075758,1052
agents v8,marhomo,temoin,0.200000,1052,0.481939,0.653992,507,154,688,0.303748,1052
agents v8,discaff,temoin,0.200000,1052,0.127376,0.220532,134,71,232,0.529851,1052
agents v8,abdefect,temoin,0.200000,1052,0.173004,0.202471,182,78,213,0.428571,1052
agents v8,abnomore,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,abhlth,temoin,0.200000,1052,0.071293,0.036122,75,9,38,0.120000,1052
agents v8,abpoor,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,abrape,investiguer,0.200000,1052,0.115970,0.080798,122,27,85,0.221311,1052
agents v8,absingle,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,abany,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,letdie1,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,suicide1,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,suicide2,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,suicide3,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,suicide4,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,pornlaw,temoin,0.200000,1052,0.069392,0.073194,73,15,77,0.205479,1052
agents v8,fair,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,helpful,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,trust,non teste,0.200000,1052,0.173004,0.223384,182,55,235,0.302198,1052
agents v8,tax,non teste,0.200000,1052,0.023764,0.110266,25,6,116,0.240000,1052
agents v8,vote16,sensible,0.200000,1052,0.092205,0.090304,97,56,95,0.577320,1052
agents v8,pres16,temoin,0.200000,1052,0.053232,0.117871,56,11,124,0.196429,1052
agents v8,if16who,investiguer,0.200000,1052,0.145437,0.105513,153,50,111,0.326797,1052
agents v8,news,investiguer,0.200000,1052,0.405894,0.853612,427,169,898,0.395785,1052
agents v8,jew,non teste,0.200000,1052,0.296578,0.008555,312,0,9,0.000000,1052
agents v8,relig16*,non teste,0.200000,1052,0.418251,0.203422,440,51,214,0.115909,1052
agents v8,jew16*,non teste,0.200000,1052,0.261407,0.000951,275,0,1,0.000000,1052
agents v8,attend,sensible,0.200000,1052,0.540875,0.513308,569,74,540,0.130053,1052
agents v8,pray,investiguer,0.200000,1052,0.458175,0.542776,482,74,571,0.153527,1052
agents v8,postlife,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,bible,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,reborn,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,savesoul,investiguer,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,granborn,non teste,0.200000,1052,0.212928,0.198669,224,21,209,0.093750,1052
agents v8,uscitzn*,non teste,0.200000,1052,0.004753,0.013308,5,0,14,0.000000,1052
agents v8,fucitzn,non teste,0.200000,1052,0.009506,0.013308,10,0,14,0.000000,1052
agents v8,mnthsusa,non teste,0.200000,1052,0.018061,0.014259,19,0,15,0.000000,1052
agents v8,income,non teste,0.200000,1052,0.483840,0.093156,509,2,98,0.003929,1052
agents v8,othlang,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,health,temoin,0.200000,1052,0.191065,0.009506,201,3,10,0.014925,1052
agents v8,compuse*,temoin,0.200000,1052,0.024715,0.001901,26,0,2,0.000000,1052
agents v8,webmob,non teste,0.200000,1052,0.019011,0.010456,20,0,11,0.000000,1052
agents v8,xmovie,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
agents v8,usewww*,non teste,0.200000,1052,0.012357,0.012357,13,1,13,0.076923,1052
agents v8,life,temoin,0.200000,1052,0.078897,0.000000,83,0,0,0.000000,1052
agents v8,richwork,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,natspac/y,mixte,0.200000,1052,0.192966,0.000000,203,0,0,0.000000,1052
B0 mode,natenvir/y,temoin,0.200000,1052,0.114068,0.000000,120,0,0,0.000000,1052
B0 mode,natheal/y,mixte,0.200000,1052,0.059886,0.000000,63,0,0,0.000000,1052
B0 mode,natcity/y,mixte,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,natdrug/y,temoin,0.200000,1052,0.086502,0.000000,91,0,0,0.000000,1052
B0 mode,nateduc/y,temoin,0.200000,1052,0.080798,0.000000,85,0,0,0.000000,1052
B0 mode,natrace/y,sensible,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,natarms/y,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,nataid/y,temoin,0.200000,1052,0.050380,0.000000,53,0,0,0.000000,1052
B0 mode,natfare/y,mixte,0.200000,1052,0.084601,0.000000,89,0,0,0.000000,1052
B0 mode,natroad,sensible,0.200000,1052,0.078897,0.000000,83,0,0,0.000000,1052
B0 mode,natsoc,temoin,0.200000,1052,0.033270,0.000000,35,0,0,0.000000,1052
B0 mode,natmass,temoin,0.200000,1052,0.094106,0.000000,99,0,0,0.000000,1052
B0 mode,natpark,temoin,0.200000,1052,0.068441,0.000000,72,0,0,0.000000,1052
B0 mode,natchld,sensible,0.200000,1052,0.083650,0.000000,88,0,0,0.000000,1052
B0 mode,natsci,temoin,0.200000,1052,0.097909,0.000000,103,0,0,0.000000,1052
B0 mode,natenrgy,temoin,0.200000,1052,0.134030,0.000000,141,0,0,0.000000,1052
B0 mode,uswary,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,prayer,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,courts,non teste,0.200000,1052,0.190114,0.000000,200,0,0,0.000000,1052
B0 mode,discaffw,non teste,0.200000,1052,0.322243,0.000000,339,0,0,0.000000,1052
B0 mode,discaffm,non teste,0.200000,1052,0.082700,0.000000,87,0,0,0.000000,1052
B0 mode,fehire,non teste,0.200000,1052,0.392586,0.000000,413,0,0,0.000000,1052
B0 mode,fechld,temoin,0.200000,1052,0.168251,0.000000,177,0,0,0.000000,1052
B0 mode,fepresch,investiguer,0.200000,1052,0.042776,0.000000,45,0,0,0.000000,1052
B0 mode,fefam,investiguer,0.200000,1052,0.076046,0.000000,80,0,0,0.000000,1052
B0 mode,fepol,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,mobile16,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,incom16,temoin,0.200000,1052,0.254753,0.000000,268,0,0,0.000000,1052
B0 mode,dwelown16,non teste,0.200000,1052,0.024715,0.000000,26,0,0,0.000000,1052
B0 mode,divorced,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,posslq/y,temoin,0.200000,1052,0.221483,0.000000,233,0,0,0.000000,1052
B0 mode,wrkstat,temoin,0.200000,1052,0.622624,0.000000,655,0,0,0.000000,1052
B0 mode,evwork,temoin,0.200000,1052,0.078897,0.000000,83,0,0,0.000000,1052
B0 mode,wrkgovt1,non teste,0.200000,1052,0.158745,0.000000,167,0,0,0.000000,1052
B0 mode,wrkgovt2,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,partfull,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,wksub1,non teste,0.200000,1052,0.190114,0.000000,200,0,0,0.000000,1052
B0 mode,wksup1,non teste,0.200000,1052,0.182510,0.000000,192,0,0,0.000000,1052
B0 mode,conarmy,investiguer,0.200000,1052,0.108365,0.000000,114,0,0,0.000000,1052
B0 mode,conbus,temoin,0.200000,1052,0.119772,0.000000,126,0,0,0.000000,1052
B0 mode,conclerg,temoin,0.200000,1052,0.125475,0.000000,132,0,0,0.000000,1052
B0 mode,coneduc,sensible,0.200000,1052,0.164449,0.000000,173,0,0,0.000000,1052
B0 mode,confed,temoin,0.200000,1052,0.122624,0.000000,129,0,0,0.000000,1052
B0 mode,confinan,temoin,0.200000,1052,0.179658,0.000000,189,0,0,0.000000,1052
B0 mode,conjudge,temoin,0.200000,1052,0.177757,0.000000,187,0,0,0.000000,1052
B0 mode,conlabor,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,conlegis,sensible,0.200000,1052,0.062738,0.000000,66,0,0,0.000000,1052
B0 mode,conmedic,sensible,0.200000,1052,0.107414,0.000000,113,0,0,0.000000,1052
B0 mode,conpress,temoin,0.200000,1052,0.089354,0.000000,94,0,0,0.000000,1052
B0 mode,consci,temoin,0.200000,1052,0.114068,0.000000,120,0,0,0.000000,1052
B0 mode,contv,temoin,0.200000,1052,0.082700,0.000000,87,0,0,0.000000,1052
B0 mode,joblose,non teste,0.200000,1052,0.188213,0.000000,198,0,0,0.000000,1052
B0 mode,jobfind,temoin,0.200000,1052,0.106464,0.000000,112,0,0,0.000000,1052
B0 mode,happy,temoin,0.200000,1052,0.189163,0.000000,199,0,0,0.000000,1052
B0 mode,hapmar,non teste,0.200000,1052,0.427757,0.000000,450,0,0,0.000000,1052
B0 mode,satjob,temoin,0.200000,1052,0.103612,0.000000,109,0,0,0.000000,1052
B0 mode,spdeg*,non teste,0.200000,1052,0.484791,0.000000,510,0,0,0.000000,1052
B0 mode,spjew,non teste,0.200000,1052,0.292776,0.000000,308,0,0,0.000000,1052
B0 mode,spfund,non teste,0.200000,1052,0.311787,0.000000,328,0,0,0.000000,1052
B0 mode,unemp,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,union1,non teste,0.200000,1052,0.088403,0.000000,93,0,0,0.000000,1052
B0 mode,spkath/y,temoin,0.200000,1052,0.187262,0.000000,197,0,0,0.000000,1052
B0 mode,colath,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,spkrac/y,sensible,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,colrac,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,librac/y,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,spkcom/y,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,colcom/y,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,libcom/y,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,spkhomo/y,non teste,0.200000,1052,0.061787,0.000000,65,0,0,0.000000,1052
B0 mode,colhomo,non teste,0.200000,1052,0.066540,0.000000,70,0,0,0.000000,1052
B0 mode,libhomo/y,non teste,0.200000,1052,0.135932,0.000000,143,0,0,0.000000,1052
B0 mode,cappun,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,polhitok/y,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,polabuse/y,sensible,0.200000,1052,0.061787,0.000000,65,0,0,0.000000,1052
B0 mode,polattak/y,sensible,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,grass,non teste,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,gunlaw,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,owngun,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,hunt1,non teste,0.200000,1052,0.110266,0.000000,116,0,0,0.000000,1052
B0 mode,class,non teste,0.200000,1052,0.215779,0.000000,227,0,0,0.000000,1052
B0 mode,satfin,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,finalter,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,finrela,temoin,0.200000,1052,0.325095,0.000000,342,0,0,0.000000,1052
B0 mode,racdif1,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,racdif2,temoin,0.200000,1052,0.066540,0.000000,70,0,0,0.000000,1052
B0 mode,racdif3,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,racdif4,temoin,0.200000,1052,0.000000,0.000000,0,0,0,,1052
B0 mode,wlthwhts,non teste,0.200000,1052,0.190114,0.000000,200,0,0,0.000000,1052
B0 mode,wlthblks,non teste,0.200000,1052,0.203422,0.000000,214,0,0,0.000000,1052
B0 mode,wlthhsps,non teste,0.200000,1052,0.210076,0.000000,221,0,0,0.000000,1052
B0 mode,racwork,temoin,0.200000,1052,0.348859,0.000000,367,0,0,0.000000,1052
B0 mode,letin1a,temoin,0.200000,1052,0.356464,0.000000,375,0,0,0.000000,1052
