perimetre,seuil,condition,classe,cellules_minoritaires,raretes_osees,rappel,precision,f1,rappel_ic_bas,rappel_ic_haut,precision_ic_bas,precision_ic_haut,plancher_item,exces_item,exces_item_ic_bas,exces_item_ic_haut,exces_item_p,plancher_segment,exces_segment,exces_segment_ic_bas,exces_segment_ic_haut,exces_segment_p,plancher_humains vague 2,exces_humains vague 2,exces_humains vague 2_ic_bas,exces_humains vague 2_ic_haut,exces_humains vague 2_p
1052,0.200000,agents composite,rarete instable,7258,4799,0.209011,0.316108,0.251638,,,,,0.120519,0.088492,,,,0.138026,0.070447,,,,0.000000,0.209011,,,
1052,0.200000,agents composite,ensemble,18411,16048,0.355440,0.407777,0.379814,,,,,0.126562,0.228877,,,,0.162376,0.188050,,,,0.605779,-0.250339,,,
1052,0.200000,agents entretien (v3),rarete stable,11153,12444,0.425715,0.381549,0.402424,,,,,0.130495,0.295220,,,,0.178492,0.239757,,,,1.000000,-0.574285,,,
1052,0.200000,agents entretien (v3),rarete instable,7258,5471,0.241802,0.320782,0.275748,,,,,0.120519,0.121283,,,,0.138026,0.098840,,,,0.000000,0.241802,,,
1052,0.200000,agents entretien (v3),ensemble,18411,17915,0.353213,0.362992,0.358036,,,,,0.126562,0.226650,,,,0.162376,0.183636,,,,0.605779,-0.252566,,,
1052,0.200000,agents enquete,rarete stable,11153,12081,0.326459,0.301382,0.313420,,,,,0.130495,0.195964,,,,0.178492,0.141174,,,,1.000000,-0.673541,,,
1052,0.200000,agents enquete,rarete instable,7258,5004,0.209837,0.304357,0.248410,,,,,0.120519,0.089318,,,,0.138026,0.064829,,,,0.000000,0.209837,,,
1052,0.200000,agents enquete,ensemble,18411,17085,0.280484,0.302253,0.290962,,,,,0.126562,0.153922,,,,0.162376,0.110769,,,,0.605779,-0.325295,,,
1052,0.200000,agents demographiques (v6),rarete stable,11153,7934,0.199588,0.280565,0.233248,,,,,0.130495,0.069092,,,,0.178492,0.022292,,,,1.000000,-0.800412,,,
1052,0.200000,agents demographiques (v6),rarete instable,7258,3437,0.166437,0.351469,0.225900,,,,,0.120519,0.045918,,,,0.138026,0.029299,,,,0.000000,0.166437,,,
1052,0.200000,agents demographiques (v6),ensemble,18411,11371,0.186519,0.301996,0.230609,,,,,0.126562,0.059957,,,,0.162376,0.025082,,,,0.605779,-0.419260,,,
1052,0.200000,agents v7,rarete stable,11153,8591,0.153681,0.199511,0.173622,,,,,0.130495,0.023185,,,,0.178492,-0.027552,,,,1.000000,-0.846319,,,
1052,0.200000,agents v7,rarete instable,7258,3226,0.101543,0.228456,0.140595,,,,,0.120519,-0.018976,,,,0.138026,-0.036751,,,,0.000000,0.101543,,,
1052,0.200000,agents v7,ensemble,18411,11817,0.133127,0.207413,0.162168,,,,,0.126562,0.006565,,,,0.162376,-0.031216,,,,0.605779,-0.472652,,,
1052,0.200000,agents v8,rarete stable,11153,14768,0.255716,0.193120,0.220053,,,,,0.130495,0.125221,,,,0.178492,0.058570,,,,1.000000,-0.744284,,,
1052,0.200000,agents v8,rarete instable,7258,5596,0.172913,0.224267,0.195270,,,,,0.120519,0.052394,,,,0.138026,0.023377,,,,0.000000,0.172913,,,
1052,0.200000,agents v8,ensemble,18411,20364,0.223073,0.201679,0.211838,,,,,0.126562,0.096511,,,,0.162376,0.044554,,,,0.605779,-0.382706,,,
1052,0.200000,PMM k=5,rarete stable,11153,11502,0.389312,0.377500,0.383315,,,,,0.130495,0.258817,,,,0.178492,0.204284,,,,1.000000,-0.610688,,,
1052,0.200000,PMM k=5,rarete instable,7258,5208,0.239873,0.334293,0.279320,,,,,0.120519,0.119354,,,,0.138026,0.097777,,,,0.000000,0.239873,,,
1052,0.200000,PMM k=5,ensemble,18411,16710,0.330400,0.364034,0.346402,,,,,0.126562,0.203838,,,,0.162376,0.161867,,,,0.605779,-0.275379,,,
1052,0.200000,PMM k=10,rarete stable,11153,11416,0.381153,0.372372,0.376711,,,,,0.130495,0.250658,,,,0.178492,0.195440,,,,1.000000,-0.618847,,,
1052,0.200000,PMM k=10,rarete instable,7258,5140,0.240424,0.339494,0.281497,,,,,0.120519,0.119905,,,,0.138026,0.098992,,,,0.000000,0.240424,,,
1052,0.200000,PMM k=10,ensemble,18411,16556,0.325675,0.362165,0.342952,,,,,0.126562,0.199112,,,,0.162376,0.157029,,,,0.605779,-0.280104,,,
1052,0.200000,IM m=10 mode des m,rarete stable,11153,7838,0.309423,0.440291,0.363435,,,,,0.130495,0.178928,,,,0.178492,0.122282,,,,1.000000,-0.690577,,,
1052,0.200000,IM m=10 mode des m,rarete instable,7258,3600,0.174015,0.350833,0.232640,,,,,0.120519,0.053496,,,,0.138026,0.034157,,,,0.000000,0.174015,,,
1052,0.200000,IM m=10 mode des m,ensemble,18411,11438,0.256043,0.412135,0.315856,,,,,0.126562,0.129480,,,,0.162376,0.087186,,,,0.605779,-0.349737,,,
1052,0.200000,B2 argmax,rarete stable,11153,2625,0.127320,0.540952,0.206126,,,,,0.130495,-0.003175,,,,0.178492,-0.059509,,,,1.000000,-0.872680,,,
1052,0.200000,B2 argmax,rarete instable,7258,1002,0.042849,0.310379,0.075303,,,,,0.120519,-0.077670,,,,0.138026,-0.095360,,,,0.000000,0.042849,,,
1052,0.200000,B2 argmax,ensemble,18411,3627,0.094020,0.477254,0.157092,,,,,0.126562,-0.032543,,,,0.162376,-0.073787,,,,0.605779,-0.511759,,,
1052,0.200000,B1 argmax,rarete stable,11153,5710,0.160495,0.313485,0.212299,,,,,0.130495,0.030000,,,,0.178492,-0.028758,,,,1.000000,-0.839505,,,
1052,0.200000,B1 argmax,rarete instable,7258,2250,0.082805,0.267111,0.126420,,,,,0.120519,-0.037714,,,,0.138026,-0.059222,,,,0.000000,0.082805,,,
1052,0.200000,B1 argmax,ensemble,18411,7960,0.129868,0.300377,0.181336,,,,,0.126562,0.003306,,,,0.162376,-0.040891,,,,0.605779,-0.475911,,,
1052,0.200000,B3 foret,rarete stable,11153,1647,0.065005,0.440194,0.113281,,,,,0.130495,-0.065490,,,,0.178492,-0.120508,,,,1.000000,-0.934995,,,
1052,0.200000,B3 foret,rarete instable,7258,659,0.025627,0.282246,0.046987,,,,,0.120519,-0.094892,,,,0.138026,-0.114188,,,,0.000000,0.025627,,,
1052,0.200000,B3 foret,ensemble,18411,2306,0.049481,0.395056,0.087947,,,,,0.126562,-0.077081,,,,0.162376,-0.117991,,,,0.605779,-0.556298,,,
1052,0.200000,B0 tirage,rarete stable,11153,13724,0.128127,0.104124,0.114885,,,,,0.130495,-0.002368,,,,0.178492,-0.050465,,,,1.000000,-0.871873,,,
1052,0.200000,B0 tirage,rarete instable,7258,4774,0.120832,0.183703,0.145778,,,,,0.120519,0.000313,,,,0.138026,-0.016253,,,,0.000000,0.120832,,,
1052,0.200000,B0 tirage,ensemble,18411,18498,0.125251,0.124662,0.124956,,,,,0.126562,-0.001311,,,,0.162376,-0.036839,,,,0.605779,-0.480528,,,
1052,0.200000,B0 mode,rarete stable,11153,0,0.000000,,0.000000,,,,,0.130495,-0.130495,,,,0.178492,-0.178492,,,,1.000000,-1.000000,,,
1052,0.200000,B0 mode,rarete instable,7258,0,0.000000,,0.000000,,,,,0.120519,-0.120519,,,,0.138026,-0.138026,,,,0.000000,0.000000,,,
1052,0.200000,B0 mode,ensemble,18411,0,0.000000,,0.000000,,,,,0.126562,-0.126562,,,,0.162376,-0.162376,,,,0.605779,-0.605779,,,
150,0.100000,humains vague 2,rarete stable,354,354,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.066880,0.933120,0.929843,0.936377,0.000250,0.099378,0.900622,0.874824,0.924817,0.000250,1.000000,0.000000,0.000000,0.000000,1.000000
150,0.100000,humains vague 2,rarete instable,393,436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.061747,-0.061747,-0.064917,-0.058384,0.000250,0.064123,-0.064123,-0.073667,-0.055053,0.000250,0.000000,0.000000,0.000000,0.000000,1.000000
150,0.100000,humains vague 2,ensemble,747,790,0.473896,0.448101,0.460638,0.432598,0.514589,0.400246,0.493352,0.064179,0.409716,0.368593,0.450354,0.000250,0.081344,0.407135,0.368068,0.447382,0.000250,0.473896,0.000000,0.000000,0.000000,1.000000
150,0.100000,agents composite,rarete stable,354,483,0.341808,0.250518,0.289128,0.276785,0.406621,0.198040,0.304350,0.066880,0.274928,0.210236,0.338605,0.000250,0.099378,0.230811,0.171478,0.290903,0.000250,1.000000,-0.658192,-0.723215,-0.593379,0.000250
150,0.100000,agents composite,rarete instable,393,261,0.175573,0.264368,0.211009,0.137156,0.218088,0.213177,0.317829,0.061747,0.113826,0.075325,0.156357,0.000250,0.064123,0.119061,0.077178,0.164298,0.000250,0.000000,0.175573,0.137156,0.218088,0.000250
150,0.100000,agents composite,ensemble,747,744,0.254351,0.255376,0.254863,0.211196,0.299028,0.215739,0.295545,0.064179,0.190171,0.146998,0.234679,0.000250,0.081344,0.173648,0.132805,0.214358,0.000250,0.473896,-0.219545,-0.264207,-0.174964,0.000250
150,0.100000,agents entretien (v3),rarete stable,354,551,0.324859,0.208711,0.254144,0.259992,0.387867,0.164828,0.253650,0.066880,0.257979,0.193957,0.319329,0.000250,0.099378,0.221377,0.162446,0.280970,0.000250,1.000000,-0.675141,-0.740008,-0.612133,0.000250
150,0.100000,agents entretien (v3),rarete instable,393,268,0.193384,0.283582,0.229955,0.153128,0.236592,0.233082,0.334587,0.061747,0.131638,0.091033,0.174998,0.000250,0.064123,0.125067,0.082385,0.168752,0.000250,0.000000,0.193384,0.153128,0.236592,0.000250
150,0.100000,agents entretien (v3),ensemble,747,819,0.255689,0.233211,0.243934,0.212164,0.300908,0.196507,0.269789,0.064179,0.191510,0.148735,0.236619,0.000250,0.081344,0.172112,0.130163,0.213821,0.000250,0.473896,-0.218206,-0.265368,-0.171626,0.000250
150,0.100000,agents enquete,rarete stable,354,557,0.234463,0.149013,0.182217,0.171091,0.297008,0.107001,0.193501,0.066880,0.167583,0.104616,0.229647,0.000250,0.099378,0.142760,0.084631,0.200824,0.000250,1.000000,-0.765537,-0.828909,-0.702992,0.000250
150,0.100000,agents enquete,rarete instable,393,241,0.152672,0.248963,0.189274,0.107056,0.201996,0.186433,0.309237,0.061747,0.090925,0.045371,0.140828,0.000250,0.064123,0.080022,0.030588,0.134073,0.001000,0.000000,0.152672,0.107056,0.201996,0.000250
150,0.100000,agents enquete,ensemble,747,798,0.191432,0.179198,0.185113,0.146666,0.235056,0.140770,0.215936,0.064179,0.127253,0.083185,0.170498,0.000250,0.081344,0.110668,0.067923,0.153015,0.000250,0.473896,-0.282463,-0.331380,-0.233294,0.000250
150,0.100000,agents demographiques (v6),rarete stable,354,230,0.138418,0.213043,0.167808,0.103535,0.177634,0.165217,0.266667,0.066880,0.071538,0.036190,0.111188,0.000250,0.099378,0.042131,-0.009105,0.095686,0.098500,1.000000,-0.861582,-0.896465,-0.822366,0.000250
150,0.100000,agents demographiques (v6),rarete instable,393,134,0.134860,0.395522,0.201139,0.108992,0.161996,0.322310,0.467952,0.061747,0.073113,0.046445,0.101177,0.000250,0.064123,0.080022,0.048695,0.112353,0.000250,0.000000,0.134860,0.108992,0.161996,0.000250
150,0.100000,agents demographiques (v6),ensemble,747,364,0.136546,0.280220,0.183618,0.115188,0.160463,0.240997,0.322946,0.064179,0.072367,0.050247,0.096539,0.000250,0.081344,0.061513,0.030666,0.093944,0.000500,0.473896,-0.337349,-0.384143,-0.289278,0.000250
150,0.100000,agents v7,rarete stable,354,338,0.059322,0.062130,0.060694,0.031609,0.090343,0.034373,0.092026,0.066880,-0.007558,-0.035281,0.023338,0.588000,0.099378,-0.042774,-0.080619,-0.002221,0.042000,1.000000,-0.940678,-0.968391,-0.909657,0.000250
150,0.100000,agents v7,rarete instable,393,121,0.058524,0.190083,0.089494,0.032432,0.091865,0.117647,0.273381,0.061747,-0.003222,-0.029695,0.029958,0.805500,0.064123,-0.013072,-0.038511,0.017198,0.360500,0.000000,0.058524,0.032432,0.091865,0.000250
150,0.100000,agents v7,ensemble,747,459,0.058902,0.095861,0.072968,0.036931,0.084567,0.064516,0.131216,0.064179,-0.005277,-0.027213,0.020195,0.622000,0.081344,-0.027581,-0.051553,-0.000514,0.046000,0.473896,-0.414993,-0.461855,-0.367942,0.000250
150,0.100000,agents v8,rarete stable,354,645,0.172316,0.094574,0.122122,0.112716,0.229886,0.059998,0.132534,0.066880,0.105436,0.046947,0.161482,0.000500,0.099378,0.064144,0.016723,0.113365,0.004500,1.000000,-0.827684,-0.887284,-0.770114,0.000250
150,0.100000,agents v8,rarete instable,393,250,0.114504,0.180000,0.139969,0.080728,0.149753,0.130907,0.233337,0.061747,0.052757,0.018609,0.087902,0.002500,0.064123,0.031974,0.000952,0.064771,0.043500,0.000000,0.114504,0.080728,0.149753,0.000250
150,0.100000,agents v8,ensemble,747,895,0.141901,0.118436,0.129111,0.103896,0.178532,0.087972,0.150105,0.064179,0.077722,0.040254,0.113931,0.000250,0.081344,0.047688,0.015750,0.078981,0.002500,0.473896,-0.331995,-0.383854,-0.283209,0.000250
150,0.100000,C2,rarete stable,354,713,0.141243,0.070126,0.093721,0.097493,0.185631,0.048157,0.093246,0.066880,0.074363,0.031221,0.118784,0.000500,0.099378,0.032697,-0.005413,0.074907,0.099500,1.000000,-0.858757,-0.902507,-0.814369,0.000250
150,0.100000,C2,rarete instable,393,253,0.117048,0.181818,0.142415,0.085209,0.152582,0.133775,0.232366,0.061747,0.055302,0.022488,0.091489,0.001500,0.064123,0.046989,0.012305,0.084796,0.008000,0.000000,0.117048,0.085209,0.152582,0.000250
150,0.100000,C2,ensemble,747,966,0.128514,0.099379,0.112084,0.098885,0.159664,0.076503,0.123701,0.064179,0.064335,0.034641,0.095503,0.000500,0.081344,0.040008,0.013837,0.067858,0.002500,0.473896,-0.345382,-0.392208,-0.297434,0.000250
150,0.100000,C3,rarete stable,354,891,0.248588,0.098765,0.141365,0.187311,0.305628,0.071776,0.126597,0.066880,0.181707,0.121730,0.238645,0.000250,0.099378,0.161628,0.108556,0.210593,0.000250,1.000000,-0.751412,-0.812689,-0.694372,0.000250
