segmentation,condition,etiquette,exactitude,chute,chute_predite_par_exactitude,residu,part_du_plancher_humain
S_gra,Persona Summary - GPT4.1-mini,Persona Summary,0.5209010134666111,0.14725581933453652,0.12450000084771695,0.022755818486819568,0.6195873425373954
S_gra,Persona Summary - JSON Persona - GPT4.1-mini,Summary + JSON,0.4741727983710491,0.1153507089060114,0.08661274150115567,0.028737967404855735,0.533173928012624
S_gra,Text Persona (Default Temperature) - GPT4.1-mini,Text temp. defaut,0.5477558540422972,0.15333425308899074,0.14627391854435517,0.00706033454463556,0.6135322940164373
S_gra,Text Persona (Reasoning) - GPT4.1-mini,Text raisonnement,0.5435061779813966,0.16253305914202404,0.14282827914364316,0.019704779998380884,0.6554242375063742
S_gra,Text Persona (Repeating Questions) - GPT4.1-mini,Text repetition,0.5488601392938127,0.15940546329075844,0.14716927355911852,0.012236189731639924,0.6365415881019224
S_gra,Text Persona - GPT4.1-mini,Text Persona mini,0.5529706950807534,0.15730583321764074,0.1505021141745761,0.006803719043064649,0.6234878347298128
S_gra,Text Persona - Gemini-Flash2.5,Text Persona Gemini,0.550473182470267,0.17522030027997593,0.14847712974490568,0.02674317053507025,0.6976434594998515
S_gra,B1 argmax,B1 argmax,0.5183115252903883,0.023989440163820597,0.12240044258496774,-0.09841100242114714,0.10144123315198697
S_gra,B2 argmax,B2 argmax,0.530454035355639,0.028171935015502858,0.13224559560482013,-0.10407366058931727,0.11640032510344073
S_gra,PMM k=10,PMM k=10,0.4909913114905826,0.030537707089638544,0.10024920005366367,-0.06971149296402512,0.13631633185066475
S_parti,Demographics Only - GPT4.1-mini,Demographics Only,0.49958755611087974,0.12724079665879962,0.10619147649676541,0.021049320162034202,0.5514408417972928
S_parti,JSON Persona (Predicted Output) - GPT4.1,JSON PredOut 4.1,0.5646367595818815,0.17824864982578398,0.15673149640727485,0.021517153418509127,0.6835709903324139
S_parti,JSON Persona (Predicted Output) - GPT4.1-mini,JSON PredOut mini,0.4624762830302189,0.1305778697533435,0.07735784932964612,0.05322002042369739,0.6113139051442403
S_parti,JSON Persona - GPT4.1,JSON Persona 4.1,0.5738199361377204,0.18197672266185388,0.16386637125905867,0.01811035140279521,0.6866325187213338
S_parti,JSON Persona - GPT4.1-mini,JSON Persona mini,0.5438595238095238,0.16379301190476192,0.14058860989078703,0.02320440201397489,0.6553073913311644
S_parti,LLM Finetuning (500 training samples) - GPT4.1-mini,Finetuning 500,0.4619284491717097,0.08966252521547774,0.07693220946567686,0.01273031574980088,0.41951207084995806
S_parti,Persona Summary - GPT4.1-mini,Persona Summary,0.5209010134666111,0.14558020240409086,0.12275098071268797,0.02282922169140289,0.6051057469386472
S_parti,Persona Summary - JSON Persona - GPT4.1-mini,Summary + JSON,0.4741727983710491,0.1126965645101578,0.08644546434514216,0.02625110016501564,0.5145862788243745
S_parti,Text Persona (Default Temperature) - GPT4.1-mini,Text temp. defaut,0.5477558540422972,0.14913171161321676,0.14361586613736155,0.005515845475855208,0.5894773681294325
S_parti,Text Persona (Reasoning) - GPT4.1-mini,Text raisonnement,0.5435061779813966,0.15846500445416256,0.14031407762542564,0.018150926828736924,0.6312669367644664
S_parti,Text Persona (Repeating Questions) - GPT4.1-mini,Text repetition,0.5488601392938127,0.15565431359618664,0.14447384126419544,0.01118047233199121,0.6140215736042066
S_parti,Text Persona - GPT4.1-mini,Text Persona mini,0.5529706950807534,0.15312665440325784,0.14766754019100625,0.005459114212251592,0.5995602593519702
S_parti,Text Persona - Gemini-Flash2.5,Text Persona Gemini,0.550473182470267,0.16984241953584156,0.14572709618361734,0.024115323352224216,0.6680272262540179
S_parti,B1 argmax,B1 argmax,0.5183115252903883,0.02675168332639183,0.12073907623114155,-0.09398739290474972,0.1117491967121477
S_parti,B2 argmax,B2 argmax,0.530454035355639,0.029711378939330957,0.1301732071307598,-0.10046182819142885,0.12127162917186367
S_parti,PMM k=10,PMM k=10,0.4909913114905826,0.03062827265259843,0.09951261878470902,-0.06888434613211059,0.13506190117987468
