source,famille,statistique,taille,taux,taux_realise_moyen,valeur_moyenne,ecart_a_la_reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm3,tau_etoile_holm27,tau_etoile_nominal,courbe_a,courbe_b,courbe_r2
B0 segment,tirage dans le segment,C,750,0.5,0.5072222222222222,0.027572222222222175,-0.002920000000000051,0.0010935900468854569,-2.6701047694391584,0.007582758269134822,0.6666666666666666,12,,,0.5577500000000001,-0.009200713816869485,0.006647139262663404,0.9964803553662599
B0 segment,tirage dans le segment,A,1052,0.05,0.05038022813688211,-0.06366207973591219,0.004780306895051836,0.004277478437351692,1.1175525406064841,0.26375814797060215,0.0,12,0.1391,0.17125,0.11995,0.10258713467899667,-0.022119268562564732,0.9999615442176377
B0 segment,tirage dans le segment,A,1052,0.1,0.09980988593155889,-0.05825794141164425,0.010184445219319778,0.004277478437351692,2.380946010244591,0.017268242629047813,0.5,12,0.1391,0.17125,0.11995,0.10258713467899667,-0.022119268562564732,0.9999615442176377
B0 segment,tirage dans le segment,A,1052,0.25,0.25,-0.044166338285787476,0.02427604834517655,0.004277478437351692,5.675317526604889,1.3843163605451343e-08,1.0,12,0.1391,0.17125,0.11995,0.10258713467899667,-0.022119268562564732,0.9999615442176377
B0 segment,tirage dans le segment,A,1052,0.5,0.5,-0.022684505633060726,0.0457578809979033,0.004277478437351692,10.697396063610155,1.0467854133476712e-26,1.0,12,0.1391,0.17125,0.11995,0.10258713467899667,-0.022119268562564732,0.9999615442176377
B0 segment,tirage dans le segment,B,1052,0.05,0.05038022813688211,0.03941961575064246,-0.0027701651462212554,0.001524859107359017,-1.816669574816685,0.06926772311341746,0.0,12,0.09155,0.11220000000000001,0.07915,-0.054585288251317636,0.007374611293189006,0.9999953960866699
B0 segment,tirage dans le segment,B,1052,0.1,0.09980988593155889,0.0368230433390357,-0.005366737557828016,0.001524859107359017,-3.519497330558591,0.00043236538707078486,1.0,12,0.09155,0.11220000000000001,0.07915,-0.054585288251317636,0.007374611293189006,0.9999953960866699
B0 segment,tirage dans le segment,B,1052,0.25,0.25,0.02901418455534044,-0.01317559634152328,0.001524859107359017,-8.64053359286602,5.595108562473112e-18,1.0,12,0.09155,0.11220000000000001,0.07915,-0.054585288251317636,0.007374611293189006,0.9999953960866699
B0 segment,tirage dans le segment,B,1052,0.5,0.5,0.016738208032075708,-0.02545157286478801,0.001524859107359017,-16.691098044375337,1.5214656430819873e-62,1.0,12,0.09155,0.11220000000000001,0.07915,-0.054585288251317636,0.007374611293189006,0.9999953960866699
B0 segment,tirage dans le segment,C,1052,0.05,0.05038022813688211,0.026968472750316812,-0.0002653675538656988,0.0009241516858999943,-0.2871471836436331,0.7739996253408047,0.0,12,0.4577,0.5662,0.39355,-0.006861728177646663,0.0007179842584479611,0.9992030513686285
B0 segment,tirage dans le segment,C,1052,0.1,0.09980988593155889,0.02660012674271223,-0.000633713561470281,0.0009241516858999943,-0.6857246176563891,0.4928867799010972,0.0,12,0.4577,0.5662,0.39355,-0.006861728177646663,0.0007179842584479611,0.9992030513686285
B0 segment,tirage dans le segment,C,1052,0.25,0.25,0.02550697084917612,-0.0017268694550063926,0.0009241516858999943,-1.8685995831135271,0.061678543820163516,0.16666666666666666,12,0.4577,0.5662,0.39355,-0.006861728177646663,0.0007179842584479611,0.9992030513686285
B0 segment,tirage dans le segment,C,1052,0.5,0.5,0.023993979721166,-0.0032398605830165107,0.0009241516858999943,-3.505767107767964,0.0004552934102180787,1.0,12,0.4577,0.5662,0.39355,-0.006861728177646663,0.0007179842584479611,0.9992030513686285
