configuration,statistique,taille,taux,valeur_moyenne,reference_humaine,ecart_a_la_reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm39,tau_etoile_holm3,tau_etoile_nominal,courbe_a,courbe_b,courbe_r2,p_holm
Text Persona (Default Temperature) - GPT4.1-mini,A,1052,0.05,-0.028071663294615013,-0.02779075930803467,-0.0002809039865803442,0.0029442185715039555,-0.09540867288152925,0.9239902275423312,0.0,12,0.18985000000000002,0.15960000000000002,0.14265,-0.042211532283972945,-0.10952440841988599,0.9974777913773778,
Text Persona (Default Temperature) - GPT4.1-mini,A,1052,0.1,-0.03229193174480066,-0.02779075930803467,-0.004501172436765993,0.0029442185715039555,-1.5288173508350364,0.12630972978477764,0.0,12,0.18985000000000002,0.15960000000000002,0.14265,-0.042211532283972945,-0.10952440841988599,0.9974777913773778,
Text Persona (Default Temperature) - GPT4.1-mini,A,1052,0.25,-0.04646791593932257,-0.02779075930803467,-0.0186771566312879,0.0029442185715039555,-6.343671904001102,2.2435236931799656e-10,1.0,12,0.18985000000000002,0.15960000000000002,0.14265,-0.042211532283972945,-0.10952440841988599,0.9974777913773778,
Text Persona (Default Temperature) - GPT4.1-mini,A,1052,0.5,-0.07601152187799957,-0.02779075930803467,-0.04822076256996491,0.0029442185715039555,-16.37811915075753,2.7408845004661347e-60,1.0,12,0.18985000000000002,0.15960000000000002,0.14265,-0.042211532283972945,-0.10952440841988599,0.9974777913773778,
Text Persona (Default Temperature) - GPT4.1-mini,B,1052,0.05,0.023649796802578088,0.022669280812239557,0.0009805159903385312,0.0013101984300480014,0.748372130397537,0.45423572800939405,0.0,12,0.1381,0.11165,0.09745000000000001,0.03559609061840564,0.021334599127860805,0.9947034393218697,
Text Persona (Default Temperature) - GPT4.1-mini,B,1052,0.1,0.02520795795671695,0.022669280812239557,0.0025386771444773915,0.0013101984300480014,1.9376279853917873,0.05266862563630077,0.0,12,0.1381,0.11165,0.09745000000000001,0.03559609061840564,0.021334599127860805,0.9947034393218697,
Text Persona (Default Temperature) - GPT4.1-mini,B,1052,0.25,0.03399859878768751,0.022669280812239557,0.011329317975447954,0.0013101984300480014,8.647024538895902,5.285960681116478e-18,1.0,12,0.1381,0.11165,0.09745000000000001,0.03559609061840564,0.021334599127860805,0.9947034393218697,
Text Persona (Default Temperature) - GPT4.1-mini,B,1052,0.5,0.04558465255129845,0.022669280812239557,0.02291537173905889,0.0013101984300480014,17.49000091399846,1.7075453963571533e-68,1.0,12,0.1381,0.11165,0.09745000000000001,0.03559609061840564,0.021334599127860805,0.9947034393218697,
Text Persona (Default Temperature) - GPT4.1-mini,C,1052,0.05,0.011846482889733839,0.011455798479087452,0.0003906844106463872,0.0005300355271454298,0.7370909885049879,0.4610670188932484,0.0,12,0.1511,0.12545,0.11125,0.010847199717106286,0.022540369342489392,0.9977228629929076,
Text Persona (Default Temperature) - GPT4.1-mini,C,1052,0.1,0.01236137515842839,0.011455798479087452,0.0009055766793409376,0.0005300355271454298,1.7085207178809878,0.0875397655031344,0.08333333333333333,12,0.1511,0.12545,0.11125,0.010847199717106286,0.022540369342489392,0.9977228629929076,
Text Persona (Default Temperature) - GPT4.1-mini,C,1052,0.25,0.0159101711026616,0.011455798479087452,0.004454372623574147,0.0005300355271454298,8.403913314195574,4.318415110479488e-17,1.0,12,0.1511,0.12545,0.11125,0.010847199717106286,0.022540369342489392,0.9977228629929076,
Text Persona (Default Temperature) - GPT4.1-mini,C,1052,0.5,0.02244930291508238,0.011455798479087452,0.010993504435994927,0.0005300355271454298,20.741070877270754,1.4760282889157025e-95,1.0,12,0.1511,0.12545,0.11125,0.010847199717106286,0.022540369342489392,0.9977228629929076,
Text Persona (Default Temperature) - GPT4.1-mini,A,2058,0.05,-0.042410717831868144,-0.04095937129436311,-0.0014513465375050327,0.0024770209992217196,-0.5859241960245981,0.5579264566316535,0.0,12,0.14375000000000002,0.11895,0.1052,-0.054990614715667546,-0.10437263651506097,0.9980698212388498,1.0
Text Persona (Default Temperature) - GPT4.1-mini,A,2058,0.1,-0.04613447841359878,-0.04095937129436311,-0.005175107119235668,0.0024770209992217196,-2.0892463652353723,0.03668555170862585,0.0,12,0.14375000000000002,0.11895,0.1052,-0.054990614715667546,-0.10437263651506097,0.9980698212388498,
Text Persona (Default Temperature) - GPT4.1-mini,A,2058,0.25,-0.06266691209890335,-0.04095937129436311,-0.021707540804540237,0.0024770209992217196,-8.763567531870239,1.8916649875139164e-18,1.0,12,0.14375000000000002,0.11895,0.1052,-0.054990614715667546,-0.10437263651506097,0.9980698212388498,
Text Persona (Default Temperature) - GPT4.1-mini,A,2058,0.5,-0.09425898683169903,-0.04095937129436311,-0.05329961553733592,0.0024770209992217196,-21.517627647921703,1.0647261143714213e-102,1.0,12,0.14375000000000002,0.11895,0.1052,-0.054990614715667546,-0.10437263651506097,0.9980698212388498,
Text Persona (Default Temperature) - GPT4.1-mini,B,2058,0.05,0.026843212114594176,0.02599133484088814,0.0008518772737060344,0.0011037801961247676,0.7717816252700198,0.4402437764062656,0.0,12,0.10245,0.08220000000000001,0.0714,0.04225630147918955,0.014807315988218174,0.9941015238449842,1.0
Text Persona (Default Temperature) - GPT4.1-mini,B,2058,0.1,0.029197492916993834,0.02599133484088814,0.003206158076105692,0.0011037801961247676,2.9047070126480854,0.0036759702444227184,0.3333333333333333,12,0.10245,0.08220000000000001,0.0714,0.04225630147918955,0.014807315988218174,0.9941015238449842,
Text Persona (Default Temperature) - GPT4.1-mini,B,2058,0.25,0.038695360600714886,0.02599133484088814,0.012704025759826744,0.0011037801961247676,11.509561237308812,1.180776113003021e-30,1.0,12,0.10245,0.08220000000000001,0.0714,0.04225630147918955,0.014807315988218174,0.9941015238449842,
Text Persona (Default Temperature) - GPT4.1-mini,B,2058,0.5,0.050577372662516086,0.02599133484088814,0.024586037821627944,0.0011037801961247676,22.27439657637128,6.545344963528166e-110,1.0,12,0.10245,0.08220000000000001,0.0714,0.04225630147918955,0.014807315988218174,0.9941015238449842,
Text Persona (Default Temperature) - GPT4.1-mini,C,2058,0.05,0.008977162293488824,0.008527696793002915,0.00044946550048590925,0.00037086482275518526,1.2119388869151653,0.22553577510455028,0.0,12,0.11215,0.0925,0.08170000000000001,0.010790450473092487,0.023599473702619653,0.998895326461878,1.0
Text Persona (Default Temperature) - GPT4.1-mini,C,2058,0.1,0.009556203433754453,0.008527696793002915,0.0010285066407515388,0.00037086482275518526,2.7732655610491133,0.005549681172783534,0.4166666666666667,12,0.11215,0.0925,0.08170000000000001,0.010790450473092487,0.023599473702619653,0.998895326461878,
Text Persona (Default Temperature) - GPT4.1-mini,C,2058,0.25,0.01293731778425656,0.008527696793002915,0.004409620991253645,0.00037086482275518526,11.890103133789308,1.3324195355227055e-32,1.0,12,0.11215,0.0925,0.08170000000000001,0.010790450473092487,0.023599473702619653,0.998895326461878,
Text Persona (Default Temperature) - GPT4.1-mini,C,2058,0.5,0.01977648202137998,0.008527696793002915,0.011248785228377065,0.00037086482275518526,30.33122727793085,4.443585147373109e-202,1.0,12,0.11215,0.0925,0.08170000000000001,0.010790450473092487,0.023599473702619653,0.998895326461878,
Text Persona (Reasoning) - GPT4.1-mini,A,1052,0.05,-0.028626573302348485,-0.02779075930803467,-0.0008358139943138165,0.0029442185715039555,-0.2838831336787842,0.7764999423601067,0.0,12,0.23315000000000002,0.2005,0.18185,-0.024385039986425317,-0.11541649056408025,0.9987875386714286,
Text Persona (Reasoning) - GPT4.1-mini,A,1052,0.1,-0.030377380468292525,-0.02779075930803467,-0.0025866211602578563,0.0029442185715039555,-0.8785425054012099,0.37964938138847737,0.0,12,0.23315000000000002,0.2005,0.18185,-0.024385039986425317,-0.11541649056408025,0.9987875386714286,
Text Persona (Reasoning) - GPT4.1-mini,A,1052,0.25,-0.04198633304438268,-0.02779075930803467,-0.01419557373634801,0.0029442185715039555,-4.8215081155121835,1.4247692331138582e-06,0.9166666666666666,12,0.23315000000000002,0.2005,0.18185,-0.024385039986425317,-0.11541649056408025,0.9987875386714286,
Text Persona (Reasoning) - GPT4.1-mini,A,1052,0.5,-0.06866291787447092,-0.02779075930803467,-0.04087215856643625,0.0029442185715039555,-13.882175379920275,8.124035931066143e-44,1.0,12,0.23315000000000002,0.2005,0.18185,-0.024385039986425317,-0.11541649056408025,0.9987875386714286,
Text Persona (Reasoning) - GPT4.1-mini,B,1052,0.05,0.023106694663473232,0.022669280812239557,0.0004374138512336749,0.0013101984300480014,0.3338531333896114,0.7384903867218984,0.0,12,0.12215000000000001,0.09835,0.08565,0.04119311383597591,0.019485306614744225,0.993410092229627,
Text Persona (Reasoning) - GPT4.1-mini,B,1052,0.1,0.02600068697342107,0.022669280812239557,0.0033314061611815146,0.0013101984300480014,2.5426729911891766,0.011000813060417019,0.08333333333333333,12,0.12215000000000001,0.09835,0.08565,0.04119311383597591,0.019485306614744225,0.993410092229627,
Text Persona (Reasoning) - GPT4.1-mini,B,1052,0.25,0.035415900077892415,0.022669280812239557,0.012746619265652858,0.0013101984300480014,9.72877006514644,2.273248555546598e-22,1.0,12,0.12215000000000001,0.09835,0.08565,0.04119311383597591,0.019485306614744225,0.993410092229627,
Text Persona (Reasoning) - GPT4.1-mini,B,1052,0.5,0.04788555698071779,0.022669280812239557,0.02521627616847823,0.0013101984300480014,19.24615049916858,1.5204996390274325e-82,1.0,12,0.12215000000000001,0.09835,0.08565,0.04119311383597591,0.019485306614744225,0.993410092229627,
Text Persona (Reasoning) - GPT4.1-mini,C,1052,0.05,0.011339512040557666,0.011455798479087452,-0.00011628643852978557,0.0005300355271454298,-0.2193936681113815,0.8263434020042388,0.0,12,0.34715,0.31035,0.2891,-0.00017482055528032518,0.018372135030279735,0.9934918107076527,
Text Persona (Reasoning) - GPT4.1-mini,C,1052,0.1,0.0113632762991128,0.011455798479087452,-9.25221799746509e-05,0.0005300355271454298,-0.17455844983248622,0.8614265994464224,0.0,12,0.34715,0.31035,0.2891,-0.00017482055528032518,0.018372135030279735,0.9934918107076527,
Text Persona (Reasoning) - GPT4.1-mini,C,1052,0.25,0.012781210392902408,0.011455798479087452,0.0013254119138149563,0.0005300355271454298,2.50060957414142,0.012397977330100634,0.25,12,0.34715,0.31035,0.2891,-0.00017482055528032518,0.018372135030279735,0.9934918107076527,
Text Persona (Reasoning) - GPT4.1-mini,C,1052,0.5,0.015918092522179975,0.011455798479087452,0.004462294043092523,0.0005300355271454298,8.4188583869552,3.801706046870589e-17,1.0,12,0.34715,0.31035,0.2891,-0.00017482055528032518,0.018372135030279735,0.9934918107076527,
Text Persona (Reasoning) - GPT4.1-mini,A,2058,0.05,-0.04195120257356342,-0.04095937129436311,-0.0009918312792003073,0.0024770209992217196,-0.4004129474525815,0.6888523894738061,0.0,12,0.15505000000000002,0.13015000000000002,0.11620000000000001,-0.04424237216844028,-0.13325528684519486,0.9984073486292947,1.0
Text Persona (Reasoning) - GPT4.1-mini,A,2058,0.1,-0.04554568488657016,-0.04095937129436311,-0.004586313592207049,0.0024770209992217196,-1.8515440901179558,0.06409131791988495,0.0,12,0.15505000000000002,0.13015000000000002,0.11620000000000001,-0.04424237216844028,-0.13325528684519486,0.9984073486292947,
Text Persona (Reasoning) - GPT4.1-mini,A,2058,0.25,-0.06165675791655526,-0.04095937129436311,-0.02069738662219215,0.0024770209992217196,-8.35575743148535,6.501418485488316e-17,1.0,12,0.15505000000000002,0.13015000000000002,0.11620000000000001,-0.04424237216844028,-0.13325528684519486,0.9984073486292947,
Text Persona (Reasoning) - GPT4.1-mini,A,2058,0.5,-0.09612964786700451,-0.04095937129436311,-0.0551702765726414,0.0024770209992217196,-22.27283361343158,6.777693350639519e-110,1.0,12,0.15505000000000002,0.13015000000000002,0.11620000000000001,-0.04424237216844028,-0.13325528684519486,0.9984073486292947,
Text Persona (Reasoning) - GPT4.1-mini,B,2058,0.05,0.02684852017468077,0.02599133484088814,0.0008571853337926288,0.0011037801961247676,0.7765906081682729,0.4374003443424361,0.0,12,0.0936,0.07515000000000001,0.0653,0.04606167093514689,0.019867413688691708,0.9938731542110227,1.0
Text Persona (Reasoning) - GPT4.1-mini,B,2058,0.1,0.02946676135908077,0.02599133484088814,0.003475426518192628,0.0011037801961247676,3.1486581571171595,0.0016402194055046867,0.6666666666666666,12,0.0936,0.07515000000000001,0.0653,0.04606167093514689,0.019867413688691708,0.9938731542110227,
Text Persona (Reasoning) - GPT4.1-mini,B,2058,0.25,0.04013769537501896,0.02599133484088814,0.01414636053413082,0.0011037801961247676,12.816284060718699,1.3291955999434034e-37,1.0,12,0.0936,0.07515000000000001,0.0653,0.04606167093514689,0.019867413688691708,0.9938731542110227,
Text Persona (Reasoning) - GPT4.1-mini,B,2058,0.5,0.05370984862539452,0.02599133484088814,0.027718513784506377,0.0011037801961247676,25.112349253793976,3.645723533105058e-139,1.0,12,0.0936,0.07515000000000001,0.0653,0.04606167093514689,0.019867413688691708,0.9938731542110227,
Text Persona (Reasoning) - GPT4.1-mini,C,2058,0.05,0.00842444120505345,0.008527696793002915,-0.00010325558794946517,0.00037086482275518526,-0.2784183929399691,0.7806912019453607,0.0,12,0.32125000000000004,0.29035,0.2725,-0.0010797975518836715,0.01795781567663244,0.9981976795612386,1.0
Text Persona (Reasoning) - GPT4.1-mini,C,2058,0.1,0.008497327502429543,0.008527696793002915,-3.0369290573371496e-05,0.00037086482275518526,-0.08188776262940103,0.9347359657630038,0.0,12,0.32125000000000004,0.29035,0.2725,-0.0010797975518836715,0.01795781567663244,0.9981976795612386,
Text Persona (Reasoning) - GPT4.1-mini,C,2058,0.25,0.009479267897635245,0.008527696793002915,0.0009515711046323306,0.00037086482275518526,2.5658165623879627,0.010293324785730114,0.16666666666666666,12,0.32125000000000004,0.29035,0.2725,-0.0010797975518836715,0.01795781567663244,0.9981976795612386,
Text Persona (Reasoning) - GPT4.1-mini,C,2058,0.5,0.01245748299319728,0.008527696793002915,0.003929786200194366,0.00037086482275518526,10.596276484244747,3.100813876648002e-26,1.0,12,0.32125000000000004,0.29035,0.2725,-0.0010797975518836715,0.01795781567663244,0.9981976795612386,
Text Persona (Repeating Questions) - GPT4.1-mini,A,1052,0.05,-0.02812781890146977,-0.02779075930803467,-0.00033705959343510034,0.0029442185715039555,-0.1144818515504862,0.9088558321717936,0.0,12,0.17745,0.149,0.133,-0.045893532436705985,-0.12125607340646444,0.9975071982855082,
Text Persona (Repeating Questions) - GPT4.1-mini,A,1052,0.1,-0.03264930725541118,-0.02779075930803467,-0.004858547947376512,0.0029442185715039555,-1.650199477172201,0.09890214374513834,0.0,12,0.17745,0.149,0.133,-0.045893532436705985,-0.12125607340646444,0.9975071982855082,
Text Persona (Repeating Questions) - GPT4.1-mini,A,1052,0.25,-0.04826027386083467,-0.02779075930803467,-0.020469514552799998,0.0029442185715039555,-6.952443935690492,3.590115307422703e-12,1.0,12,0.17745,0.149,0.133,-0.045893532436705985,-0.12125607340646444,0.9975071982855082,
Text Persona (Repeating Questions) - GPT4.1-mini,A,1052,0.5,-0.0807574793774074,-0.02779075930803467,-0.05296672006937274,0.0029442185715039555,-17.990077429039673,2.330320299517217e-72,1.0,12,0.17745,0.149,0.133,-0.045893532436705985,-0.12125607340646444,0.9975071982855082,
Text Persona (Repeating Questions) - GPT4.1-mini,B,1052,0.05,0.022770337018997305,0.022669280812239557,0.00010105620675774848,0.0013101984300480014,0.0771304593564855,0.9385197621066436,0.0,12,0.15665,0.12555,0.1091,0.03291988381515279,0.006749787145419546,0.9860452784724518,
Text Persona (Repeating Questions) - GPT4.1-mini,B,1052,0.1,0.0247820562416884,0.022669280812239557,0.002112775429448842,0.0013101984300480014,1.612561411305795,0.10683982781406523,0.08333333333333333,12,0.15665,0.12555,0.1091,0.03291988381515279,0.006749787145419546,0.9860452784724518,
Text Persona (Repeating Questions) - GPT4.1-mini,B,1052,0.25,0.032681260872340516,0.022669280812239557,0.010011980060100959,0.0013101984300480014,7.641575375520907,2.1457984620137332e-14,1.0,12,0.15665,0.12555,0.1091,0.03291988381515279,0.006749787145419546,0.9860452784724518,
Text Persona (Repeating Questions) - GPT4.1-mini,B,1052,0.5,0.04054211921119928,0.022669280812239557,0.017872838398959725,0.0013101984300480014,13.641321794520028,2.274011225836184e-42,1.0,12,0.15665,0.12555,0.1091,0.03291988381515279,0.006749787145419546,0.9860452784724518,
Text Persona (Repeating Questions) - GPT4.1-mini,C,1052,0.05,0.011608840304182508,0.011455798479087452,0.0001530418250950561,0.0005300355271454298,0.28873880571606453,0.7727812641932379,0.0,12,0.16840000000000002,0.13945000000000002,0.12350000000000001,0.009942622093330395,0.01689691038121396,0.9972902069837143,
Text Persona (Repeating Questions) - GPT4.1-mini,C,1052,0.1,0.012412864385297845,0.011455798479087452,0.0009570659062103932,0.0005300355271454298,1.8056636908185888,0.07097088747326256,0.0,12,0.16840000000000002,0.13945000000000002,0.12350000000000001,0.009942622093330395,0.01689691038121396,0.9972902069837143,
Text Persona (Repeating Questions) - GPT4.1-mini,C,1052,0.25,0.015268536121673004,0.011455798479087452,0.0038127376425855525,0.0005300355271454298,7.193362420665479,6.32148487084409e-13,1.0,12,0.16840000000000002,0.13945000000000002,0.12350000000000001,0.009942622093330395,0.01689691038121396,0.9972902069837143,
Text Persona (Repeating Questions) - GPT4.1-mini,C,1052,0.5,0.020595690747782003,0.011455798479087452,0.009139892268694551,0.0005300355271454298,17.243923851517163,1.2430584747750406e-66,1.0,12,0.16840000000000002,0.13945000000000002,0.12350000000000001,0.009942622093330395,0.01689691038121396,0.9972902069837143,
Text Persona (Repeating Questions) - GPT4.1-mini,A,2058,0.05,-0.042334089841387874,-0.04095937129436311,-0.0013747185470247628,0.0024770209992217196,-0.5549886526826779,0.5789024219838944,0.0,12,0.13125,0.10935,0.0971,-0.056699279449555946,-0.1521058905916273,0.9979552278408975,1.0
Text Persona (Repeating Questions) - GPT4.1-mini,A,2058,0.1,-0.046308938290196146,-0.04095937129436311,-0.005349566995833034,0.0024770209992217196,-2.1596776924837817,0.03079762927601942,0.0,12,0.13125,0.10935,0.0971,-0.056699279449555946,-0.1521058905916273,0.9979552278408975,
Text Persona (Repeating Questions) - GPT4.1-mini,A,2058,0.25,-0.06648190168064921,-0.04095937129436311,-0.025522530386286102,0.0024770209992217196,-10.303719828901444,6.778818454078662e-25,1.0,12,0.13125,0.10935,0.0971,-0.056699279449555946,-0.1521058905916273,0.9979552278408975,
Text Persona (Repeating Questions) - GPT4.1-mini,A,2058,0.5,-0.10696727247228867,-0.04095937129436311,-0.06600790117792556,0.0024770209992217196,-26.648099147591097,1.882814922448707e-156,1.0,12,0.13125,0.10935,0.0971,-0.056699279449555946,-0.1521058905916273,0.9979552278408975,
Text Persona (Repeating Questions) - GPT4.1-mini,B,2058,0.05,0.02646070527198592,0.02599133484088814,0.0004693704310977792,0.0011037801961247676,0.4252390401147613,0.6706624272365161,0.0,12,0.12885,0.10395,0.09065000000000001,0.0325383180895026,0.017509305971265772,0.9930664373275554,1.0
Text Persona (Repeating Questions) - GPT4.1-mini,B,2058,0.1,0.028410824326792882,0.02599133484088814,0.0024194894859047404,0.0011037801961247676,2.192002986101093,0.028379291017200242,0.0,12,0.12885,0.10395,0.09065000000000001,0.0325383180895026,0.017509305971265772,0.9930664373275554,
Text Persona (Repeating Questions) - GPT4.1-mini,B,2058,0.25,0.03629875937722312,0.02599133484088814,0.010307424536334979,0.0011037801961247676,9.338294501498613,9.78982917433151e-21,1.0,12,0.12885,0.10395,0.09065000000000001,0.0325383180895026,0.017509305971265772,0.9930664373275554,
Text Persona (Repeating Questions) - GPT4.1-mini,B,2058,0.5,0.04642058263346046,0.02599133484088814,0.020429247792572318,0.0011037801961247676,18.508438423063595,1.7654477695304403e-76,1.0,12,0.12885,0.10395,0.09065000000000001,0.0325383180895026,0.017509305971265772,0.9930664373275554,
Text Persona (Repeating Questions) - GPT4.1-mini,C,2058,0.05,0.008786848072562359,0.008527696793002915,0.00025915127955944417,0.00037086482275518526,0.6987755744375754,0.48469229544025644,0.0,12,0.132,0.10945,0.09695000000000001,0.008793075753907907,0.01986269877948216,0.998706144380653,1.0
Text Persona (Repeating Questions) - GPT4.1-mini,C,2058,0.1,0.009418529316488499,0.008527696793002915,0.0008908325234855841,0.00037086482275518526,2.4020410371291514,0.016303879312115244,0.08333333333333333,12,0.132,0.10945,0.09695000000000001,0.008793075753907907,0.01986269877948216,0.998706144380653,
Text Persona (Repeating Questions) - GPT4.1-mini,C,2058,0.25,0.01216998704243602,0.008527696793002915,0.0036422902494331055,0.00037086482275518526,9.821072331353056,9.136641052757867e-23,1.0,12,0.132,0.10945,0.09695000000000001,0.008793075753907907,0.01986269877948216,0.998706144380653,
Text Persona (Repeating Questions) - GPT4.1-mini,C,2058,0.5,0.01784904437965663,0.008527696793002915,0.009321347586653716,0.00037086482275518526,25.13408394305143,2.109913889805248e-139,1.0,12,0.132,0.10945,0.09695000000000001,0.008793075753907907,0.01986269877948216,0.998706144380653,
Text Persona - GPT4.1-mini,A,1052,0.05,-0.03049124897387605,-0.02779075930803467,-0.0027004896658413824,0.0029442185715039555,-0.9172177948941908,0.35902852382828865,0.0,12,0.11395000000000001,0.09375,0.08270000000000001,-0.0860239372090885,-0.16642062612842923,0.9987206485837775,
Text Persona - GPT4.1-mini,A,1052,0.1,-0.03631340215868612,-0.02779075930803467,-0.008522642850651452,0.0029442185715039555,-2.894704534893938,0.0037951557154285304,0.3333333333333333,12,0.11395000000000001,0.09375,0.08270000000000001,-0.0860239372090885,-0.16642062612842923,0.9987206485837775,
Text Persona - GPT4.1-mini,A,1052,0.25,-0.06154019846109659,-0.02779075930803467,-0.033749439153061916,0.0029442185715039555,-11.462953015686653,2.024908275536528e-30,1.0,12,0.11395000000000001,0.09375,0.08270000000000001,-0.0860239372090885,-0.16642062612842923,0.9987206485837775,
Text Persona - GPT4.1-mini,A,1052,0.5,-0.11203726888810649,-0.02779075930803467,-0.08424650958007182,0.0029442185715039555,-28.614217162904897,4.471357855169658e-180,1.0,12,0.11395000000000001,0.09375,0.08270000000000001,-0.0860239372090885,-0.16642062612842923,0.9987206485837775,
Text Persona - GPT4.1-mini,B,1052,0.05,0.02377057457228209,0.022669280812239557,0.001101293760042532,0.0013101984300480014,0.8405549379281307,0.4005973122187071,0.0,12,0.1292,0.1043,0.091,0.03832989727577248,0.02224693082931137,0.9968580891005095,
Text Persona - GPT4.1-mini,B,1052,0.1,0.025831624036629534,0.022669280812239557,0.003162343224389977,0.0013101984300480014,2.4136368597801776,0.0157941950083739,0.16666666666666666,12,0.1292,0.1043,0.091,0.03832989727577248,0.02224693082931137,0.9968580891005095,
Text Persona - GPT4.1-mini,B,1052,0.25,0.034527277062457055,0.022669280812239557,0.011857996250217499,0.0013101984300480014,9.050534619998789,1.4227005454347443e-19,1.0,12,0.1292,0.1043,0.091,0.03832989727577248,0.02224693082931137,0.9968580891005095,
Text Persona - GPT4.1-mini,B,1052,0.5,0.04721912278561044,0.022669280812239557,0.024549841973370883,0.0013101984300480014,18.737499153064515,2.448690980017317e-78,1.0,12,0.1292,0.1043,0.091,0.03832989727577248,0.02224693082931137,0.9968580891005095,
Text Persona - GPT4.1-mini,C,1052,0.05,0.012012832699619771,0.011455798479087452,0.0005570342205323195,0.0005300355271454298,1.0509375164572352,0.2932872883195995,0.0,12,0.09205,0.07525,0.06605,0.02019785441580013,0.03466063515693923,0.9985100986564771,
Text Persona - GPT4.1-mini,C,1052,0.1,0.013458491761723701,0.011455798479087452,0.0020026932826362493,0.0005300355271454298,3.7784132950898504,0.00015783078506545478,0.75,12,0.09205,0.07525,0.06605,0.02019785441580013,0.03466063515693923,0.9985100986564771,
Text Persona - GPT4.1-mini,C,1052,0.25,0.01909854245880862,0.011455798479087452,0.0076427439797211675,0.0005300355271454298,14.419305099946952,3.9126197901179387e-47,1.0,12,0.09205,0.07525,0.06605,0.02019785441580013,0.03466063515693923,0.9985100986564771,
Text Persona - GPT4.1-mini,C,1052,0.5,0.03013307984790874,0.011455798479087452,0.01867728136882129,0.0005300355271454298,35.23779145411259,5.277527973440449e-272,1.0,12,0.09205,0.07525,0.06605,0.02019785441580013,0.03466063515693923,0.9985100986564771,
Text Persona - GPT4.1-mini,A,2058,0.05,-0.04423248562809246,-0.04095937129436311,-0.0032731143337293503,0.0024770209992217196,-1.3213914354209202,0.18637088028101906,0.0,12,0.08295000000000001,0.0674,0.059000000000000004,-0.10886890512941996,-0.14989586668768584,0.9983114145474282,1.0
Text Persona - GPT4.1-mini,A,2058,0.1,-0.05115450996470646,-0.04095937129436311,-0.01019513867034335,0.0024770209992217196,-4.115887056890783,3.856931506196623e-05,1.0,12,0.08295000000000001,0.0674,0.059000000000000004,-0.10886890512941996,-0.14989586668768584,0.9983114145474282,
Text Persona - GPT4.1-mini,A,2058,0.25,-0.0798633693829687,-0.04095937129436311,-0.03890399808860559,0.0024770209992217196,-15.70596216214123,1.376729904774578e-55,1.0,12,0.08295000000000001,0.0674,0.059000000000000004,-0.10886890512941996,-0.14989586668768584,0.9983114145474282,
Text Persona - GPT4.1-mini,A,2058,0.5,-0.1324012996227006,-0.04095937129436311,-0.0914419283283375,0.0024770209992217196,-36.91608926895193,2.550687625812159e-298,1.0,12,0.08295000000000001,0.0674,0.059000000000000004,-0.10886890512941996,-0.14989586668768584,0.9983114145474282,
Text Persona - GPT4.1-mini,B,2058,0.05,0.02725036130064441,0.02599133484088814,0.0012590264597562677,0.0011037801961247676,1.1406496186256556,0.25401576009306676,0.0,12,0.09345,0.07490000000000001,0.06505,0.04651271558644993,0.01587043743049685,0.9957692109238595,1.0
Text Persona - GPT4.1-mini,B,2058,0.1,0.029634735509738292,0.02599133484088814,0.0036434006688501504,0.0011037801961247676,3.3008389547499295,0.0009639619676206223,0.5,12,0.09345,0.07490000000000001,0.06505,0.04651271558644993,0.01587043743049685,0.9957692109238595,
Text Persona - GPT4.1-mini,B,2058,0.25,0.03975628699466185,0.02599133484088814,0.013764952153773706,0.0011037801961247676,12.47073665762505,1.0782462026916748e-35,1.0,12,0.09345,0.07490000000000001,0.06505,0.04651271558644993,0.01587043743049685,0.9957692109238595,
Text Persona - GPT4.1-mini,B,2058,0.5,0.052986810126993945,0.02599133484088814,0.026995475286105804,0.0011037801961247676,24.45729265743623,4.209170307421211e-132,1.0,12,0.09345,0.07490000000000001,0.06505,0.04651271558644993,0.01587043743049685,0.9957692109238595,
Text Persona - GPT4.1-mini,C,2058,0.05,0.009171525753158405,0.008527696793002915,0.0006438289601554906,0.00037086482275518526,1.736020567743342,0.08256019789881965,0.0,12,0.061250000000000006,0.049550000000000004,0.043250000000000004,0.022640922412067315,0.032083804969313,0.998117707886739,1.0
Text Persona - GPT4.1-mini,C,2058,0.1,0.010629251700680272,0.008527696793002915,0.002101554907677357,0.00037086482275518526,5.666633173954685,1.456306521423668e-08,1.0,12,0.061250000000000006,0.049550000000000004,0.043250000000000004,0.022640922412067315,0.032083804969313,0.998117707886739,
Text Persona - GPT4.1-mini,C,2058,0.25,0.016707159054097826,0.008527696793002915,0.008179462261094912,0.00037086482275518526,22.05510406818585,8.533516822476791e-108,1.0,12,0.061250000000000006,0.049550000000000004,0.043250000000000004,0.022640922412067315,0.032083804969313,0.998117707886739,
Text Persona - GPT4.1-mini,C,2058,0.5,0.02776563006154843,0.008527696793002915,0.019237933268545514,0.00037086482275518526,51.87316803363912,0.0,1.0,12,0.061250000000000006,0.049550000000000004,0.043250000000000004,0.022640922412067315,0.032083804969313,0.998117707886739,
