modele,cle_modele,camp,item,tv_entre_identites,tv_plancher_w1_w2
Olmo-3-1025-7B,olmo3base,centre,trust,0.05,0.04950495049504955
Olmo-3-1025-7B,olmo3base,centre,tax,0.04000000000000001,0.016501650165016493
Olmo-3-1025-7B,olmo3base,centre,vote16,0.05000000000000002,0.03300330033003297
Olmo-3-1025-7B,olmo3base,centre,pres16,0.14,0.02970297029702971
Olmo-3-1025-7B,olmo3base,centre,if16who,0.020000000000000004,0.013201320132013222
Olmo-3-1025-7B,olmo3base,centre,news,0.41000000000000003,0.0363036303630363
Olmo-3-1025-7B,olmo3base,centre,jew,0.4,0.08580858085808578
Olmo-3-1025-7B,olmo3base,centre,relig16*,0.0,0.066006600660066
Olmo-3-1025-7B,olmo3base,centre,jew16*,0.4,0.05610561056105612
Olmo-3-1025-7B,olmo3base,centre,pray,0.23,0.02310231023102309
Olmo-3-1025-7B,olmo3base,centre,postlife,0.050000000000000044,0.03630363036303631
Olmo-3-1025-7B,olmo3base,centre,bible,0.0,0.04290429042904287
Olmo-3-1025-7B,olmo3base,centre,reborn,0.26999999999999996,0.006600660066006597
Olmo-3-1025-7B,olmo3base,centre,savesoul,0.0,0.01650165016501648
Olmo-3-1025-7B,olmo3base,centre,granborn,0.0,0.023102310231023142
Olmo-3-1025-7B,olmo3base,centre,uscitzn*,0.0,0.003300330033003265
Olmo-3-1025-7B,olmo3base,centre,fucitzn,0.0,0.00990099009900996
Olmo-3-1025-7B,olmo3base,centre,mnthsusa,0.0,0.006600660066006585
Olmo-3-1025-7B,olmo3base,centre,othlang,0.0,0.006600660066006583
Olmo-3-1025-7B,olmo3base,centre,health,0.039999999999999994,0.056105610561056105
Olmo-3-1025-7B,olmo3base,centre,compuse*,0.07999999999999996,0.026402640264026393
Olmo-3-1025-7B,olmo3base,centre,webmob,0.13999999999999996,0.01980198019801992
Olmo-3-1025-7B,olmo3base,centre,xmovie,0.19,0.03300330033003304
Olmo-3-1025-7B,olmo3base,centre,usewww*,0.07999999999999996,0.003300330033003375
Olmo-3-1025-7B,olmo3base,centre,life,0.029999999999999985,0.03960396039603964
Olmo-3-1025-7B,olmo3base,centre,richwork,0.0,0.01650165016501648
Olmo-3-1025-7B,olmo3base,droite,natspac/y,0.08000000000000002,0.021084337349397533
Olmo-3-1025-7B,olmo3base,droite,natenvir/y,0.08000000000000002,0.03313253012048198
Olmo-3-1025-7B,olmo3base,droite,natheal/y,0.08000000000000002,0.04819277108433733
Olmo-3-1025-7B,olmo3base,droite,natcity/y,0.13000000000000003,0.030120481927710815
Olmo-3-1025-7B,olmo3base,droite,natdrug/y,0.08000000000000002,0.04518072289156631
Olmo-3-1025-7B,olmo3base,droite,nateduc/y,0.08000000000000002,0.009036144578313282
Olmo-3-1025-7B,olmo3base,droite,natrace/y,0.13000000000000003,0.021084337349397575
Olmo-3-1025-7B,olmo3base,droite,natarms/y,0.08,0.036144578313252976
Olmo-3-1025-7B,olmo3base,droite,nataid/y,0.13000000000000003,0.018072289156626453
Olmo-3-1025-7B,olmo3base,droite,natfare/y,0.08000000000000002,0.009036144578313199
Olmo-3-1025-7B,olmo3base,droite,natroad,0.08000000000000002,0.03915662650602406
Olmo-3-1025-7B,olmo3base,droite,natsoc,0.08000000000000002,0.015060240963855366
Olmo-3-1025-7B,olmo3base,droite,natmass,0.13000000000000003,0.015060240963855456
Olmo-3-1025-7B,olmo3base,droite,natpark,0.08000000000000002,0.02108433734939756
Olmo-3-1025-7B,olmo3base,droite,natchld,0.13000000000000003,0.042168674698795205
Olmo-3-1025-7B,olmo3base,droite,natsci,0.08000000000000002,0.009036144578313227
Olmo-3-1025-7B,olmo3base,droite,natenrgy,0.08000000000000002,0.036144578313253045
Olmo-3-1025-7B,olmo3base,droite,uswary,0.0,0.01204819277108432
Olmo-3-1025-7B,olmo3base,droite,prayer,0.0,0.02710843373493979
Olmo-3-1025-7B,olmo3base,droite,courts,0.0,0.030120481927710843
Olmo-3-1025-7B,olmo3base,droite,discaffw,0.35,0.04216867469879528
Olmo-3-1025-7B,olmo3base,droite,discaffm,0.35,0.07228915662650601
Olmo-3-1025-7B,olmo3base,droite,fehire,0.25,0.0512048192771084
Olmo-3-1025-7B,olmo3base,droite,fechld,0.18,0.045180722891566244
Olmo-3-1025-7B,olmo3base,droite,fepresch,0.0,0.04216867469879516
Olmo-3-1025-7B,olmo3base,droite,fefam,0.15000000000000002,0.01204819277108439
Olmo-3-1025-7B,olmo3base,droite,fepol,0.0,0.06927710843373494
Olmo-3-1025-7B,olmo3base,droite,mobile16,0.03999999999999998,0.006024096385542188
Olmo-3-1025-7B,olmo3base,droite,incom16,0.2,0.048192771084337394
Olmo-3-1025-7B,olmo3base,droite,dwelown16,0.03999999999999998,0.006024096385542223
Olmo-3-1025-7B,olmo3base,droite,divorced,0.26,0.012048192771084376
Olmo-3-1025-7B,olmo3base,droite,posslq/y,0.15999999999999998,0.015060240963855397
Olmo-3-1025-7B,olmo3base,droite,evwork,0.03999999999999995,0.006024096385542219
Olmo-3-1025-7B,olmo3base,droite,wrkgovt1,0.0,0.0030120481927710524
Olmo-3-1025-7B,olmo3base,droite,wrkgovt2,0.0,0.006024096385542216
Olmo-3-1025-7B,olmo3base,droite,partfull,0.0,0.027108433734939777
Olmo-3-1025-7B,olmo3base,droite,wksub1,0.0,0.03614457831325299
Olmo-3-1025-7B,olmo3base,droite,wksup1,0.0,0.04819277108433735
Olmo-3-1025-7B,olmo3base,droite,conarmy,0.18,0.02710843373493982
Olmo-3-1025-7B,olmo3base,droite,conbus,0.10000000000000002,0.033132530120481965
