perimetre,seuil,partition,tercile,condition,cellules_minoritaires,raretes_osees,rappel,rappel_ic_bas,rappel_ic_haut,precision,precision_ic_bas,precision_ic_haut,f1,plancher_segment,plancher_item,rappel_sur_cellules_a_plancher,exces_sur_plancher
150,0.200000,D_logit regression,T2 intermediaire,agents composite,804,674,0.319652,0.283455,0.356027,0.381306,0.345162,0.416924,0.347767,0.153099,0.130554,0.320388,0.167289
150,0.200000,D_logit regression,T3 deductible,agents composite,805,777,0.504348,0.465789,0.542185,0.522523,0.482349,0.560053,0.513274,0.261111,0.147872,0.507042,0.245932
150,0.200000,D_logit regression,ensemble,agents composite,2414,2131,0.352113,0.324173,0.380088,0.398874,0.372718,0.424284,0.374037,0.162136,0.123149,0.354478,0.192342
150,0.200000,D_seg segment,T1 non deductible,agents entretien (v3),741,656,0.221323,0.185479,0.257144,0.250000,0.208261,0.290938,0.234789,0.023444,0.092343,0.221323,0.197878
150,0.200000,D_seg segment,T2 intermediaire,agents entretien (v3),691,697,0.329957,0.290323,0.371199,0.327116,0.287539,0.364023,0.328530,0.134594,0.129836,0.329957,0.195363
150,0.200000,D_seg segment,T3 deductible,agents entretien (v3),712,766,0.484551,0.438039,0.526919,0.450392,0.406096,0.493849,0.466847,0.333206,0.150234,0.484551,0.151345
150,0.200000,D_seg segment,ensemble,agents entretien (v3),2414,2378,0.345070,0.316316,0.372985,0.350294,0.325938,0.374638,0.347663,0.162136,0.123149,0.343750,0.181614
150,0.200000,D_logit regression,T1 non deductible,agents entretien (v3),805,695,0.191304,0.158664,0.225729,0.221583,0.186344,0.257622,0.205333,0.072715,0.091031,0.194951,0.122236
150,0.200000,D_logit regression,T2 intermediaire,agents entretien (v3),804,777,0.332090,0.295062,0.368108,0.343629,0.309041,0.378706,0.337761,0.153099,0.130554,0.323162,0.170063
150,0.200000,D_logit regression,T3 deductible,agents entretien (v3),805,906,0.511801,0.470438,0.550953,0.454746,0.415567,0.493123,0.481590,0.261111,0.147872,0.514085,0.252974
150,0.200000,D_logit regression,ensemble,agents entretien (v3),2414,2378,0.345070,0.316316,0.372985,0.350294,0.325938,0.374638,0.347663,0.162136,0.123149,0.343750,0.181614
150,0.200000,D_seg segment,T1 non deductible,agents enquete,741,670,0.183536,0.145722,0.220731,0.202985,0.162754,0.240416,0.192771,0.023444,0.092343,0.183536,0.160091
150,0.200000,D_seg segment,T2 intermediaire,agents enquete,691,617,0.261939,0.217967,0.305807,0.293355,0.250942,0.334316,0.276758,0.134594,0.129836,0.261939,0.127346
150,0.200000,D_seg segment,T3 deductible,agents enquete,712,570,0.332865,0.280586,0.379033,0.415789,0.363821,0.464649,0.369735,0.333206,0.150234,0.332865,-0.000340
150,0.200000,D_seg segment,ensemble,agents enquete,2414,2116,0.259321,0.227586,0.289506,0.295841,0.267476,0.323775,0.276380,0.162136,0.123149,0.258396,0.096260
150,0.200000,D_logit regression,T1 non deductible,agents enquete,805,776,0.180124,0.147274,0.213954,0.186856,0.154607,0.218347,0.183428,0.072715,0.091031,0.183731,0.111015
150,0.200000,D_logit regression,T2 intermediaire,agents enquete,804,677,0.257463,0.219035,0.295485,0.305761,0.266878,0.344430,0.279541,0.153099,0.130554,0.251040,0.097941
150,0.200000,D_logit regression,T3 deductible,agents enquete,805,663,0.340373,0.293544,0.384909,0.413273,0.364552,0.460248,0.373297,0.261111,0.147872,0.340845,0.079735
150,0.200000,D_logit regression,ensemble,agents enquete,2414,2116,0.259321,0.227586,0.289506,0.295841,0.267476,0.323775,0.276380,0.162136,0.123149,0.258396,0.096260
150,0.200000,D_seg segment,T1 non deductible,agents demographiques (v6),741,456,0.171390,0.145355,0.198198,0.278509,0.239493,0.319614,0.212197,0.023444,0.092343,0.171390,0.147946
150,0.200000,D_seg segment,T2 intermediaire,agents demographiques (v6),691,463,0.162084,0.133416,0.189842,0.241901,0.201180,0.283904,0.194107,0.134594,0.129836,0.162084,0.027490
150,0.200000,D_seg segment,T3 deductible,agents demographiques (v6),712,396,0.183989,0.150825,0.218501,0.330808,0.279700,0.381421,0.236462,0.333206,0.150234,0.183989,-0.149217
150,0.200000,D_seg segment,ensemble,agents demographiques (v6),2414,1461,0.172742,0.156123,0.189245,0.285421,0.262082,0.309700,0.215226,0.162136,0.123149,0.172575,0.010439
150,0.200000,D_logit regression,T1 non deductible,agents demographiques (v6),805,505,0.149068,0.127950,0.171783,0.237624,0.200409,0.277662,0.183206,0.072715,0.091031,0.157083,0.084367
150,0.200000,D_logit regression,T2 intermediaire,agents demographiques (v6),804,509,0.171642,0.145967,0.197816,0.271120,0.231703,0.312245,0.210206,0.153099,0.130554,0.171983,0.018884
150,0.200000,D_logit regression,T3 deductible,agents demographiques (v6),805,447,0.197516,0.161937,0.233551,0.355705,0.307688,0.402986,0.253994,0.261111,0.147872,0.188732,-0.072378
150,0.200000,D_logit regression,ensemble,agents demographiques (v6),2414,1461,0.172742,0.156123,0.189245,0.285421,0.262082,0.309700,0.215226,0.162136,0.123149,0.172575,0.010439
150,0.200000,D_seg segment,T1 non deductible,agents v7,741,463,0.074224,0.052270,0.098854,0.118790,0.085589,0.155783,0.091362,0.023444,0.092343,0.074224,0.050780
150,0.200000,D_seg segment,T2 intermediaire,agents v7,691,465,0.125904,0.096234,0.157419,0.187097,0.145694,0.230011,0.150519,0.134594,0.129836,0.125904,-0.008689
150,0.200000,D_seg segment,T3 deductible,agents v7,712,376,0.161517,0.130038,0.193064,0.305851,0.255318,0.359047,0.211397,0.333206,0.150234,0.161517,-0.171689
150,0.200000,D_seg segment,ensemble,agents v7,2414,1457,0.121375,0.104112,0.139362,0.201098,0.175789,0.227937,0.151382,0.162136,0.123149,0.119869,-0.042266
150,0.200000,D_logit regression,T1 non deductible,agents v7,805,548,0.068323,0.046753,0.093026,0.100365,0.070780,0.132008,0.081301,0.072715,0.091031,0.064516,-0.008199
150,0.200000,D_logit regression,T2 intermediaire,agents v7,804,471,0.106965,0.084112,0.131148,0.182590,0.145250,0.220751,0.134902,0.153099,0.130554,0.104022,-0.049077
150,0.200000,D_logit regression,T3 deductible,agents v7,805,438,0.188820,0.155811,0.223810,0.347032,0.299558,0.397594,0.244570,0.261111,0.147872,0.191549,-0.069561
150,0.200000,D_logit regression,ensemble,agents v7,2414,1457,0.121375,0.104112,0.139362,0.201098,0.175789,0.227937,0.151382,0.162136,0.123149,0.119869,-0.042266
150,0.200000,D_seg segment,T1 non deductible,agents v8,741,513,0.086370,0.061162,0.111111,0.124756,0.089026,0.162741,0.102073,0.023444,0.092343,0.086370,0.062925
150,0.200000,D_seg segment,T2 intermediaire,agents v8,691,656,0.127352,0.097201,0.160439,0.134146,0.102804,0.168870,0.130661,0.134594,0.129836,0.127352,-0.007242
150,0.200000,D_seg segment,T3 deductible,agents v8,712,927,0.346910,0.284671,0.403705,0.266451,0.224079,0.309524,0.301403,0.333206,0.150234,0.346910,0.013704
150,0.200000,D_seg segment,ensemble,agents v8,2414,2434,0.196769,0.164128,0.228539,0.195152,0.169622,0.221964,0.195957,0.162136,0.123149,0.186101,0.023965
150,0.200000,D_logit regression,T1 non deductible,agents v8,805,637,0.073292,0.054022,0.094883,0.092622,0.069485,0.118508,0.081831,0.072715,0.091031,0.070126,-0.002589
150,0.200000,D_logit regression,T2 intermediaire,agents v8,804,790,0.146766,0.115205,0.177868,0.149367,0.120922,0.178118,0.148055,0.153099,0.130554,0.137309,-0.015790
150,0.200000,D_logit regression,T3 deductible,agents v8,805,1007,0.370186,0.314993,0.422502,0.295929,0.257113,0.334958,0.328918,0.261111,0.147872,0.352113,0.091002
150,0.200000,D_logit regression,ensemble,agents v8,2414,2434,0.196769,0.164128,0.228539,0.195152,0.169622,0.221964,0.195957,0.162136,0.123149,0.186101,0.023965
150,0.200000,D_seg segment,T1 non deductible,C2,741,790,0.120108,0.094361,0.148103,0.112658,0.087811,0.138958,0.116264,0.023444,0.092343,0.120108,0.096664
150,0.200000,D_seg segment,T2 intermediaire,C2,691,775,0.163531,0.135834,0.193069,0.145806,0.121287,0.172153,0.154161,0.134594,0.129836,0.163531,0.028937
150,0.200000,D_seg segment,T3 deductible,C2,712,854,0.321629,0.279163,0.361237,0.268150,0.231975,0.303635,0.292465,0.333206,0.150234,0.321629,-0.011576
150,0.200000,D_seg segment,ensemble,C2,2414,2756,0.203811,0.179921,0.227392,0.178520,0.158600,0.198340,0.190329,0.162136,0.123149,0.201026,0.038890
150,0.200000,D_logit regression,T1 non deductible,C2,805,858,0.089441,0.068674,0.111115,0.083916,0.064444,0.103680,0.086590,0.072715,0.091031,0.088359,0.015644
150,0.200000,D_logit regression,T2 intermediaire,C2,804,906,0.167910,0.140553,0.195489,0.149007,0.124736,0.173866,0.157895,0.153099,0.130554,0.167822,0.014724
150,0.200000,D_logit regression,T3 deductible,C2,805,992,0.354037,0.313413,0.392377,0.287298,0.252399,0.323600,0.317195,0.261111,0.147872,0.347887,0.086777
150,0.200000,D_logit regression,ensemble,C2,2414,2756,0.203811,0.179921,0.227392,0.178520,0.158600,0.198340,0.190329,0.162136,0.123149,0.201026,0.038890
150,0.200000,D_seg segment,T1 non deductible,C3,741,1224,0.237517,0.197800,0.275510,0.143791,0.116651,0.171542,0.179135,0.023444,0.092343,0.237517,0.214073
150,0.200000,D_seg segment,T2 intermediaire,C3,691,834,0.299566,0.256130,0.344132,0.248201,0.210767,0.286339,0.271475,0.134594,0.129836,0.299566,0.164972
150,0.200000,D_seg segment,T3 deductible,C3,712,567,0.314607,0.275000,0.354074,0.395062,0.348883,0.439752,0.350274,0.333206,0.150234,0.314607,-0.018599
150,0.200000,D_seg segment,ensemble,C3,2414,2920,0.277962,0.250509,0.303647,0.229795,0.206493,0.252295,0.251594,0.162136,0.123149,0.283116,0.120980
150,0.200000,D_logit regression,T1 non deductible,C3,805,1436,0.222360,0.190111,0.254328,0.124652,0.104062,0.145038,0.159750,0.072715,0.091031,0.228612,0.155896
150,0.200000,D_logit regression,T2 intermediaire,C3,804,852,0.278607,0.244530,0.312426,0.262911,0.229760,0.296842,0.270531,0.153099,0.130554,0.278779,0.125681
150,0.200000,D_logit regression,T3 deductible,C3,805,632,0.332919,0.286568,0.376384,0.424051,0.374782,0.469391,0.372999,0.261111,0.147872,0.342254,0.081143
150,0.200000,D_logit regression,ensemble,C3,2414,2920,0.277962,0.250509,0.303647,0.229795,0.206493,0.252295,0.251594,0.162136,0.123149,0.283116,0.120980
150,0.200000,D_seg segment,T1 non deductible,B0 mode,741,0,0.000000,0.000000,0.000000,,,,0.000000,0.023444,0.092343,0.000000,-0.023444
150,0.200000,D_seg segment,T2 intermediaire,B0 mode,691,0,0.000000,0.000000,0.000000,,,,0.000000,0.134594,0.129836,0.000000,-0.134594
150,0.200000,D_seg segment,T3 deductible,B0 mode,712,0,0.000000,0.000000,0.000000,,,,0.000000,0.333206,0.150234,0.000000,-0.333206
150,0.200000,D_seg segment,ensemble,B0 mode,2414,0,0.000000,0.000000,0.000000,,,,0.000000,0.162136,0.123149,0.000000,-0.162136
150,0.200000,D_logit regression,T1 non deductible,B0 mode,805,0,0.000000,0.000000,0.000000,,,,0.000000,0.072715,0.091031,0.000000,-0.072715
150,0.200000,D_logit regression,T2 intermediaire,B0 mode,804,0,0.000000,0.000000,0.000000,,,,0.000000,0.153099,0.130554,0.000000,-0.153099
150,0.200000,D_logit regression,T3 deductible,B0 mode,805,0,0.000000,0.000000,0.000000,,,,0.000000,0.261111,0.147872,0.000000,-0.261111
150,0.200000,D_logit regression,ensemble,B0 mode,2414,0,0.000000,0.000000,0.000000,,,,0.000000,0.162136,0.123149,0.000000,-0.162136
150,0.200000,D_seg segment,T1 non deductible,B0 tirage,741,1021,0.075574,0.055943,0.096155,0.054848,0.040224,0.070668,0.063564,0.023444,0.092343,0.075574,0.052129
150,0.200000,D_seg segment,T2 intermediaire,B0 tirage,691,700,0.134588,0.111436,0.159333,0.132857,0.109530,0.158295,0.133717,0.134594,0.129836,0.134588,-0.000006
150,0.200000,D_seg segment,T3 deductible,B0 tirage,712,529,0.134831,0.109969,0.160222,0.181474,0.147704,0.217480,0.154714,0.333206,0.150234,0.134831,-0.198374
150,0.200000,D_seg segment,ensemble,B0 tirage,2414,2481,0.114747,0.102691,0.127766,0.111649,0.098478,0.125503,0.113177,0.162136,0.123149,0.114272,-0.047863
150,0.200000,D_logit regression,T1 non deductible,B0 tirage,805,1210,0.088199,0.069952,0.107712,0.058678,0.045138,0.072773,0.070471,0.072715,0.091031,0.086957,0.014241
150,0.200000,D_logit regression,T2 intermediaire,B0 tirage,804,799,0.136816,0.114183,0.161290,0.137672,0.115099,0.161784,0.137243,0.153099,0.130554,0.140083,-0.013016
150,0.200000,D_logit regression,T3 deductible,B0 tirage,805,472,0.119255,0.099226,0.140162,0.203390,0.168917,0.238512,0.150352,0.261111,0.147872,0.115493,-0.145618
150,0.200000,D_logit regression,ensemble,B0 tirage,2414,2481,0.114747,0.102691,0.127766,0.111649,0.098478,0.125503,0.113177,0.162136,0.123149,0.114272,-0.047863
150,0.200000,D_seg segment,T1 non deductible,B1 argmax,741,138,0.031039,0.018597,0.044756,0.166667,0.104573,0.234375,0.052332,0.023444,0.092343,0.031039,0.007595
150,0.200000,D_seg segment,T2 intermediaire,B1 argmax,691,243,0.081042,0.058739,0.105829,0.230453,0.177863,0.286326,0.119914,0.134594,0.129836,0.081042,-0.053552
150,0.200000,D_seg segment,T3 deductible,B1 argmax,712,560,0.278090,0.241234,0.313347,0.353571,0.307226,0.399287,0.311321,0.333206,0.150234,0.278090,-0.055116
150,0.200000,D_seg segment,ensemble,B1 argmax,2414,1058,0.131317,0.114046,0.149172,0.299622,0.268761,0.331881,0.182604,0.162136,0.123149,0.129198,-0.032938
150,0.200000,D_logit regression,T1 non deductible,B1 argmax,805,0,0.000000,0.000000,0.000000,,,,0.000000,0.072715,0.091031,0.000000,-0.072715
150,0.200000,D_logit regression,T2 intermediaire,B1 argmax,804,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153099,0.130554,0.000000,-0.153099
150,0.200000,D_logit regression,T3 deductible,B1 argmax,805,1053,0.393789,0.359670,0.428026,0.301045,0.269697,0.333333,0.341227,0.261111,0.147872,0.390141,0.129030
150,0.200000,D_logit regression,ensemble,B1 argmax,2414,1058,0.131317,0.114046,0.149172,0.299622,0.268761,0.331881,0.182604,0.162136,0.123149,0.129198,-0.032938
150,0.200000,D_seg segment,T1 non deductible,B2 argmax,741,60,0.028340,0.017020,0.040343,0.350000,0.238075,0.460317,0.052434,0.023444,0.092343,0.028340,0.004896
150,0.200000,D_seg segment,T2 intermediaire,B2 argmax,691,104,0.073806,0.052632,0.094463,0.490385,0.390909,0.587160,0.128302,0.134594,0.129836,0.073806,-0.060788
150,0.200000,D_seg segment,T3 deductible,B2 argmax,712,235,0.185393,0.147782,0.222226,0.561702,0.500000,0.619048,0.278775,0.333206,0.150234,0.185393,-0.147812
150,0.200000,D_seg segment,ensemble,B2 argmax,2414,473,0.100249,0.083056,0.117648,0.511628,0.461538,0.558055,0.167648,0.162136,0.123149,0.095149,-0.066986
150,0.200000,D_logit regression,T1 non deductible,B2 argmax,805,71,0.036025,0.022277,0.051725,0.408451,0.283582,0.530125,0.066210,0.072715,0.091031,0.040673,-0.032042
150,0.200000,D_logit regression,T2 intermediaire,B2 argmax,804,141,0.068408,0.049938,0.086957,0.390071,0.308634,0.471340,0.116402,0.153099,0.130554,0.066574,-0.086525
150,0.200000,D_logit regression,T3 deductible,B2 argmax,805,261,0.196273,0.159380,0.232414,0.605364,0.541500,0.663969,0.296435,0.261111,0.147872,0.178873,-0.082237
150,0.200000,D_logit regression,ensemble,B2 argmax,2414,473,0.100249,0.083056,0.117648,0.511628,0.461538,0.558055,0.167648,0.162136,0.123149,0.095149,-0.066986
150,0.200000,D_seg segment,T1 non deductible,B3 foret,741,20,0.006748,0.001361,0.013333,0.250000,0.071429,0.437500,0.013141,0.023444,0.092343,0.006748,-0.016697
150,0.200000,D_seg segment,T2 intermediaire,B3 foret,691,46,0.020260,0.009735,0.032259,0.304348,0.170719,0.434783,0.037992,0.134594,0.129836,0.020260,-0.114333
150,0.200000,D_seg segment,T3 deductible,B3 foret,712,209,0.127809,0.100136,0.155690,0.435407,0.368919,0.502565,0.197611,0.333206,0.150234,0.127809,-0.205397
150,0.200000,D_seg segment,ensemble,B3 foret,2414,324,0.054267,0.043970,0.064777,0.404321,0.353111,0.458749,0.095690,0.162136,0.123149,0.051306,-0.110830
150,0.200000,D_logit regression,T1 non deductible,B3 foret,805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072715,0.091031,0.000000,-0.072715
150,0.200000,D_logit regression,T2 intermediaire,B3 foret,804,24,0.002488,0.000000,0.006468,0.083333,0.000000,0.214363,0.004831,0.153099,0.130554,0.002774,-0.150325
150,0.200000,D_logit regression,T3 deductible,B3 foret,805,299,0.160248,0.134363,0.185274,0.431438,0.377774,0.488056,0.233696,0.261111,0.147872,0.152113,-0.108998
150,0.200000,D_logit regression,ensemble,B3 foret,2414,324,0.054267,0.043970,0.064777,0.404321,0.353111,0.458749,0.095690,0.162136,0.123149,0.051306,-0.110830
150,0.200000,D_seg segment,T1 non deductible,humains vague 2,741,755,0.502024,0.458021,0.548800,0.492715,0.442037,0.542285,0.497326,0.023444,0.092343,0.502024,0.478580
150,0.200000,D_seg segment,T2 intermediaire,humains vague 2,691,674,0.565847,0.517292,0.613882,0.580119,0.531570,0.627425,0.572894,0.134594,0.129836,0.565847,0.431253
150,0.200000,D_seg segment,T3 deductible,humains vague 2,712,706,0.688202,0.647397,0.729316,0.694051,0.649599,0.738693,0.691114,0.333206,0.150234,0.688202,0.354997
150,0.200000,D_seg segment,ensemble,humains vague 2,2414,2386,0.582436,0.550882,0.613852,0.589271,0.555233,0.623639,0.585833,0.162136,0.123149,0.584422,0.422286
150,0.200000,D_logit regression,T1 non deductible,humains vague 2,805,790,0.470807,0.426362,0.515425,0.479747,0.434733,0.526590,0.475235,0.072715,0.091031,0.490884,0.418168
150,0.200000,D_logit regression,T2 intermediaire,humains vague 2,804,801,0.580846,0.539043,0.625166,0.583021,0.543144,0.623729,0.581931,0.153099,0.130554,0.578363,0.425264
150,0.200000,D_logit regression,T3 deductible,humains vague 2,805,795,0.695652,0.653083,0.735879,0.704403,0.657640,0.747526,0.700000,0.261111,0.147872,0.684507,0.423396
150,0.200000,D_logit regression,ensemble,humains vague 2,2414,2386,0.582436,0.550882,0.613852,0.589271,0.555233,0.623639,0.585833,0.162136,0.123149,0.584422,0.422286
