perimetre,condition,item,classe_norc,type,n_cellules,exactitude,distance,desirabilite_simulee,desirabilite_humaine,ecart_desirabilite,masse_sans_score_simulee
150,humains vague 2,fechld,temoin,ordinal,150,0.613333,0.017778,0.728889,0.711111,0.017778,0.000000
150,humains vague 2,fepresch,investiguer,ordinal,150,0.580000,0.022222,0.631111,0.608889,0.022222,-0.000000
150,humains vague 2,fefam,investiguer,ordinal,150,0.693333,0.024444,0.622222,0.633333,-0.011111,-0.000000
150,humains vague 2,fepol,non teste,nominal,150,0.846667,0.086667,0.686667,0.773333,-0.086667,0.000000
150,humains vague 2,mobile16,non teste,ordinal,150,0.853333,0.010000,,,,1.000000
150,humains vague 2,incom16,temoin,ordinal,150,0.720000,0.006667,0.441667,0.448333,-0.006667,0.000000
150,humains vague 2,dwelown16,non teste,nominal,150,0.933333,0.040000,,,,1.000000
150,humains vague 2,divorced,temoin,nominal,150,0.966667,0.006667,0.693333,0.700000,-0.006667,0.000000
150,humains vague 2,posslq/y,temoin,nominal,150,0.940000,0.026667,,,,1.000000
150,humains vague 2,wrkstat,temoin,nominal,150,0.853333,0.046667,,,,1.000000
150,humains vague 2,evwork,temoin,nominal,150,0.946667,0.026667,,,,1.000000
150,humains vague 2,wrkgovt1,non teste,nominal,150,0.906667,0.013333,,,,1.000000
150,humains vague 2,wrkgovt2,non teste,nominal,150,0.866667,0.000000,,,,1.000000
150,humains vague 2,partfull,non teste,nominal,150,0.813333,0.060000,,,,1.000000
150,humains vague 2,wksub1,non teste,nominal,150,0.773333,0.006667,,,,1.000000
150,humains vague 2,wksup1,non teste,nominal,150,0.826667,0.006667,,,,1.000000
150,humains vague 2,conarmy,investiguer,ordinal,150,0.760000,0.033333,0.666667,0.700000,-0.033333,0.000000
150,humains vague 2,conbus,temoin,ordinal,150,0.693333,0.033333,0.413333,0.446667,-0.033333,-0.000000
150,humains vague 2,conclerg,temoin,ordinal,150,0.726667,0.033333,0.326667,0.300000,0.026667,-0.000000
150,humains vague 2,coneduc,sensible,ordinal,150,0.686667,0.013333,0.563333,0.556667,0.006667,0.000000
150,humains vague 2,confed,temoin,ordinal,150,0.693333,0.036667,0.366667,0.403333,-0.036667,0.000000
150,humains vague 2,confinan,temoin,ordinal,150,0.746667,0.033333,0.463333,0.436667,0.026667,0.000000
150,humains vague 2,conjudge,temoin,ordinal,150,0.673333,0.053333,0.396667,0.450000,-0.053333,0.000000
150,humains vague 2,conlabor,temoin,ordinal,150,0.733333,0.006667,0.516667,0.510000,0.006667,0.000000
150,humains vague 2,conlegis,sensible,ordinal,150,0.733333,0.020000,0.293333,0.300000,-0.006667,-0.000000
150,humains vague 2,conmedic,sensible,ordinal,150,0.733333,0.023333,0.686667,0.696667,-0.010000,0.000000
150,humains vague 2,conpress,temoin,ordinal,150,0.693333,0.040000,0.306667,0.346667,-0.040000,-0.000000
150,humains vague 2,consci,temoin,ordinal,150,0.766667,0.006667,0.703333,0.710000,-0.006667,-0.000000
150,humains vague 2,contv,temoin,ordinal,150,0.626667,0.026667,0.360000,0.333333,0.026667,-0.000000
150,humains vague 2,joblose,non teste,nominal,150,0.706667,0.086667,,,,1.000000
150,humains vague 2,jobfind,temoin,nominal,150,0.666667,0.080000,,,,1.000000
150,humains vague 2,happy,temoin,ordinal,150,0.746667,0.040000,0.426667,0.466667,-0.040000,0.000000
150,humains vague 2,hapmar,non teste,nominal,150,0.886667,0.040000,0.587719,0.586538,0.001181,0.620000
150,humains vague 2,satjob,temoin,nominal,150,0.620000,0.060000,0.628866,0.645390,-0.016524,0.353333
150,humains vague 2,spdeg*,non teste,nominal,150,0.833333,0.060000,,,,1.000000
150,humains vague 2,spjew,non teste,nominal,150,0.846667,0.040000,,,,1.000000
150,humains vague 2,spfund,non teste,nominal,150,0.820000,0.040000,,,,1.000000
150,humains vague 2,unemp,temoin,nominal,150,0.800000,0.066667,0.513333,0.580000,-0.066667,0.000000
150,humains vague 2,union1,non teste,nominal,150,0.960000,0.020000,,,,1.000000
150,humains vague 2,spkath/y,temoin,nominal,150,0.833333,0.033333,0.806667,0.773333,0.033333,0.000000
150,humains vague 2,colath,temoin,nominal,150,0.806667,0.020000,0.753333,0.733333,0.020000,0.000000
150,humains vague 2,spkrac/y,sensible,nominal,150,0.793333,0.006667,,,,1.000000
150,humains vague 2,colrac,temoin,nominal,150,0.793333,0.006667,,,,1.000000
150,humains vague 2,librac/y,non teste,nominal,150,0.726667,0.006667,,,,1.000000
150,humains vague 2,spkcom/y,non teste,nominal,150,0.813333,0.026667,0.733333,0.706667,0.026667,-0.000000
150,humains vague 2,colcom/y,non teste,nominal,150,0.773333,0.013333,0.720000,0.733333,-0.013333,-0.000000
150,humains vague 2,libcom/y,temoin,nominal,150,0.853333,0.000000,0.780000,0.780000,0.000000,0.000000
150,humains vague 2,spkhomo/y,non teste,nominal,150,0.880000,0.026667,0.893333,0.920000,-0.026667,0.000000
150,humains vague 2,colhomo,non teste,nominal,150,0.960000,0.000000,0.933333,0.933333,0.000000,-0.000000
150,humains vague 2,libhomo/y,non teste,nominal,150,0.900000,0.006667,0.853333,0.860000,-0.006667,-0.000000
150,humains vague 2,cappun,temoin,nominal,150,0.853333,0.026667,,,,1.000000
150,humains vague 2,polhitok/y,temoin,nominal,150,0.833333,0.006667,0.360000,0.366667,-0.006667,0.000000
150,humains vague 2,polabuse/y,sensible,nominal,150,0.940000,0.006667,0.946667,0.940000,0.006667,0.000000
150,humains vague 2,polattak/y,sensible,nominal,150,0.813333,0.066667,,,,1.000000
150,humains vague 2,grass,non teste,nominal,150,0.973333,0.000000,,,,1.000000
150,humains vague 2,gunlaw,temoin,nominal,150,0.853333,0.040000,,,,1.000000
150,humains vague 2,owngun,temoin,nominal,150,0.946667,0.013333,,,,1.000000
150,humains vague 2,hunt1,non teste,nominal,150,0.940000,0.046667,,,,1.000000
150,humains vague 2,class,non teste,ordinal,150,0.773333,0.013333,,,,1.000000
150,humains vague 2,satfin,temoin,ordinal,150,0.766667,0.016667,0.446667,0.463333,-0.016667,0.000000
150,humains vague 2,finalter,temoin,ordinal,150,0.720000,0.040000,0.443333,0.483333,-0.040000,0.000000
150,humains vague 2,finrela,temoin,ordinal,150,0.700000,0.011667,0.415000,0.413333,0.001667,0.000000
150,humains vague 2,racdif1,temoin,nominal,150,0.813333,0.013333,0.546667,0.560000,-0.013333,-0.000000
150,humains vague 2,racdif2,temoin,nominal,150,0.940000,0.020000,0.920000,0.940000,-0.020000,-0.000000
150,humains vague 2,racdif3,temoin,nominal,150,0.806667,0.020000,0.486667,0.506667,-0.020000,0.000000
150,humains vague 2,racdif4,temoin,nominal,150,0.840000,0.093333,0.640000,0.733333,-0.093333,0.000000
150,humains vague 2,wlthwhts,non teste,ordinal,150,0.533333,0.017778,,,,1.000000
150,humains vague 2,wlthblks,non teste,ordinal,150,0.620000,0.021111,,,,1.000000
150,humains vague 2,wlthhsps,non teste,ordinal,150,0.600000,0.013333,,,,1.000000
150,humains vague 2,racwork,temoin,nominal,150,0.726667,0.033333,,,,1.000000
150,humains vague 2,letin1a,temoin,ordinal,150,0.713333,0.023333,0.376667,0.396667,-0.020000,-0.000000
150,humains vague 2,getahead,non teste,ordinal,150,0.713333,0.066667,,,,1.000000
150,humains vague 2,aged,non teste,ordinal,150,0.726667,0.016667,,,,1.000000
150,humains vague 2,parsol,temoin,ordinal,150,0.506667,0.021667,0.496667,0.475000,0.021667,-0.000000
150,humains vague 2,kidssol,non teste,nominal,150,0.560000,0.093333,,,,1.000000
150,humains vague 2,spanking,temoin,ordinal,150,0.753333,0.008889,0.540000,0.531111,0.008889,-0.000000
150,humains vague 2,divlaw,non teste,ordinal,150,0.733333,0.006667,,,,1.000000
150,humains vague 2,sexeduc,temoin,nominal,150,0.920000,0.026667,0.880000,0.853333,0.026667,0.000000
150,humains vague 2,pillok,investiguer,ordinal,150,0.620000,0.006667,,,,1.000000
150,humains vague 2,xmarsex,sensible,ordinal,150,0.746667,0.024444,0.788889,0.764444,0.024444,-0.000000
150,humains vague 2,homosex,temoin,ordinal,150,0.786667,0.013333,0.686667,0.691111,-0.004444,0.000000
150,humains vague 2,marhomo,temoin,ordinal,150,0.766667,0.016667,0.698333,0.708333,-0.010000,0.000000
150,humains vague 2,discaff,temoin,ordinal,150,0.713333,0.023333,,,,1.000000
150,humains vague 2,abdefect,temoin,nominal,150,0.940000,0.020000,,,,1.000000
150,humains vague 2,abnomore,temoin,nominal,150,0.866667,0.026667,,,,1.000000
150,humains vague 2,abhlth,temoin,nominal,150,0.960000,0.013333,,,,1.000000
150,humains vague 2,abpoor,investiguer,nominal,150,0.886667,0.006667,,,,1.000000
150,humains vague 2,abrape,investiguer,nominal,150,0.960000,0.013333,,,,1.000000
150,humains vague 2,absingle,temoin,nominal,150,0.880000,0.013333,,,,1.000000
150,humains vague 2,abany,investiguer,nominal,150,0.920000,0.026667,,,,1.000000
150,humains vague 2,letdie1,temoin,nominal,150,0.886667,0.060000,,,,1.000000
150,humains vague 2,suicide1,investiguer,nominal,150,0.840000,0.000000,,,,1.000000
150,humains vague 2,suicide2,non teste,nominal,150,0.893333,0.066667,,,,1.000000
150,humains vague 2,suicide3,non teste,nominal,150,0.906667,0.053333,,,,1.000000
150,humains vague 2,suicide4,temoin,nominal,150,0.893333,0.040000,,,,1.000000
150,humains vague 2,pornlaw,temoin,ordinal,150,0.793333,0.046667,0.610000,0.563333,0.046667,-0.000000
150,humains vague 2,fair,non teste,ordinal,150,0.666667,0.013333,,,,1.000000
150,humains vague 2,helpful,non teste,ordinal,150,0.673333,0.026667,,,,1.000000
150,humains vague 2,trust,non teste,ordinal,150,0.686667,0.040000,,,,1.000000
150,humains vague 2,tax,non teste,ordinal,150,0.773333,0.043333,,,,1.000000
150,humains vague 2,vote16,sensible,nominal,150,0.913333,0.006667,0.640000,0.633333,0.006667,0.000000
150,humains vague 2,pres16,temoin,nominal,150,0.940000,0.013333,,,,1.000000
150,humains vague 2,if16who,investiguer,nominal,150,0.913333,0.020000,,,,1.000000
150,humains vague 2,news,investiguer,ordinal,150,0.700000,0.023333,0.386667,0.376667,0.010000,-0.000000
150,humains vague 2,jew,non teste,nominal,150,0.720000,0.033333,,,,1.000000
150,humains vague 2,relig16*,non teste,nominal,150,0.873333,0.053333,,,,1.000000
150,humains vague 2,jew16*,non teste,nominal,150,0.753333,0.093333,,,,1.000000
150,humains vague 2,attend,sensible,ordinal,150,0.700000,0.024167,0.292500,0.273333,0.019167,0.000000
150,humains vague 2,pray,investiguer,ordinal,150,0.773333,0.010667,0.454667,0.460000,-0.005333,0.000000
150,humains vague 2,postlife,non teste,nominal,150,0.940000,0.033333,,,,1.000000
150,humains vague 2,bible,non teste,ordinal,150,0.866667,0.016667,,,,1.000000
150,humains vague 2,reborn,investiguer,nominal,150,0.826667,0.013333,0.446602,0.427184,0.019418,0.313333
150,humains vague 2,savesoul,investiguer,nominal,150,0.866667,0.013333,0.320000,0.333333,-0.013333,0.000000
150,humains vague 2,granborn,non teste,ordinal,150,0.766667,0.008333,,,,1.000000
150,humains vague 2,uscitzn*,non teste,nominal,150,1.000000,0.000000,,,,1.000000
150,humains vague 2,fucitzn,non teste,nominal,150,0.980000,0.006667,,,,1.000000
150,humains vague 2,mnthsusa,non teste,nominal,150,0.966667,0.006667,,,,1.000000
150,humains vague 2,income,non teste,ordinal,150,0.573333,0.018788,0.805455,0.800000,0.005455,0.000000
150,humains vague 2,othlang,temoin,nominal,150,0.953333,0.006667,,,,1.000000
150,humains vague 2,health,temoin,ordinal,150,0.846667,0.017778,0.566667,0.575556,-0.008889,0.000000
150,humains vague 2,compuse*,temoin,nominal,150,0.946667,0.013333,,,,1.000000
150,humains vague 2,webmob,non teste,nominal,150,0.926667,0.006667,,,,1.000000
150,humains vague 2,xmovie,non teste,nominal,150,0.853333,0.026667,0.580000,0.606667,-0.026667,0.000000
150,humains vague 2,usewww*,non teste,nominal,150,0.986667,0.000000,,,,1.000000
150,humains vague 2,life,temoin,ordinal,150,0.786667,0.026667,0.603333,0.630000,-0.026667,-0.000000
150,humains vague 2,richwork,temoin,nominal,150,0.826667,0.026667,0.466667,0.440000,0.026667,-0.000000
150,agents composite,natspac/y,mixte,ordinal,150,0.440000,0.150000,0.330000,0.480000,-0.150000,0.000000
150,agents composite,natenvir/y,temoin,ordinal,150,0.606667,0.136667,0.636667,0.773333,-0.136667,0.000000
150,agents composite,natheal/y,mixte,ordinal,150,0.666667,0.040000,0.853333,0.813333,0.040000,0.000000
150,agents composite,natcity/y,mixte,ordinal,150,0.400000,0.136667,0.553333,0.503333,0.050000,0.000000
150,agents composite,natdrug/y,temoin,ordinal,150,0.586667,0.063333,0.803333,0.740000,0.063333,0.000000
150,agents composite,nateduc/y,temoin,ordinal,150,0.653333,0.013333,0.813333,0.806667,0.006667,0.000000
150,agents composite,natrace/y,sensible,ordinal,150,0.593333,0.142752,0.583893,0.576667,0.007226,0.000000
150,agents composite,natarms/y,temoin,ordinal,150,0.553333,0.076667,0.413333,0.376667,0.036667,0.000000
150,agents composite,nataid/y,temoin,ordinal,150,0.640000,0.036667,0.210000,0.186667,0.023333,0.000000
150,agents composite,natfare/y,mixte,ordinal,150,0.660000,0.140000,0.676667,0.816667,-0.140000,0.000000
150,agents composite,natroad,sensible,ordinal,150,0.513333,0.086667,0.656667,0.743333,-0.086667,0.000000
150,agents composite,natsoc,temoin,ordinal,150,0.546667,0.066667,0.750000,0.816667,-0.066667,-0.000000
150,agents composite,natmass,temoin,ordinal,150,0.560000,0.090000,0.696667,0.693333,0.003333,-0.000000
150,agents composite,natpark,temoin,ordinal,150,0.573333,0.040000,0.616667,0.616667,-0.000000,-0.000000
150,agents composite,natchld,sensible,ordinal,150,0.620000,0.040000,0.720000,0.746667,-0.026667,0.000000
150,agents composite,natsci,temoin,ordinal,150,0.546667,0.123333,0.656667,0.586667,0.070000,-0.000000
150,agents composite,natenrgy,temoin,ordinal,150,0.620000,0.093333,0.750000,0.656667,0.093333,0.000000
150,agents composite,uswary,non teste,nominal,150,0.513333,0.420000,,,,1.000000
150,agents composite,prayer,non teste,nominal,150,0.773333,0.146667,,,,1.000000
150,agents composite,courts,non teste,ordinal,150,0.560000,0.026667,,,,1.000000
150,agents composite,discaffw,non teste,ordinal,150,0.426667,0.111111,,,,1.000000
150,agents composite,discaffm,non teste,ordinal,150,0.466667,0.091111,,,,1.000000
150,agents composite,fehire,non teste,ordinal,150,0.353333,0.070000,,,,1.000000
150,agents composite,fechld,temoin,ordinal,150,0.506667,0.031111,0.684444,0.711111,-0.026667,-0.000000
150,agents composite,fepresch,investiguer,ordinal,150,0.513333,0.051111,0.660000,0.608889,0.051111,0.000000
150,agents composite,fefam,investiguer,ordinal,150,0.453333,0.026667,0.660000,0.633333,0.026667,-0.000000
150,agents composite,fepol,non teste,nominal,150,0.780000,0.020000,0.793333,0.773333,0.020000,-0.000000
150,agents composite,mobile16,non teste,ordinal,150,0.760000,0.080000,,,,1.000000
150,agents composite,incom16,temoin,ordinal,150,0.513333,0.021667,0.450000,0.448333,0.001667,0.000000
150,agents composite,dwelown16,non teste,nominal,150,0.780000,0.120000,,,,1.000000
150,agents composite,divorced,temoin,nominal,150,0.973333,0.013333,0.713333,0.700000,0.013333,0.000000
150,agents composite,posslq/y,temoin,nominal,150,0.953333,0.013333,,,,1.000000
150,agents composite,wrkstat,temoin,nominal,150,0.786667,0.113333,,,,1.000000
150,agents composite,evwork,temoin,nominal,150,0.940000,0.006667,,,,1.000000
150,agents composite,wrkgovt1,non teste,nominal,150,0.873333,0.020000,,,,1.000000
150,agents composite,wrkgovt2,non teste,nominal,150,0.706667,0.053333,,,,1.000000
150,agents composite,partfull,non teste,nominal,150,0.780000,0.113333,,,,1.000000
150,agents composite,wksub1,non teste,nominal,150,0.746667,0.093333,,,,1.000000
150,agents composite,wksup1,non teste,nominal,150,0.833333,0.060000,,,,1.000000
150,agents composite,conarmy,investiguer,ordinal,150,0.566667,0.100000,0.600000,0.700000,-0.100000,0.000000
150,agents composite,conbus,temoin,ordinal,150,0.660000,0.080000,0.366667,0.446667,-0.080000,-0.000000
150,agents composite,conclerg,temoin,ordinal,150,0.666667,0.086667,0.386667,0.300000,0.086667,0.000000
150,agents composite,coneduc,sensible,ordinal,150,0.573333,0.173333,0.456667,0.556667,-0.100000,0.000000
150,agents composite,confed,temoin,ordinal,150,0.533333,0.170000,0.233333,0.403333,-0.170000,-0.000000
150,agents composite,confinan,temoin,ordinal,150,0.653333,0.083333,0.353333,0.436667,-0.083333,-0.000000
150,agents composite,conjudge,temoin,ordinal,150,0.513333,0.136667,0.380000,0.450000,-0.070000,-0.000000
150,agents composite,conlabor,temoin,ordinal,150,0.573333,0.156667,0.353333,0.510000,-0.156667,0.000000
150,agents composite,conlegis,sensible,ordinal,150,0.586667,0.166667,0.133333,0.300000,-0.166667,-0.000000
150,agents composite,conmedic,sensible,ordinal,150,0.593333,0.123333,0.586667,0.696667,-0.110000,-0.000000
150,agents composite,conpress,temoin,ordinal,150,0.620000,0.093333,0.253333,0.346667,-0.093333,0.000000
150,agents composite,consci,temoin,ordinal,150,0.666667,0.070000,0.700000,0.710000,-0.010000,-0.000000
150,agents composite,contv,temoin,ordinal,150,0.593333,0.123333,0.210000,0.333333,-0.123333,0.000000
150,agents composite,joblose,non teste,nominal,150,0.713333,0.109885,,,,1.000000
150,agents composite,jobfind,temoin,nominal,150,0.633333,0.130022,,,,1.000000
150,agents composite,happy,temoin,ordinal,150,0.726667,0.093333,0.420000,0.466667,-0.046667,0.000000
150,agents composite,hapmar,non teste,nominal,150,0.846667,0.080000,0.740385,0.586538,0.153846,0.653333
150,agents composite,satjob,temoin,nominal,150,0.680000,0.046667,0.670330,0.645390,0.024940,0.393333
150,agents composite,spdeg*,non teste,nominal,150,0.746667,0.106667,,,,1.000000
150,agents composite,spjew,non teste,nominal,150,0.713333,0.286667,,,,1.000000
150,agents composite,spfund,non teste,nominal,150,0.820000,0.073333,,,,1.000000
150,agents composite,unemp,temoin,nominal,150,0.726667,0.153333,0.733333,0.580000,0.153333,-0.000000
150,agents composite,union1,non teste,nominal,150,0.986667,0.006667,,,,1.000000
150,agents composite,spkath/y,temoin,nominal,150,0.853333,0.026667,0.746667,0.773333,-0.026667,0.000000
150,agents composite,colath,temoin,nominal,150,0.786667,0.000000,0.733333,0.733333,0.000000,-0.000000
150,agents composite,spkrac/y,sensible,nominal,150,0.673333,0.006667,,,,1.000000
150,agents composite,colrac,temoin,nominal,150,0.700000,0.113333,,,,1.000000
150,agents composite,librac/y,non teste,nominal,150,0.626667,0.133333,,,,1.000000
150,agents composite,spkcom/y,non teste,nominal,150,0.833333,0.073333,0.780000,0.706667,0.073333,0.000000
150,agents composite,colcom/y,non teste,nominal,150,0.786667,0.093333,0.826667,0.733333,0.093333,0.000000
150,agents composite,libcom/y,temoin,nominal,150,0.820000,0.020000,0.800000,0.780000,0.020000,-0.000000
150,agents composite,spkhomo/y,non teste,nominal,150,0.900000,0.020000,0.900000,0.920000,-0.020000,0.000000
150,agents composite,colhomo,non teste,nominal,150,0.800000,0.173333,0.760000,0.933333,-0.173333,0.000000
150,agents composite,libhomo/y,non teste,nominal,150,0.866667,0.053333,0.806667,0.860000,-0.053333,0.000000
150,agents composite,cappun,temoin,nominal,150,0.693333,0.013333,,,,1.000000
150,agents composite,polhitok/y,temoin,nominal,150,0.766667,0.046667,0.320000,0.366667,-0.046667,0.000000
150,agents composite,polabuse/y,sensible,nominal,150,0.793333,0.140000,0.800000,0.940000,-0.140000,-0.000000
150,agents composite,polattak/y,sensible,nominal,150,0.453333,0.413333,,,,1.000000
150,agents composite,grass,non teste,nominal,150,0.713333,0.073333,,,,1.000000
150,agents composite,gunlaw,temoin,nominal,150,0.673333,0.086667,,,,1.000000
150,agents composite,owngun,temoin,nominal,150,0.786667,0.013333,,,,1.000000
150,agents composite,hunt1,non teste,nominal,150,0.926667,0.073333,,,,1.000000
150,agents composite,class,non teste,ordinal,150,0.620000,0.055556,,,,1.000000
150,agents composite,satfin,temoin,ordinal,150,0.700000,0.056667,0.520000,0.463333,0.056667,0.000000
150,agents composite,finalter,temoin,ordinal,150,0.653333,0.113333,0.370000,0.483333,-0.113333,0.000000
150,agents composite,finrela,temoin,ordinal,150,0.526667,0.031667,0.441667,0.413333,0.028333,-0.000000
150,agents composite,racdif1,temoin,nominal,150,0.793333,0.126667,0.433333,0.560000,-0.126667,0.000000
150,agents composite,racdif2,temoin,nominal,150,0.913333,0.006667,0.946667,0.940000,0.006667,0.000000
150,agents composite,racdif3,temoin,nominal,150,0.746667,0.066667,0.440000,0.506667,-0.066667,0.000000
150,agents composite,racdif4,temoin,nominal,150,0.813333,0.080000,0.813333,0.733333,0.080000,0.000000
150,agents composite,wlthwhts,non teste,ordinal,150,0.526667,0.057778,,,,1.000000
150,agents composite,wlthblks,non teste,ordinal,150,0.306667,0.131156,,,,1.000000
150,agents composite,wlthhsps,non teste,ordinal,150,0.360000,0.086667,,,,1.000000
150,agents composite,racwork,temoin,nominal,150,0.586667,0.233333,,,,1.000000
150,agents composite,letin1a,temoin,ordinal,150,0.500000,0.095000,0.401667,0.396667,0.005000,-0.000000
150,agents composite,getahead,non teste,ordinal,150,0.600000,0.063333,,,,1.000000
150,agents composite,aged,non teste,ordinal,150,0.440000,0.123333,,,,1.000000
150,agents composite,parsol,temoin,ordinal,150,0.346667,0.045000,0.453333,0.475000,-0.021667,0.000000
150,agents composite,kidssol,non teste,nominal,150,0.460000,0.260000,,,,1.000000
150,agents composite,spanking,temoin,ordinal,150,0.446667,0.095556,0.582222,0.531111,0.051111,-0.000000
150,agents composite,divlaw,non teste,ordinal,150,0.553333,0.053333,,,,1.000000
150,agents composite,sexeduc,temoin,nominal,150,0.826667,0.000000,0.853333,0.853333,0.000000,-0.000000
150,agents composite,pillok,investiguer,ordinal,150,0.466667,0.073333,,,,1.000000
150,agents composite,xmarsex,sensible,ordinal,150,0.540000,0.166667,0.931111,0.764444,0.166667,-0.000000
150,agents composite,homosex,temoin,ordinal,150,0.740000,0.040000,0.726667,0.691111,0.035556,-0.000000
150,agents composite,marhomo,temoin,ordinal,150,0.586667,0.073333,0.635000,0.708333,-0.073333,0.000000
150,agents composite,discaff,temoin,ordinal,150,0.666667,0.036667,,,,1.000000
150,agents composite,abdefect,temoin,nominal,150,0.886667,0.033333,,,,1.000000
150,agents composite,abnomore,temoin,nominal,150,0.893333,0.013333,,,,1.000000
150,agents composite,abhlth,temoin,nominal,150,0.933333,0.013333,,,,1.000000
150,agents composite,abpoor,investiguer,nominal,150,0.860000,0.033333,,,,1.000000
150,agents composite,abrape,investiguer,nominal,150,0.926667,0.020000,,,,1.000000
150,agents composite,absingle,temoin,nominal,150,0.840000,0.053333,,,,1.000000
150,agents composite,abany,investiguer,nominal,150,0.853333,0.066667,,,,1.000000
150,agents composite,letdie1,temoin,nominal,150,0.873333,0.046667,,,,1.000000
150,agents composite,suicide1,investiguer,nominal,150,0.826667,0.013333,,,,1.000000
150,agents composite,suicide2,non teste,nominal,150,0.786667,0.186667,,,,1.000000
150,agents composite,suicide3,non teste,nominal,150,0.806667,0.033333,,,,1.000000
150,agents composite,suicide4,temoin,nominal,150,0.640000,0.266667,,,,1.000000
150,agents composite,pornlaw,temoin,ordinal,150,0.700000,0.133087,0.523490,0.563333,-0.039843,-0.000000
150,agents composite,fair,non teste,ordinal,150,0.560000,0.076667,,,,1.000000
150,agents composite,helpful,non teste,ordinal,150,0.546667,0.060000,,,,1.000000
150,agents composite,trust,non teste,ordinal,150,0.626667,0.023333,,,,1.000000
150,agents composite,tax,non teste,ordinal,150,0.506667,0.096667,,,,1.000000
150,agents composite,vote16,sensible,nominal,150,0.846667,0.053333,0.626667,0.633333,-0.006667,0.000000
150,agents composite,pres16,temoin,nominal,150,0.826667,0.113333,,,,1.000000
150,agents composite,if16who,investiguer,nominal,150,0.880000,0.066667,,,,1.000000
150,agents composite,news,investiguer,ordinal,150,0.320000,0.145000,0.261667,0.376667,-0.115000,-0.000000
150,agents composite,jew,non teste,nominal,150,0.700000,0.273333,,,,1.000000
150,agents composite,relig16*,non teste,nominal,150,0.633333,0.146667,,,,1.000000
150,agents composite,jew16*,non teste,nominal,150,0.720000,0.246667,,,,1.000000
150,agents composite,attend,sensible,ordinal,150,0.553333,0.045833,0.292500,0.273333,0.019167,0.000000
150,agents composite,pray,investiguer,ordinal,150,0.566667,0.121333,0.338667,0.460000,-0.121333,0.000000
150,agents composite,postlife,non teste,nominal,150,0.806667,0.033333,,,,1.000000
150,agents composite,bible,non teste,ordinal,150,0.660000,0.147987,,,,1.000000
150,agents composite,reborn,investiguer,nominal,150,0.680000,0.113333,0.465116,0.427184,0.037932,0.426667
150,agents composite,savesoul,investiguer,nominal,150,0.806667,0.046667,0.380000,0.333333,0.046667,0.000000
150,agents composite,granborn,non teste,ordinal,150,0.606667,0.146667,,,,1.000000
150,agents composite,uscitzn*,non teste,nominal,150,1.000000,0.000000,,,,1.000000
150,agents composite,fucitzn,non teste,nominal,150,0.986667,0.013333,,,,1.000000
150,agents composite,mnthsusa,non teste,nominal,150,0.860000,0.107472,,,,1.000000
150,agents composite,income,non teste,ordinal,150,0.400000,0.056970,0.855758,0.800000,0.055758,0.000000
150,agents composite,othlang,temoin,nominal,150,0.846667,0.046667,,,,1.000000
150,agents composite,health,temoin,ordinal,150,0.686667,0.060000,0.515556,0.575556,-0.060000,-0.000000
150,agents composite,compuse*,temoin,nominal,150,0.966667,0.020000,,,,1.000000
150,agents composite,webmob,non teste,nominal,150,0.953333,0.033333,,,,1.000000
150,agents composite,xmovie,non teste,nominal,150,0.653333,0.173333,0.780000,0.606667,0.173333,0.000000
150,agents composite,usewww*,non teste,nominal,150,0.986667,0.013333,,,,1.000000
150,agents composite,life,temoin,ordinal,150,0.660000,0.110000,0.520000,0.630000,-0.110000,-0.000000
150,agents composite,richwork,temoin,nominal,150,0.673333,0.153333,0.286667,0.440000,-0.153333,0.000000
150,agents entretien (v3),natspac/y,mixte,ordinal,150,0.300000,0.426667,0.053333,0.480000,-0.426667,-0.000000
150,agents entretien (v3),natenvir/y,temoin,ordinal,150,0.573333,0.186667,0.586667,0.773333,-0.186667,-0.000000
150,agents entretien (v3),natheal/y,mixte,ordinal,150,0.653333,0.016667,0.796667,0.813333,-0.016667,-0.000000
150,agents entretien (v3),natcity/y,mixte,ordinal,150,0.506667,0.133333,0.390000,0.503333,-0.113333,0.000000
150,agents entretien (v3),natdrug/y,temoin,ordinal,150,0.580000,0.063333,0.710000,0.740000,-0.030000,-0.000000
150,agents entretien (v3),nateduc/y,temoin,ordinal,150,0.653333,0.046667,0.820000,0.806667,0.013333,-0.000000
150,agents entretien (v3),natrace/y,sensible,ordinal,150,0.586667,0.113333,0.583333,0.576667,0.006667,-0.000000
150,agents entretien (v3),natarms/y,temoin,ordinal,150,0.593333,0.060000,0.316667,0.376667,-0.060000,0.000000
150,agents entretien (v3),nataid/y,temoin,ordinal,150,0.673333,0.086667,0.126667,0.186667,-0.060000,0.000000
150,agents entretien (v3),natfare/y,mixte,ordinal,150,0.653333,0.100000,0.716667,0.816667,-0.100000,0.000000
150,agents entretien (v3),natroad,sensible,ordinal,150,0.420000,0.176667,0.566667,0.743333,-0.176667,0.000000
150,agents entretien (v3),natsoc,temoin,ordinal,150,0.560000,0.100000,0.730000,0.816667,-0.086667,0.000000
150,agents entretien (v3),natmass,temoin,ordinal,150,0.573333,0.103333,0.610000,0.693333,-0.083333,0.000000
150,agents entretien (v3),natpark,temoin,ordinal,150,0.520000,0.100000,0.516667,0.616667,-0.100000,-0.000000
