type,construction,configuration,replicats,n_couverts,fidelite_chute,fidelite_boot_bas,fidelite_boot_haut,top1,top1_boot_bas,top1_boot_haut,bits,bits_bas,bits_haut,bits_replicats,exactitude_contre_verite,a_vraie_personne,c_candidat_hasard,delta_identification,ecart_exactitude_moyen,ecart_exactitude_max,z_exactitude_max,masque_identique,rho_moyen,rho_median,rho_p5,rho_p95,rho_min,rho_max,rho_boot_personnes_bas,rho_boot_personnes_haut,replicats_axe_degenere,replicats_rho_non_defini,rho_reel_depasse_p95,replicat,rho,distinct_fidelite,distinct_fuite
configuration,N2 vecteur d'autrui,Text Persona (Reasoning) - GPT4.1-mini,100.0,2058.0,-0.0024770590379008307,-0.007388888888888865,-0.0019796120829283855,0.0004421768707482993,0.0,0.0017857142857142638,-0.0009299887741036628,-0.0013913736120695571,0.006916933032471914,3.0,0.40709070294784583,0.40528830579850983,0.4059917124793367,-0.0007034066808268093,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,Text Persona (Repeating Questions) - GPT4.1-mini,100.0,2058.0,-0.001358610706187205,-0.006786934118885625,-0.0012489674441204896,0.0003287981859410431,0.0,0.0,-0.00044711793366995306,-0.0009415992942096718,0.007063285981213428,3.0,0.40921323291221257,0.4068513119533527,0.4065286714435879,0.0003226405097649214,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,Text Persona - GPT4.1-mini,100.0,2058.0,-0.0010058774700355904,-0.003110017816650446,0.0023828352769679493,0.0003579527048914804,0.0,0.0024295432458697765,0.004862201825625689,0.0015899420799136534,0.016010484809933237,3.0,0.40967241658568193,0.4098396501457726,0.40642424122224213,0.0034154089235305415,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,Text Persona - Gemini-Flash2.5,100.0,2058.0,-0.0030648850016196556,-0.005407763402980218,-8.047355847098506e-05,0.00034013605442176874,0.0,0.0014577259475218659,-0.001944004377753809,-0.0020741833519328495,0.005389815568320606,3.0,0.4075447035957241,0.4079608033689667,0.40657015548132347,0.001390647887643187,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,B0 tirage,100.0,2058.0,-0.0001413508260446633,-0.003322648404599915,0.0019474914965986608,0.00050696469063816,0.0,0.00048590864917395527,-0.0010889016579938016,-0.0015037674885820234,0.006771386548002102,3.0,0.4005191933916424,0.39999190152251374,0.39975641212105184,0.0002354894014619117,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,B1 argmax,100.0,2058.0,0.0003711572724328255,-0.0001411716472302979,0.005361424927113727,0.00045351473922902486,0.0,0.0,0.0031377715106704804,0.0006195629112058842,0.0128834595324045,3.0,0.4066563816002593,0.40872206025267244,0.4031032751848483,0.005618785067824167,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,B2 argmax,100.0,2058.0,0.00015826449627473206,-0.004725335074505974,0.0008145195578231443,0.00046485260770975055,0.0,0.0008098477486232588,0.0007107792697140051,-0.0006569866848214369,0.009760400991597423,3.0,0.4071396177518627,0.4048833819241982,0.4039384178864753,0.0009449640377229974,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2 vecteur d'autrui,PMM k=10,100.0,2058.0,-0.00043432742144473515,-0.002927442703271766,0.002364142978620036,0.0005442176870748299,0.0,0.0,-0.00016153247997389522,-0.0009659202949081477,0.00787375472040675,3.0,0.40357134758665375,0.4041626174279235,0.40184412327566954,0.0023184941522538887,0.0,0.0,0.0,True,,,,,,,,,,,,,,,
configuration,N2b vecteur d'autrui (Bernoulli),Demographics Only - GPT4.1-mini,100.0,2058.0,-0.002391891399416874,-0.0028968253968253742,0.0025755081794622803,0.00046809199870424356,0.00016196954972465177,0.0029154518950437317,-0.0007354928754684428,-0.001548109805330252,0.0075071095769484635,3.0,0.40316788143828963,0.4061548428895368,0.4036020792231002,0.0025527636664365457,0.05020424360220279,0.2833333333333334,4.428925898610702,True,,,,,,,,,,,,,,,
configuration,N2b vecteur d'autrui (Bernoulli),JSON Persona - GPT4.1,100.0,2058.0,-0.0022954729510851536,-0.002909049036281153,0.002624058551992247,0.00033689666342727573,0.0,0.0,0.0010761058501772187,-0.00040040151511299506,0.009419101970328775,3.0,0.41088678328474254,0.4132167152575316,0.4083464215433038,0.004870293714227796,0.049421687722708135,0.30000000000000004,4.6501641579980015,True,,,,,,,,,,,,,,,
configuration,N2b vecteur d'autrui (Bernoulli),JSON Persona - GPT4.1-mini,100.0,1000.0,-0.00530727916666662,-0.00971262499999998,-0.0017230104166666472,0.00023333333333333333,0.0,0.0,0.0006041334771171117,-0.0013802075169523141,0.017146856373577168,3.0,0.4058830000000001,0.40612958745977407,0.4054655404081667,0.000664047051607405,0.05023935875706214,0.30000000000000004,4.286397758214559,True,,,,,,,,,,,,,,,
