source,statistique,famille,taux,valeur_moyenne,reference,s0,z,p_bilateral,puissance_empirique,n_tirages,tau_etoile_holm5,tau_etoile_nominal,courbe_a,courbe_b,courbe_r2,p_holm
agents v8,A,publiee,0.25,-0.13233321228245234,-0.05125234925973888,0.004501731477161963,-18.011039404293715,1.596032762890899e-72,1.0,15,0.054650000000000004,0.04505,-0.2735394115451576,-0.14889444075687866,0.998925227564934,
agents v8,A,publiee,0.5,-0.22455313641273345,-0.05125234925973888,0.004501731477161963,-38.496473641792825,0.0,1.0,15,0.054650000000000004,0.04505,-0.2735394115451576,-0.14889444075687866,0.998925227564934,
agents v8,B,publiee,0.05,0.04018106724435755,0.03762468032022438,0.0017653095303214101,1.4481239013464822,0.14758240215569723,0.0,15,0.0794,0.06565,0.07234908333680116,0.04574397254218237,0.9986522618050193,0.29516480431139447
agents v8,B,publiee,0.1,0.044261979257364664,0.03762468032022438,0.0017653095303214101,3.7598499431042147,0.00017001530476058366,1.0,15,0.0794,0.06565,0.07234908333680116,0.04574397254218237,0.9986522618050193,
agents v8,B,publiee,0.25,0.059669334659028975,0.03762468032022438,0.0017653095303214101,12.487699159926317,8.713728986069024e-36,1.0,15,0.0794,0.06565,0.07234908333680116,0.04574397254218237,0.9986522618050193,
agents v8,B,publiee,0.5,0.08501457505561016,0.03762468032022438,0.0017653095303214101,26.845090858801118,9.62458746420568e-159,1.0,15,0.0794,0.06565,0.07234908333680116,0.04574397254218237,0.9986522618050193,
agents v8,C,publiee,0.05,0.038098331093002855,0.0349594423320659,0.0012820026548128471,2.4484261004866497,0.014348185998153207,0.4666666666666667,15,0.03485,0.028800000000000003,0.11956947729215425,0.18104520327452706,0.9975024065108448,0.07174092999076603
agents v8,C,publiee,0.1,0.045479653965280156,0.0349594423320659,0.0012820026548128471,8.206076324194543,2.285341681593963e-16,1.0,15,0.03485,0.028800000000000003,0.11956947729215425,0.18104520327452706,0.9975024065108448,
agents v8,C,publiee,0.25,0.07943052858242867,0.0349594423320659,0.0012820026548128471,34.688762993907275,1.1638156474159018e-263,1.0,15,0.03485,0.028800000000000003,0.11956947729215425,0.18104520327452706,0.9975024065108448,
agents v8,C,publiee,0.5,0.13935244337237665,0.0349594423320659,0.0012820026548128471,81.42962937588497,0.0,1.0,15,0.03485,0.028800000000000003,0.11956947729215425,0.18104520327452706,0.9975024065108448,
agents v8,R1,reserve,0.05,0.004356384442912207,0.0035104796766406957,0.0006353840041938637,1.3313283946213659,0.1830809791355361,0.0,15,0.08095000000000001,0.06620000000000001,0.02716714338193426,-0.004124532266486764,0.9982298843205784,0.29516480431139447
agents v8,R1,reserve,0.1,0.006012583813733524,0.0035104796766406957,0.0006353840041938637,3.9379400812385024,8.21841094162939e-05,0.9333333333333333,15,0.08095000000000001,0.06620000000000001,0.02716714338193426,-0.004124532266486764,0.9982298843205784,
agents v8,R1,reserve,0.25,0.010336206563644939,0.0035104796766406957,0.0006353840041938637,10.74267976837772,6.4154703070286254e-27,1.0,15,0.08095000000000001,0.06620000000000001,0.02716714338193426,-0.004124532266486764,0.9982298843205784,
agents v8,R1,reserve,0.5,0.016001943229801127,0.0035104796766406957,0.0006353840041938637,19.659707311972443,4.7747368013139775e-86,1.0,15,0.08095000000000001,0.06620000000000001,0.02716714338193426,-0.004124532266486764,0.9982298843205784,
agents v8,R2,reserve,0.05,0.33772593830282127,0.3413028980699382,0.002117833298363117,-1.6889713509942281,0.09122492029951805,0.0,15,0.12095,0.09845000000000001,-0.06217967197008963,0.019333873761569288,0.999389346839569,0.27367476089855414
agents v8,R2,reserve,0.1,0.33491974137144565,0.3413028980699382,0.002117833298363117,-3.0140033700603883,0.0025782494198382513,0.8666666666666667,15,0.12095,0.09845000000000001,-0.06217967197008963,0.019333873761569288,0.999389346839569,
agents v8,R2,reserve,0.25,0.3273816771676233,0.3413028980699382,0.002117833298363117,-6.573331769348737,4.920165837555776e-11,1.0,15,0.12095,0.09845000000000001,-0.06217967197008963,0.019333873761569288,0.999389346839569,
agents v8,R2,reserve,0.5,0.3149622022683525,0.3413028980699382,0.002117833298363117,-12.437568066355626,1.6340351327848533e-35,1.0,15,0.12095,0.09845000000000001,-0.06217967197008963,0.019333873761569288,0.999389346839569,
