cible,item,ordinal,erreur_M0,erreur_M1,erreur_M2,erreur_M3,erreur_M4,erreur_M5
pi,health,True,2.871146631240845,2.6353468421377526,2.8356783411707367,2.3699888706207277,2.7017737559441946,3.713974425056071
pi,xmovie,False,2.8428576946258546,2.8000210564972887,2.92352183605472,6.712116432189942,6.784806481294138,4.061228390340473
pi,life,True,3.494254732131958,4.811797096809075,3.5540166020063055,5.046443080902099,5.498148935120001,5.175099426081039
pi,richwork,False,5.575480651855469,9.499434882170538,5.567029472216976,5.908658695220947,5.779007997520892,6.292445624841324
mu,natspac/y,True,0.036976876109838484,0.14984290498493458,0.03807076698583808,0.05470825955271721,0.06222873816291809,0.047385076883266555
mu,natenvir/y,True,0.05036247670650482,0.06050201544614218,0.049790073284818506,0.08217748701572418,0.07602634181602023,0.06242677648431798
mu,natheal/y,True,0.0496850848197937,0.08396743208276512,0.048737449073092944,0.0883946806192398,0.0783060038279352,0.05361285738488834
mu,natcity/y,True,0.0424223892390728,0.040185139649706124,0.04302607931834189,0.06793171986937523,0.0653513204146775,0.05490528980516037
mu,natdrug/y,True,0.038900638744235036,0.038529595910815714,0.041920577214181895,0.03578359298408031,0.03157228741927559,0.05173588260648034
mu,nateduc/y,True,0.026573510840535164,0.03490160311444625,0.02803684126850341,0.0613444447517395,0.05586966290117086,0.037442592453905646
mu,natrace/y,True,0.033715573325753215,0.031541290481575716,0.03343536845794101,0.06523677185177804,0.0614826793306432,0.04906941405673213
mu,natarms/y,True,0.0378303550183773,0.08264829568049406,0.0392354188335935,0.10302548259496688,0.1030027993628813,0.05272692333080999
mu,nataid/y,True,0.03893528766930103,0.031428179697481386,0.038288753984270216,0.05959090143442154,0.0565372163145282,0.04957693934458185
mu,natfare/y,True,0.04215923994779587,0.051088717803546055,0.04085494788211575,0.04879565611481666,0.04536225267867272,0.04517555583909787
mu,natroad,True,0.044665880501270294,0.09072408697471347,0.04494933754076315,0.08593194335699081,0.09275366317529718,0.040736419861732084
mu,natsoc,True,0.03391644023358822,0.033188806284536965,0.03586384073630501,0.05230873003602028,0.043814126028571675,0.03949618468605825
mu,natmass,True,0.03182800076901913,0.04078890626270176,0.03129424309123762,0.0585305392742157,0.06076100764129433,0.044318503969489546
mu,natpark,True,0.03402269780635834,0.03874092926055904,0.03591791080201716,0.04692893996834755,0.0445807085480043,0.0433809380003093
mu,natchld,True,0.03242254331707954,0.03611312506102039,0.031946928219168,0.05977975651621818,0.05205667261772068,0.04894664042348147
mu,natsci,True,0.04552635625004768,0.03951152084109956,0.04459246999888718,0.07052333354949951,0.07401302119109847,0.048194001620319095
mu,courts,True,0.05458410382270813,0.11366439415872968,0.056001216180449044,0.048272980749607085,0.04379022469512917,0.050638600333400494
mu,discaffw,True,0.08575110733509064,0.07343407649400971,0.08642972866906233,0.10410520285367966,0.09730513328567977,0.09884518732451783
mu,discaffm,True,0.07610055953264236,0.07368617092105548,0.07737478618350965,0.11196415275335311,0.11508511915767453,0.0976366379969408
mu,fehire,True,0.09664090871810913,0.08452877665050317,0.09513524677233112,0.13033995032310486,0.1230370460786602,0.10311212691324449
mu,fechld,True,0.04649950638413429,0.046192695576621645,0.04785646205289767,0.09346013069152832,0.0897474101598078,0.06747726393722982
mu,fepresch,True,0.0509726881980896,0.05425499417314546,0.049672678627777814,0.079527348279953,0.08490269678390036,0.05576694393179046
mu,fefam,True,0.049537332355976106,0.042372371655313185,0.049856947975913224,0.08986517786979675,0.09290990836529835,0.0595186814472501
mu,conarmy,True,0.04238529428839684,0.05779659651388809,0.04036035220903589,0.0663650631904602,0.07270238579703522,0.05982075458928451
mu,conbus,True,0.04605187103152275,0.04744422544880347,0.04376319044949276,0.05211551040410996,0.05764875095953141,0.04144163541232218
mu,conclerg,True,0.03717557042837143,0.04699504615174692,0.03695327755887874,0.054807844758033755,0.055665405545563026,0.04422267555470034
mu,coneduc,True,0.042969830334186554,0.04602819342130049,0.041620990823542696,0.036870087310671804,0.03435736546195032,0.054669943799809474
mu,confed,True,0.07010484039783478,0.07307984208578835,0.06988187828365758,0.05923265293240547,0.057128740953039325,0.08214702240964575
mu,confinan,True,0.05510063245892525,0.13814280256241035,0.052860432710864824,0.07179776281118393,0.07141635210109173,0.05752911580164196
mu,conjudge,True,0.05747830122709274,0.08090254603513522,0.05557275959108917,0.0512500561773777,0.057411423247752,0.05629813791656831
mu,conlabor,True,0.04069314450025559,0.0375284104788523,0.038331603203034706,0.058579421043395995,0.052348441643859066,0.053233085454107744
mu,conlegis,True,0.044528327882289886,0.08151176421445297,0.043268072738100315,0.041673494130373,0.03920368220744129,0.05175667895215019
mu,conmedic,True,0.04036085233092308,0.04980904790900749,0.03954417669253313,0.03577362969517708,0.041367227626740555,0.05127134586614117
mu,conpress,True,0.039128249138593675,0.039614083751365756,0.0381919543709132,0.05380983576178551,0.05279442851444369,0.046157947737495146
mu,consci,True,0.046636331081390384,0.03939609895048811,0.04512540532249181,0.06892364099621773,0.0765273333999801,0.048936166636259215
mu,contv,True,0.043106894195079806,0.037114365000940126,0.042886753097403515,0.037762688100337984,0.03589186827218947,0.05884231682735021
mu,happy,True,0.04708172529935837,0.050844101837705255,0.05000570662794287,0.03800100423395634,0.04044327940281825,0.047993668442908324
mu,class,True,0.027558618411421775,0.035055908829266055,0.03008521282332622,0.07624792009592056,0.07027381859886286,0.04010071728954021
mu,satfin,True,0.04412312358617783,0.05016199170891387,0.04038200487416455,0.08236362338066101,0.08696010363323045,0.04937451694222202
mu,finalter,True,0.05326182767748833,0.05884748745531634,0.05400648769637005,0.07709678709506988,0.08105525244681859,0.06058104179957706
mu,finrela,True,0.0402564287185669,0.04893000038029059,0.04383746711222896,0.09706264436244964,0.09105760579830338,0.05340475215980748
mu,wlthwhts,True,0.09313618838787079,0.07882483803556088,0.09390040815469583,0.09641152620315552,0.09457335324705857,0.10342391397185957
mu,wlthblks,True,0.09291447699069977,0.08848751752657245,0.09159733431236447,0.0841512382030487,0.08257923416621835,0.1139439276005959
mu,getahead,True,0.051786737889051436,0.0478037773196581,0.050522761179537176,0.05596865341067314,0.05777970186767552,0.07037433581207089
mu,aged,True,0.04977929517626763,0.10591831999937981,0.05148970328214628,0.0486130565404892,0.04899620345183753,0.07004639238277274
mu,parsol,True,0.07071529477834701,0.06530719721695075,0.06922906658134574,0.07409945502877235,0.07621389972456465,0.07924914105645961
mu,spanking,True,0.05050463080406189,0.0687735943326113,0.054476629162027536,0.08858739286661148,0.0903071829279157,0.060501317664067134
mu,divlaw,True,0.056926528364419936,0.18096011614682012,0.05708317690593332,0.049330293014645574,0.04488876715725045,0.07036197605084611
mu,pillok,True,0.0486773632466793,0.04339915823092452,0.04818623066521921,0.1131403237581253,0.10781297115083197,0.0753578775320441
mu,xmarsex,True,0.045381280779838565,0.0421389904257479,0.04379935529303384,0.05551727414131165,0.05569183182079268,0.05374474437810691
mu,homosex,True,0.053281278163194654,0.06560846657573358,0.054243379783243784,0.09529514461755753,0.09599630530887741,0.07099606761849434
mu,discaff,True,0.04971282333135605,0.04672096985937208,0.049663369692571166,0.08608702123165131,0.08453174757402593,0.07423277290116223
mu,fair,True,0.04543238058686257,0.06959433495322823,0.04607036647716127,0.05522039532661438,0.050260088286541604,0.057364791689686626
mu,helpful,True,0.049161679297685626,0.13809456487533206,0.05173551408758058,0.0629826232790947,0.06923086097213108,0.0564222017847845
mu,trust,True,0.03722979873418808,0.07657758013864067,0.03918053684114761,0.03733667209744453,0.04319031333070633,0.04637125790084027
mu,tax,True,0.038698723539710045,0.04062424517240085,0.04090541944039165,0.04851880595088005,0.04623607537073234,0.04158516868834718
mu,news,True,0.0870096206665039,0.23528087316935603,0.088095446598733,0.1093658372759819,0.11312087990814372,0.10713401703374847
mu,attend,True,0.08646795228123665,0.08078876059137563,0.08883775537988486,0.14942418932914733,0.14811867689599081,0.11094255004701961
mu,pray,True,0.07463693171739579,0.06171481218023506,0.07550766979668473,0.12523821890354156,0.12373091500489335,0.07387608189293939
mu,bible,True,0.03161693625152111,0.03269322788143877,0.03207065785547224,0.07445905059576034,0.0734427813415324,0.039750717151119316
mu,income,True,0.12486564218997956,0.14462717096547056,0.12272565198913528,0.13794519007205963,0.13154918245406952,0.12873609855568985
mu,health,True,0.04200923480093479,0.06789896604655225,0.043256553207727075,0.04697890058159828,0.04995819411765271,0.05550428315610537
mu,life,True,0.03237820938229561,0.04723348655037903,0.034945341650894815,0.04470265805721283,0.05129785762419718,0.03835898808836234
