analyse,metrique,identite,strate_type,strate,contraste,n,moyenne,mediane,q25,q75,moyenne_absolue,mediane_absolue,part_positive,part_negative,part_nulle
rejets,rejet,journaliste,polarite,negative,Base,78,0.0,,,,,,,,
rejets,rejet,journaliste,polarite,positive,Base,159,0.006289308176100629,,,,,,,,
rejets,rejet,journaliste,polarite,,Base,210,0.06666666666666667,,,,,,,,
rejets,rejet,adversaire,polarite,negative,DPO,78,0.0,,,,,,,,
rejets,rejet,adversaire,polarite,positive,DPO,159,0.025157232704402517,,,,,,,,
rejets,rejet,adversaire,polarite,,DPO,210,0.1,,,,,,,,
rejets,rejet,journaliste,polarite,negative,DPO,78,0.038461538461538464,,,,,,,,
rejets,rejet,journaliste,polarite,positive,DPO,159,0.018867924528301886,,,,,,,,
rejets,rejet,journaliste,polarite,,DPO,210,0.14285714285714285,,,,,,,,
rejets,rejet,adversaire,polarite,negative,Final,78,0.02564102564102564,,,,,,,,
rejets,rejet,adversaire,polarite,positive,Final,159,0.012578616352201259,,,,,,,,
rejets,rejet,adversaire,polarite,,Final,210,0.13333333333333333,,,,,,,,
rejets,rejet,journaliste,polarite,negative,Final,78,0.0641025641025641,,,,,,,,
rejets,rejet,journaliste,polarite,positive,Final,159,0.031446540880503145,,,,,,,,
rejets,rejet,journaliste,polarite,,Final,210,0.12380952380952381,,,,,,,,
rejets,rejet,adversaire,polarite,negative,SFT,78,0.038461538461538464,,,,,,,,
rejets,rejet,adversaire,polarite,positive,SFT,159,0.012578616352201259,,,,,,,,
rejets,rejet,adversaire,polarite,,SFT,210,0.12380952380952381,,,,,,,,
rejets,rejet,journaliste,polarite,negative,SFT,78,0.02564102564102564,,,,,,,,
rejets,rejet,journaliste,polarite,positive,SFT,159,0.018867924528301886,,,,,,,,
rejets,rejet,journaliste,polarite,,SFT,210,0.1,,,,,,,,
rejets,rejet,adversaire,consensus_reel,fort,Base,81,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,intermediaire,Base,78,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,faible,Base,78,0.02564102564102564,,,,,,,,
rejets,rejet,adversaire,consensus_reel,,Base,210,0.06190476190476191,,,,,,,,
rejets,rejet,journaliste,consensus_reel,fort,Base,81,0.0,,,,,,,,
rejets,rejet,journaliste,consensus_reel,intermediaire,Base,78,0.0,,,,,,,,
rejets,rejet,journaliste,consensus_reel,faible,Base,78,0.01282051282051282,,,,,,,,
rejets,rejet,journaliste,consensus_reel,,Base,210,0.06666666666666667,,,,,,,,
rejets,rejet,adversaire,consensus_reel,fort,DPO,81,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,intermediaire,DPO,78,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,faible,DPO,78,0.05128205128205128,,,,,,,,
rejets,rejet,adversaire,consensus_reel,,DPO,210,0.1,,,,,,,,
rejets,rejet,journaliste,consensus_reel,fort,DPO,81,0.0,,,,,,,,
rejets,rejet,journaliste,consensus_reel,intermediaire,DPO,78,0.0,,,,,,,,
rejets,rejet,journaliste,consensus_reel,faible,DPO,78,0.07692307692307693,,,,,,,,
rejets,rejet,journaliste,consensus_reel,,DPO,210,0.14285714285714285,,,,,,,,
rejets,rejet,adversaire,consensus_reel,fort,Final,81,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,intermediaire,Final,78,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,faible,Final,78,0.05128205128205128,,,,,,,,
rejets,rejet,adversaire,consensus_reel,,Final,210,0.13333333333333333,,,,,,,,
rejets,rejet,journaliste,consensus_reel,fort,Final,81,0.0,,,,,,,,
rejets,rejet,journaliste,consensus_reel,intermediaire,Final,78,0.01282051282051282,,,,,,,,
rejets,rejet,journaliste,consensus_reel,faible,Final,78,0.11538461538461539,,,,,,,,
rejets,rejet,journaliste,consensus_reel,,Final,210,0.12380952380952381,,,,,,,,
rejets,rejet,adversaire,consensus_reel,fort,SFT,81,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,intermediaire,SFT,78,0.0,,,,,,,,
rejets,rejet,adversaire,consensus_reel,faible,SFT,78,0.0641025641025641,,,,,,,,
rejets,rejet,adversaire,consensus_reel,,SFT,210,0.12380952380952381,,,,,,,,
rejets,rejet,journaliste,consensus_reel,fort,SFT,81,0.0,,,,,,,,
rejets,rejet,journaliste,consensus_reel,intermediaire,SFT,78,0.0,,,,,,,,
rejets,rejet,journaliste,consensus_reel,faible,SFT,78,0.0641025641025641,,,,,,,,
rejets,rejet,journaliste,consensus_reel,,SFT,210,0.1,,,,,,,,
