perimetre,condition,item,correlation,glass_delta,rapport_ecarts_types,sd_pred,sd_humain,n
1052,agents demographiques (v6),conmedic,-0.006558,0.470633,0.221305,0.073221,0.330862,1050
1052,agents demographiques (v6),conpress,0.025362,0.221438,0.639659,0.203581,0.318265,1050
1052,agents demographiques (v6),consci,0.126887,0.061304,0.699442,0.239509,0.342429,1048
1052,agents demographiques (v6),contv,-0.037675,0.394919,0.469699,0.146967,0.312896,1048
1052,agents demographiques (v6),happy,0.007269,0.045407,0.274740,0.089488,0.325720,1048
1052,agents demographiques (v6),class,0.355421,0.007273,0.916940,0.240149,0.261902,1050
1052,agents demographiques (v6),satfin,0.193111,0.229124,0.591702,0.227718,0.384853,1049
1052,agents demographiques (v6),finalter,0.157425,0.046602,0.609150,0.236078,0.387553,1052
1052,agents demographiques (v6),finrela,0.326371,0.445631,0.946309,0.231565,0.244704,1050
1052,agents demographiques (v6),wlthwhts,0.030490,0.876461,0.524677,0.073997,0.141033,1049
1052,agents demographiques (v6),wlthblks,0.062142,1.400956,0.308187,0.044167,0.143311,1036
1052,agents demographiques (v6),wlthhsps,-0.020132,0.309465,0.842669,0.127073,0.150798,1050
1052,agents demographiques (v6),letin1a,0.164578,0.288975,0.394177,0.124182,0.315041,1049
1052,agents demographiques (v6),getahead,0.069512,0.448704,0.494160,0.151416,0.306411,1051
1052,agents demographiques (v6),aged,-0.036717,0.175653,0.574008,0.167901,0.292507,1051
1052,agents demographiques (v6),parsol,0.192346,0.187219,0.689026,0.208551,0.302675,1050
1052,agents demographiques (v6),spanking,0.202300,0.030006,0.517419,0.180647,0.349131,1050
1052,agents demographiques (v6),divlaw,0.129261,0.348706,0.738876,0.255765,0.346154,1048
1052,agents demographiques (v6),pillok,0.242082,0.217449,0.612645,0.211082,0.344543,1050
1052,agents demographiques (v6),xmarsex,0.085236,0.591900,0.573495,0.169320,0.295243,1051
1052,agents demographiques (v6),homosex,0.273580,0.198713,1.136707,0.474424,0.417367,1049
1052,agents demographiques (v6),marhomo,0.284559,0.458726,1.105081,0.396538,0.358831,1051
1052,agents demographiques (v6),discaff,0.139861,0.171176,0.825230,0.288982,0.350183,1051
1052,agents demographiques (v6),pornlaw,0.112813,0.123824,0.630331,0.167102,0.265102,1051
1052,agents demographiques (v6),fair,0.019916,0.243823,0.418006,0.162964,0.389860,1052
1052,agents demographiques (v6),helpful,0.049549,0.136970,0.859343,0.339940,0.395581,1052
1052,agents demographiques (v6),trust,0.045565,0.268771,0.878472,0.332441,0.378430,1052
1052,agents demographiques (v6),tax,-0.053840,0.135192,0.886112,0.239874,0.270704,1052
1052,agents demographiques (v6),news,0.136123,0.223588,0.608371,0.224801,0.369514,1050
1052,agents demographiques (v6),attend,0.452084,0.076348,1.005407,0.326082,0.324329,1050
1052,agents demographiques (v6),pray,0.482682,0.439966,0.781336,0.313573,0.401329,1050
1052,agents demographiques (v6),bible,0.475392,0.464401,0.681452,0.254861,0.373996,1045
1052,agents demographiques (v6),granborn,0.230581,0.019015,1.009959,0.416932,0.412821,1051
1052,agents demographiques (v6),income,1.000000,0.000000,1.000000,0.303514,0.303514,1046
1052,agents demographiques (v6),health,0.107518,0.213904,0.310020,0.076765,0.247613,1051
1052,agents demographiques (v6),life,-0.037427,0.409996,0.074854,0.021843,0.291802,1049
1052,agents v7,natspac/y,0.127913,0.296408,1.195238,0.406307,0.339938,1052
1052,agents v7,natenvir/y,0.003807,0.399381,0.634776,0.219071,0.345116,1052
1052,agents v7,natheal/y,-0.032635,0.360633,0.620696,0.182420,0.293896,1052
1052,agents v7,natcity/y,0.114819,0.299794,1.109523,0.399295,0.359880,1052
1052,agents v7,natdrug/y,0.061865,0.593105,0.581188,0.189089,0.325348,1052
1052,agents v7,nateduc/y,0.030019,0.489784,0.480419,0.151514,0.315379,1052
1052,agents v7,natrace/y,0.117431,0.892440,0.561657,0.216563,0.385579,1052
1052,agents v7,natarms/y,0.137327,0.781095,0.642966,0.242957,0.377870,1052
1052,agents v7,nataid/y,0.113967,0.712796,1.511369,0.435769,0.288327,1051
1052,agents v7,natfare/y,0.077561,0.178178,0.863753,0.274441,0.317731,1051
1052,agents v7,natroad,0.037637,0.047903,0.854077,0.271687,0.318106,1050
1052,agents v7,natsoc,0.035825,0.071591,0.990309,0.269812,0.272453,1051
1052,agents v7,natmass,0.124844,0.632145,0.936771,0.297928,0.318037,1052
1052,agents v7,natpark,0.090853,0.931464,0.944033,0.259636,0.275028,1052
1052,agents v7,natchld,0.097835,0.418294,0.828564,0.267373,0.322694,1052
1052,agents v7,natsci,0.029143,0.730394,0.901743,0.276963,0.307142,1052
1052,agents v7,natenrgy,0.094826,0.573397,0.706360,0.249422,0.353109,1052
1052,agents v7,courts,0.095671,0.579718,0.903664,0.348211,0.385332,1052
1052,agents v7,discaffw,0.098563,0.297785,0.268942,0.082988,0.308573,1052
1052,agents v7,discaffm,0.065264,0.021060,0.376226,0.113208,0.300905,1052
1052,agents v7,fehire,0.188549,0.504271,0.626454,0.181612,0.289905,1050
1052,agents v7,fechld,0.157994,0.318770,0.771747,0.199830,0.258932,1050
1052,agents v7,fepresch,0.157954,0.209305,0.703894,0.187902,0.266946,1050
1052,agents v7,fefam,0.186677,0.442496,0.752444,0.228887,0.304191,1050
1052,agents v7,mobile16,0.207820,0.545684,0.921932,0.378930,0.411018,1050
1052,agents v7,incom16,0.053453,0.329594,0.499732,0.106134,0.212382,1050
1052,agents v7,conarmy,0.143443,0.395374,0.568829,0.189773,0.333620,1050
1052,agents v7,conbus,0.112478,0.128493,0.531259,0.167350,0.315007,1050
1052,agents v7,conclerg,0.238446,0.373245,0.676523,0.234767,0.347021,1050
1052,agents v7,coneduc,0.081537,0.173884,0.404663,0.129412,0.319801,1052
1052,agents v7,confed,0.038440,0.041097,0.692059,0.232106,0.335384,1052
1052,agents v7,confinan,0.114553,0.211448,0.627042,0.205779,0.328174,1052
1052,agents v7,conjudge,0.131476,0.107211,0.480550,0.172559,0.359087,1052
1052,agents v7,conlabor,0.072703,0.027197,0.417545,0.138774,0.332358,1051
1052,agents v7,conlegis,0.049833,0.414669,0.754988,0.230403,0.305174,1051
1052,agents v7,conmedic,0.037923,0.313683,0.545609,0.180391,0.330623,1051
1052,agents v7,conpress,0.036337,0.232717,0.629446,0.200735,0.318907,1051
1052,agents v7,consci,0.096351,0.230600,0.759257,0.259771,0.342139,1052
1052,agents v7,contv,0.095132,0.136735,0.700123,0.219024,0.312837,1052
1052,agents v7,happy,0.162083,0.215836,0.631472,0.205801,0.325906,1052
1052,agents v7,class,0.209875,0.682591,0.585478,0.153156,0.261592,1051
1052,agents v7,satfin,0.219940,0.109307,0.470005,0.180528,0.384099,1048
1052,agents v7,finalter,0.132911,0.212163,0.583634,0.226189,0.387553,1052
1052,agents v7,finrela,0.264744,0.385791,0.510882,0.125054,0.244780,1051
1052,agents v7,wlthwhts,0.010505,0.859787,0.577261,0.081450,0.141097,1051
1052,agents v7,wlthblks,0.039641,1.416111,0.277833,0.039697,0.142881,1042
1052,agents v7,wlthhsps,0.042042,0.014726,0.777072,0.117152,0.150761,1051
1052,agents v7,letin1a,0.237244,0.618056,0.583299,0.183984,0.315420,1049
1052,agents v7,getahead,0.081659,0.442338,0.547794,0.167909,0.306519,1051
1052,agents v7,aged,-0.015120,0.042318,0.769011,0.224773,0.292288,1051
1052,agents v7,parsol,0.151627,0.506954,0.534341,0.161463,0.302172,1051
1052,agents v7,spanking,0.271998,0.311083,0.613692,0.214607,0.349698,1051
1052,agents v7,divlaw,0.177884,0.103318,0.779521,0.269717,0.346004,1049
1052,agents v7,pillok,0.179232,0.139985,0.641281,0.220845,0.344381,1051
1052,agents v7,xmarsex,0.128488,0.421950,0.791335,0.233537,0.295117,1052
1052,agents v7,homosex,0.212901,0.394846,0.813543,0.339477,0.417282,1050
1052,agents v7,marhomo,0.262623,0.156987,0.829062,0.297439,0.358765,1052
1052,agents v7,discaff,0.077104,0.483228,0.723211,0.253231,0.350148,1052
1052,agents v7,pornlaw,0.132852,0.279802,0.456258,0.120903,0.264989,1052
1052,agents v7,fair,0.084573,0.576643,0.714975,0.278740,0.389860,1052
1052,agents v7,helpful,0.072557,0.743721,0.810643,0.320675,0.395581,1052
1052,agents v7,trust,0.106288,0.838967,0.878037,0.332276,0.378430,1052
1052,agents v7,tax,0.030338,0.574700,0.836074,0.226318,0.270691,1051
1052,agents v7,news,0.214532,0.460864,0.634343,0.234201,0.369203,1052
1052,agents v7,attend,0.278941,0.427567,0.680026,0.220560,0.324341,1051
1052,agents v7,pray,0.231941,0.843612,0.584185,0.234561,0.401518,1051
1052,agents v7,bible,0.215802,0.040609,0.560832,0.210245,0.374880,1051
1052,agents v7,granborn,0.134341,0.137470,0.862524,0.356356,0.413156,1052
1052,agents v7,income,0.086603,0.521291,0.405028,0.122758,0.303086,1038
1052,agents v7,health,0.290924,0.190570,0.563764,0.139258,0.247016,1048
1052,agents v7,life,0.185349,0.282273,0.902691,0.263198,0.291571,1051
1052,agents v8,natspac/y,0.009988,0.256329,1.025581,0.348661,0.339964,1050
1052,agents v8,natenvir/y,0.482403,0.456466,1.255184,0.433418,0.345303,1050
1052,agents v8,natheal/y,0.226348,0.592646,1.388522,0.408338,0.294081,1050
1052,agents v8,natcity/y,0.336576,0.207761,1.196461,0.430540,0.359845,1050
1052,agents v8,natdrug/y,0.182505,0.340636,1.319950,0.429527,0.325412,1051
1052,agents v8,nateduc/y,0.264925,0.351365,1.256129,0.396277,0.315475,1051
1052,agents v8,natrace/y,0.548278,0.094961,1.139202,0.439455,0.385757,1051
1052,agents v8,natarms/y,0.411585,0.060470,1.110202,0.419248,0.377632,1051
1052,agents v8,nataid/y,0.325655,0.843706,1.461514,0.421515,0.288410,1050
1052,agents v8,natfare/y,0.350505,0.733717,1.380065,0.439778,0.318664,1050
1052,agents v8,natroad,-0.021664,0.068870,0.801619,0.254963,0.318060,1050
1052,agents v8,natsoc,0.122612,0.728304,1.223686,0.333637,0.272649,1050
1052,agents v8,natmass,0.301569,0.158809,1.410023,0.447738,0.317540,1051
1052,agents v8,natpark,0.155131,0.140055,1.478067,0.406675,0.275140,1051
1052,agents v8,natchld,0.308029,0.416570,1.366500,0.440086,0.322053,1051
1052,agents v8,natsci,0.255968,0.060496,1.388131,0.425731,0.306694,1051
1052,agents v8,natenrgy,0.380342,0.235691,1.249209,0.441262,0.353233,1051
1052,agents v8,courts,0.368663,0.417262,1.094204,0.421671,0.385367,1051
1052,agents v8,discaffw,0.320039,0.030828,0.896530,0.276702,0.308637,1051
1052,agents v8,discaffm,0.278167,0.143349,1.062988,0.319852,0.300899,1051
1052,agents v8,fehire,0.417434,0.048391,1.283892,0.372352,0.290018,1051
1052,agents v8,fechld,0.202265,0.148201,1.166666,0.302104,0.258946,1051
1052,agents v8,fepresch,0.236550,0.008314,1.145588,0.305907,0.267030,1051
1052,agents v8,fefam,0.392062,0.066760,1.230951,0.374267,0.304047,1051
1052,agents v8,mobile16,-0.023986,0.822803,0.767155,0.314785,0.410328,1050
1052,agents v8,incom16,0.013142,0.522785,0.574578,0.122090,0.212487,1051
1052,agents v8,conarmy,0.184461,0.161094,0.960616,0.320260,0.333390,1052
1052,agents v8,conbus,0.133637,0.036216,0.856377,0.269730,0.314966,1052
1052,agents v8,conclerg,0.256307,0.339229,1.051958,0.365520,0.347467,1052
1052,agents v8,coneduc,0.182560,0.453288,0.632257,0.202196,0.319801,1052
1052,agents v8,confed,0.132036,0.041097,0.819626,0.274890,0.335384,1052
1052,agents v8,confinan,0.064236,0.309930,0.697507,0.228904,0.328174,1052
1052,agents v8,conjudge,0.350124,0.255453,1.004276,0.360623,0.359087,1052
1052,agents v8,conlabor,0.349196,0.175792,1.040812,0.346124,0.332552,1052
1052,agents v8,conlegis,0.049628,0.481353,0.723775,0.220827,0.305105,1052
1052,agents v8,conmedic,0.157663,0.396758,0.419298,0.138631,0.330626,1052
1052,agents v8,conpress,0.355384,0.017890,0.784170,0.249994,0.318801,1052
1052,agents v8,consci,0.391481,0.208374,0.954354,0.326522,0.342139,1052
1052,agents v8,contv,0.152107,0.132177,0.790905,0.247424,0.312837,1052
1052,agents v8,happy,0.047576,0.081707,0.105567,0.034421,0.326061,1051
1052,agents v8,class,0.043692,0.944597,0.156198,0.040907,0.261893,1051
1052,agents v8,satfin,0.064905,0.179739,0.441181,0.169643,0.384521,1049
1052,agents v8,finalter,0.054082,0.235576,0.466396,0.180839,0.387737,1051
1052,agents v8,finrela,-0.003823,0.587919,0.428507,0.104890,0.244780,1051
1052,agents v8,wlthwhts,0.018015,1.040806,0.629325,0.088778,0.141069,1050
1052,agents v8,wlthblks,0.017351,1.396057,0.408333,0.058168,0.142452,1004
1052,agents v8,wlthhsps,0.038344,0.690017,0.837465,0.126257,0.150761,1051
1052,agents v8,letin1a,0.536459,0.380071,1.106299,0.348600,0.315104,1050
1052,agents v8,getahead,0.299683,0.190904,0.939300,0.287914,0.306519,1051
1052,agents v8,aged,0.024500,0.352932,0.651026,0.190430,0.292507,1051
1052,agents v8,parsol,0.048239,0.668616,0.315329,0.095376,0.302467,1052
1052,agents v8,spanking,0.397449,0.151377,0.919718,0.321495,0.349558,1052
1052,agents v8,divlaw,0.282263,0.329068,1.093962,0.378351,0.345854,1050
1052,agents v8,pillok,0.401792,0.108620,1.084862,0.373430,0.344219,1052
1052,agents v8,xmarsex,0.268051,0.051616,1.064623,0.314297,0.295219,1050
1052,agents v8,homosex,0.421639,0.035005,1.054942,0.439671,0.416773,1051
1052,agents v8,marhomo,0.460301,0.334645,1.114584,0.399297,0.358247,1051
1052,agents v8,discaff,0.404283,0.093877,1.159485,0.405435,0.349668,1051
1052,agents v8,pornlaw,0.131071,0.288408,0.769627,0.203511,0.264428,1049
1052,agents v8,fair,0.079815,0.081720,0.695024,0.271090,0.390044,1051
1052,agents v8,helpful,0.071982,0.117880,0.952432,0.376691,0.395505,1051
1052,agents v8,trust,0.118815,0.379608,0.936336,0.354381,0.378476,1051
1052,agents v8,tax,0.208157,0.564030,1.189349,0.322018,0.270751,1051
1052,agents v8,news,0.167144,0.849185,0.517623,0.191101,0.369190,1051
1052,agents v8,attend,0.211182,0.014293,0.956974,0.310262,0.324211,1052
1052,agents v8,pray,0.305094,0.587753,0.720729,0.289310,0.401413,1052
1052,agents v8,bible,0.366938,0.010175,0.812763,0.304311,0.374416,1050
1052,agents v8,granborn,0.125546,0.395457,0.709527,0.293200,0.413233,1051
1052,agents v8,income,-0.051935,0.651943,0.180402,0.054839,0.303981,1028
1052,agents v8,health,0.033407,0.197354,0.387653,0.096030,0.247722,1050
1052,agents v8,life,-0.047664,0.101502,0.660730,0.192185,0.290868,1050
1052,PMM k=5,natspac/y,0.123628,0.041945,0.987762,0.335778,0.339938,1052
1052,PMM k=5,natenvir/y,0.485919,0.028921,0.999538,0.344956,0.345116,1052
1052,PMM k=5,natheal/y,0.301912,0.030727,0.954484,0.280519,0.293896,1052
1052,PMM k=5,natcity/y,0.264201,0.006603,0.999662,0.359758,0.359880,1052
1052,PMM k=5,natdrug/y,0.238842,0.051130,0.954982,0.310702,0.325348,1052
1052,PMM k=5,nateduc/y,0.406599,0.021098,0.990975,0.312533,0.315379,1052
1052,PMM k=5,natrace/y,0.608601,0.009861,1.001386,0.386114,0.385579,1052
1052,PMM k=5,natarms/y,0.372208,0.006289,0.993715,0.375495,0.377870,1052
1052,PMM k=5,nataid/y,0.315665,0.059337,0.939498,0.270911,0.288357,1052
1052,PMM k=5,natfare/y,0.440682,0.041776,0.969904,0.308971,0.318558,1052
1052,PMM k=5,natroad,0.231314,0.044839,0.955238,0.303759,0.317993,1052
1052,PMM k=5,natsoc,0.258410,0.001744,0.973572,0.265301,0.272502,1052
1052,PMM k=5,natmass,0.332439,0.019428,0.984158,0.312999,0.318037,1052
1052,PMM k=5,natpark,0.185003,0.022466,0.973552,0.267754,0.275028,1052
1052,PMM k=5,natchld,0.423333,0.019147,0.991915,0.320085,0.322694,1052
1052,PMM k=5,natsci,0.287703,0.043328,0.989795,0.304008,0.307142,1052
1052,PMM k=5,natenrgy,0.453814,0.051148,0.985897,0.348129,0.353109,1052
1052,PMM k=5,courts,0.316739,0.017268,1.000953,0.385699,0.385332,1052
1052,PMM k=5,discaffw,0.369766,0.017456,0.974347,0.300657,0.308573,1052
1052,PMM k=5,discaffm,0.329148,0.062128,0.940430,0.282980,0.300905,1052
1052,PMM k=5,fehire,0.429868,0.007377,0.981807,0.284652,0.289927,1052
1052,PMM k=5,fechld,0.382020,0.044071,0.926068,0.239694,0.258830,1052
1052,PMM k=5,fepresch,0.438141,0.040363,0.958447,0.255813,0.266904,1052
1052,PMM k=5,fefam,0.527044,0.022938,0.971533,0.295252,0.303904,1052
1052,PMM k=5,mobile16,0.190367,0.009260,1.008742,0.414221,0.410631,1052
1052,PMM k=5,incom16,0.227797,0.024616,0.948790,0.201515,0.212392,1052
1052,PMM k=5,conarmy,0.386354,0.019959,0.993579,0.331249,0.333390,1052
1052,PMM k=5,conbus,0.430213,0.004527,0.977964,0.308026,0.314966,1052
1052,PMM k=5,conclerg,0.389473,0.032829,0.993009,0.345037,0.347467,1052
1052,PMM k=5,coneduc,0.396567,0.020807,0.966126,0.308968,0.319801,1052
1052,PMM k=5,confed,0.447192,0.017006,0.990434,0.332176,0.335384,1052
1052,PMM k=5,confinan,0.406359,0.007241,1.006326,0.330250,0.328174,1052
1052,PMM k=5,conjudge,0.440608,0.037061,1.011077,0.363065,0.359087,1052
1052,PMM k=5,conlabor,0.387983,0.014292,0.997929,0.331863,0.332552,1052
1052,PMM k=5,conlegis,0.390522,0.057638,0.948945,0.289528,0.305105,1052
1052,PMM k=5,conmedic,0.408148,0.024438,0.975116,0.322399,0.330626,1052
1052,PMM k=5,conpress,0.349323,0.002982,0.977986,0.311783,0.318801,1052
1052,PMM k=5,consci,0.525302,0.040286,0.984745,0.336920,0.342139,1052
1052,PMM k=5,contv,0.317423,0.034943,0.938135,0.293484,0.312837,1052
1052,PMM k=5,happy,0.403890,0.010208,0.993568,0.323810,0.325906,1052
1052,PMM k=5,class,0.566150,0.031470,0.960708,0.251494,0.261780,1052
1052,PMM k=5,satfin,0.568573,0.009886,0.983589,0.378294,0.384606,1052
1052,PMM k=5,finalter,0.356929,0.034338,0.976350,0.378387,0.387553,1052
1052,PMM k=5,finrela,0.579395,0.016509,0.949266,0.232297,0.244713,1052
1052,PMM k=5,wlthwhts,0.138967,0.041549,0.802052,0.113157,0.141084,1052
1052,PMM k=5,wlthblks,0.291831,0.053160,0.829113,0.118604,0.143050,1052
1052,PMM k=5,wlthhsps,0.272682,0.016820,0.853981,0.128696,0.150701,1052
1052,PMM k=5,letin1a,0.465918,0.052048,0.978072,0.308132,0.315041,1052
1052,PMM k=5,getahead,0.286425,0.041879,0.972778,0.298083,0.306424,1052
1052,PMM k=5,aged,0.118831,0.017881,0.980021,0.286548,0.292390,1052
1052,PMM k=5,parsol,0.301796,0.029070,0.970238,0.293464,0.302467,1052
1052,PMM k=5,spanking,0.378586,0.019035,0.981710,0.343165,0.349558,1052
1052,PMM k=5,divlaw,0.250362,0.026081,0.998719,0.345799,0.346243,1052
1052,PMM k=5,pillok,0.457351,0.003682,0.989725,0.340682,0.344219,1052
1052,PMM k=5,xmarsex,0.224457,0.049389,0.948322,0.279866,0.295117,1052
1052,PMM k=5,homosex,0.666434,0.006077,1.019509,0.425248,0.417111,1052
1052,PMM k=5,marhomo,0.668643,0.064252,0.975125,0.349841,0.358765,1052
1052,PMM k=5,discaff,0.394706,0.002715,1.015864,0.355703,0.350148,1052
1052,PMM k=5,pornlaw,0.295228,0.059189,0.970207,0.257094,0.264989,1052
1052,PMM k=5,fair,0.392543,0.001219,1.000909,0.390215,0.389860,1052
1052,PMM k=5,helpful,0.429868,0.002403,0.997144,0.394451,0.395581,1052
1052,PMM k=5,trust,0.406620,0.036422,0.996783,0.377213,0.378430,1052
1052,PMM k=5,tax,0.239124,0.049161,0.938759,0.254126,0.270704,1052
1052,PMM k=5,news,0.233860,0.037333,0.989828,0.365447,0.369203,1052
1052,PMM k=5,attend,0.493580,0.103351,0.951806,0.308586,0.324211,1052
1052,PMM k=5,pray,0.503899,0.024628,1.012854,0.406572,0.401413,1052
1052,PMM k=5,bible,0.512237,0.017758,0.989448,0.370755,0.374709,1052
1052,PMM k=5,granborn,0.091599,0.031060,1.007294,0.416169,0.413156,1052
1052,PMM k=5,income,0.260399,0.212644,0.847771,0.257703,0.303977,1052
1052,PMM k=5,health,0.316653,0.014082,0.948778,0.234828,0.247506,1052
1052,PMM k=5,life,0.253508,0.009784,0.967014,0.281841,0.291455,1052
1052,PMM k=10,natspac/y,0.136972,0.027963,0.994128,0.337942,0.339938,1052
1052,PMM k=10,natenvir/y,0.501050,0.030298,0.979306,0.337974,0.345116,1052
1052,PMM k=10,natheal/y,0.357318,0.053367,0.920581,0.270555,0.293896,1052
1052,PMM k=10,natcity/y,0.251862,0.052827,0.999749,0.359789,0.359880,1052
1052,PMM k=10,natdrug/y,0.267121,0.043825,0.950629,0.309286,0.325348,1052
1052,PMM k=10,nateduc/y,0.361313,0.004521,0.974907,0.307466,0.315379,1052
1052,PMM k=10,natrace/y,0.637407,0.013559,0.990235,0.381814,0.385579,1052
1052,PMM k=10,natarms/y,0.392296,0.006289,0.985297,0.372314,0.377870,1052
1052,PMM k=10,nataid/y,0.321461,0.042855,0.916857,0.264382,0.288357,1052
1052,PMM k=10,natfare/y,0.455834,0.031332,0.965013,0.307413,0.318558,1052
1052,PMM k=10,natroad,0.233640,0.083700,0.951584,0.302597,0.317993,1052
1052,PMM k=10,natsoc,0.219303,0.038371,0.936051,0.255076,0.272502,1052
1052,PMM k=10,natmass,0.327457,0.010461,0.991184,0.315233,0.318037,1052
1052,PMM k=10,natpark,0.181661,0.013825,0.963622,0.265023,0.275028,1052
1052,PMM k=10,natchld,0.408863,0.005891,0.977192,0.315334,0.322694,1052
1052,PMM k=10,natsci,0.282905,0.046423,0.975604,0.299649,0.307142,1052
1052,PMM k=10,natenrgy,0.452249,0.022882,0.983174,0.347167,0.353109,1052
1052,PMM k=10,courts,0.347623,0.003700,1.000672,0.385591,0.385332,1052
1052,PMM k=10,discaffw,0.372658,0.051342,0.979835,0.302351,0.308573,1052
1052,PMM k=10,discaffm,0.391008,0.056863,0.972624,0.292667,0.300905,1052
1052,PMM k=10,fehire,0.416724,0.009016,0.977711,0.283465,0.289927,1052
1052,PMM k=10,fechld,0.395919,0.040398,0.951518,0.246281,0.258830,1052
1052,PMM k=10,fepresch,0.430717,0.036802,0.943611,0.251853,0.266904,1052
1052,PMM k=10,fefam,0.478532,0.002085,1.000964,0.304196,0.303904,1052
1052,PMM k=10,mobile16,0.217667,0.010417,0.996184,0.409064,0.410631,1052
1052,PMM k=10,incom16,0.317355,0.003357,0.934394,0.198457,0.212392,1052
1052,PMM k=10,conarmy,0.360147,0.027087,0.997804,0.332658,0.333390,1052
1052,PMM k=10,conbus,0.371171,0.016599,1.000717,0.315192,0.314966,1052
1052,PMM k=10,conclerg,0.390181,0.020518,0.989810,0.343926,0.347467,1052
1052,PMM k=10,coneduc,0.433617,0.010403,0.929770,0.297341,0.319801,1052
1052,PMM k=10,confed,0.420616,0.043931,0.985458,0.330507,0.335384,1052
1052,PMM k=10,confinan,0.388270,0.005793,1.007263,0.330558,0.328174,1052
1052,PMM k=10,conjudge,0.461807,0.038384,0.983841,0.353285,0.359087,1052
1052,PMM k=10,conlabor,0.382455,0.015721,1.001153,0.332935,0.332552,1052
1052,PMM k=10,conlegis,0.336757,0.009347,0.953797,0.291008,0.305105,1052
1052,PMM k=10,conmedic,0.413099,0.021563,0.972201,0.321435,0.330626,1052
1052,PMM k=10,conpress,0.372717,0.007454,0.982859,0.313337,0.318801,1052
1052,PMM k=10,consci,0.483170,0.031951,0.971319,0.332326,0.342139,1052
1052,PMM k=10,contv,0.309888,0.051655,0.946946,0.296240,0.312837,1052
1052,PMM k=10,happy,0.410954,0.011667,0.980454,0.319536,0.325906,1052
1052,PMM k=10,class,0.523001,0.008473,0.942447,0.246714,0.261780,1052
1052,PMM k=10,satfin,0.552772,0.006179,0.983044,0.378085,0.384606,1052
1052,PMM k=10,finalter,0.314378,0.028207,0.970072,0.375954,0.387553,1052
1052,PMM k=10,finrela,0.567508,0.015538,0.941786,0.230467,0.244713,1052
1052,PMM k=10,wlthwhts,0.090139,0.037057,0.780537,0.110121,0.141084,1052
1052,PMM k=10,wlthblks,0.261167,0.038763,0.860812,0.123139,0.143050,1052
1052,PMM k=10,wlthhsps,0.284566,0.025231,0.875185,0.131891,0.150701,1052
1052,PMM k=10,letin1a,0.477170,0.048277,0.979486,0.308578,0.315041,1052
1052,PMM k=10,getahead,0.272860,0.010857,0.976800,0.299315,0.306424,1052
1052,PMM k=10,aged,0.106307,0.011379,0.962726,0.281491,0.292390,1052
1052,PMM k=10,parsol,0.322367,0.019642,0.973298,0.294390,0.302467,1052
1052,PMM k=10,spanking,0.350685,0.009971,0.987842,0.345308,0.349558,1052
1052,PMM k=10,divlaw,0.298083,0.009609,0.982006,0.340012,0.346243,1052
1052,PMM k=10,pillok,0.434999,0.016569,0.988211,0.340161,0.344219,1052
1052,PMM k=10,xmarsex,0.287624,0.034357,0.938826,0.277064,0.295117,1052
1052,PMM k=10,homosex,0.646658,0.011395,1.010008,0.421285,0.417111,1052
1052,PMM k=10,marhomo,0.683231,0.054978,0.968705,0.347537,0.358765,1052
1052,PMM k=10,discaff,0.377467,0.019003,0.987525,0.345780,0.350148,1052
1052,PMM k=10,pornlaw,0.310986,0.062776,0.982672,0.260397,0.264989,1052
1052,PMM k=10,fair,0.409772,0.007315,1.010110,0.393801,0.389860,1052
1052,PMM k=10,helpful,0.421743,0.043254,1.007761,0.398651,0.395581,1052
1052,PMM k=10,trust,0.394922,0.018839,0.983593,0.372221,0.378430,1052
1052,PMM k=10,tax,0.252092,0.063207,0.922044,0.249601,0.270704,1052
1052,PMM k=10,news,0.233473,0.058573,0.996309,0.367840,0.369203,1052
1052,PMM k=10,attend,0.460799,0.104084,0.952629,0.308853,0.324211,1052
1052,PMM k=10,pray,0.500411,0.013261,1.022878,0.410596,0.401413,1052
1052,PMM k=10,bible,0.539332,0.046931,0.988571,0.370426,0.374709,1052
1052,PMM k=10,granborn,0.119214,0.043139,1.007709,0.416341,0.413156,1052
1052,PMM k=10,income,0.244117,0.230269,0.850567,0.258553,0.303977,1052
1052,PMM k=10,health,0.284044,0.028164,0.936727,0.231845,0.247506,1052
1052,PMM k=10,life,0.264191,0.011415,0.951638,0.277360,0.291455,1052
1052,IM m=10 mode des m,natspac/y,0.170401,0.016778,0.831254,0.282575,0.339938,1052
1052,IM m=10 mode des m,natenvir/y,0.528693,0.111551,0.923389,0.318676,0.345116,1052
1052,IM m=10 mode des m,natheal/y,0.302692,0.213469,0.758935,0.223048,0.293896,1052
1052,IM m=10 mode des m,natcity/y,0.280987,0.015848,0.890653,0.320528,0.359880,1052
1052,IM m=10 mode des m,natdrug/y,0.315175,0.185528,0.844903,0.274888,0.325348,1052
1052,IM m=10 mode des m,nateduc/y,0.371627,0.174815,0.832486,0.262549,0.315379,1052
1052,IM m=10 mode des m,natrace/y,0.632062,0.027118,0.971989,0.374779,0.385579,1052
1052,IM m=10 mode des m,natarms/y,0.392610,0.020125,0.937180,0.354132,0.377870,1052
1052,IM m=10 mode des m,nataid/y,0.312612,0.166473,0.808337,0.233090,0.288357,1052
1052,IM m=10 mode des m,natfare/y,0.502292,0.144723,0.848289,0.270229,0.318558,1052
1052,IM m=10 mode des m,natroad,0.249286,0.134518,0.826452,0.262806,0.317993,1052
