A,B,C,C5,patrons,q5,polarisation,se_nul_A,se_nul_B,se_nul_C,se_nul_polarisation,source,taux,tirage,taille,taux_realise
-0.03206545776205205,0.023152097855556407,0.011311787072243345,0.03897338403041825,948.35,0.05923912838188652,0.21994446542931048,0.0006896666961646482,0.0001226919870899829,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,1,1052,0.04657794676806084
-0.04601636235335638,0.025979309630508624,0.008527696793002915,0.0380709426627794,1730.45,0.051878968413447545,0.2158938762312889,0.0006124343771351668,5.6617238045107406e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,1,2058,0.0500485908649174
-0.030797624833877824,0.023111582891020117,0.011596958174904942,0.04139733840304182,950.5,0.059369309047907604,0.21783826602712877,0.0005404895413041462,8.549697722566158e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,2,1052,0.05418250950570342
-0.0451767465976326,0.026144975692029032,0.0087220602526725,0.03809523809523809,1731.05,0.05186674840467433,0.21715090731486517,0.0005543794993412251,9.537931112339766e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,2,2058,0.0500485908649174
-0.03069112804846974,0.024863630838859688,0.011596958174904944,0.04334600760456274,950.85,0.060968934990172974,0.22223422057016493,0.0005543052959802125,0.00013525041595196713,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,3,1052,0.051330798479087454
-0.04466973175007438,0.025917774796268455,0.008701993193971806,0.03817921501540404,1732.95,0.051715376854955655,0.2194515608709774,0.0005582118289209412,6.125250504893817e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,3,2058,0.0500485908649174
-0.027183273930319496,0.021621795296860875,0.012785171102661596,0.04144486692015209,950.75,0.05785410763115443,0.22378026812347915,0.0005146088699061939,6.418145039711172e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,4,1052,0.043726235741444866
-0.046619044469431326,0.025864941465162525,0.008722060252672498,0.03819241982507288,1729.7,0.05157935467484341,0.21530421284471096,0.00057553221948756,4.715148361838744e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,4,2058,0.0500485908649174
-0.030647558170307065,0.025038015322985475,0.012357414448669201,0.042157794676806075,952.35,0.061213880558524426,0.21570369963854283,0.0005689798642254455,0.00010862718862916538,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,5,1052,0.05038022813688213
-0.04566726399752463,0.02621942432569708,0.009037900874635569,0.03931000971817299,1727.25,0.05188553509738277,0.21402638212593364,0.0005969828373686327,7.326360648621873e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,5,2058,0.0500485908649174
-0.03187806027329898,0.023663622723692053,0.011977186311787071,0.04253802281368822,945.1,0.059929840488405065,0.22717732535284071,0.0007381989231567645,8.375529922131552e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,6,1052,0.05038022813688213
-0.04384341243749479,0.02645582470334956,0.008750607681088965,0.037547746371275774,1730.5,0.05222479770695583,0.21891965114137163,0.0006625229149872379,7.156917801317467e-05,0.0,0.0,JSON Persona (Predicted Output) - GPT4.1,0.05,6,2058,0.0500485908649174
