perimetre,condition,item,sd_pred,sd_humain,ratio,n
150,agents composite,natspac/y,0.346749,0.346991,0.999303,150
150,agents composite,natenvir/y,0.409192,0.330683,1.237416,150
150,agents composite,natheal/y,0.275064,0.287004,0.958396,150
150,agents composite,natcity/y,0.422309,0.335268,1.259613,150
150,agents composite,natdrug/y,0.327163,0.331359,0.987338,150
150,agents composite,nateduc/y,0.304037,0.299814,1.014087,150
150,agents composite,natrace/y,0.447979,0.361700,1.238535,149
150,agents composite,natarms/y,0.341467,0.383977,0.889289,150
150,agents composite,nataid/y,0.348872,0.298467,1.168877,150
150,agents composite,natfare/y,0.414246,0.303319,1.365711,150
150,agents composite,natroad,0.284597,0.293879,0.968417,150
150,agents composite,natsoc,0.310607,0.274269,1.132487,150
150,agents composite,natmass,0.370455,0.305359,1.213181,150
150,agents composite,natpark,0.319483,0.286243,1.116124,150
150,agents composite,natchld,0.368563,0.321211,1.147417,150
150,agents composite,natsci,0.376030,0.310589,1.210699,150
150,agents composite,natenrgy,0.365225,0.362396,1.007805,150
150,agents composite,courts,0.372803,0.388322,0.960035,150
150,agents composite,discaffw,0.209458,0.309185,0.677453,150
150,agents composite,discaffm,0.230250,0.303472,0.758719,150
150,agents composite,fehire,0.306442,0.300861,1.018550,150
150,agents composite,fechld,0.243596,0.258103,0.943794,150
150,agents composite,fepresch,0.266079,0.277806,0.957786,150
150,agents composite,fefam,0.277062,0.305920,0.905670,150
150,agents composite,mobile16,0.419398,0.402578,1.041780,150
150,agents composite,incom16,0.187710,0.209459,0.896164,150
150,agents composite,conarmy,0.283790,0.306529,0.925820,150
150,agents composite,conbus,0.229287,0.318062,0.720889,150
150,agents composite,conclerg,0.393516,0.347571,1.132189,150
150,agents composite,coneduc,0.163197,0.335469,0.486473,150
150,agents composite,confed,0.256896,0.341221,0.752873,150
150,agents composite,confinan,0.242655,0.313546,0.773906,150
150,agents composite,conjudge,0.236586,0.369790,0.639785,150
150,agents composite,conlabor,0.228408,0.324968,0.702862,150
150,agents composite,conlegis,0.221849,0.327693,0.677003,150
150,agents composite,conmedic,0.270140,0.321994,0.838959,150
150,agents composite,conpress,0.250815,0.327420,0.766036,150
150,agents composite,consci,0.271708,0.323933,0.838779,150
150,agents composite,contv,0.247606,0.299141,0.827723,150
150,agents composite,happy,0.232292,0.325982,0.712593,150
150,agents composite,class,0.241598,0.256596,0.941549,150
150,agents composite,satfin,0.383729,0.375851,1.020962,150
150,agents composite,finalter,0.308873,0.390391,0.791190,150
150,agents composite,finrela,0.248176,0.247448,1.002941,150
150,agents composite,wlthwhts,0.072456,0.140557,0.515487,150
150,agents composite,wlthblks,0.122134,0.122327,0.998420,148
150,agents composite,wlthhsps,0.118067,0.134225,0.879620,150
150,agents composite,letin1a,0.208656,0.308148,0.677130,150
150,agents composite,getahead,0.246429,0.302044,0.815871,150
150,agents composite,aged,0.304497,0.281336,1.082324,150
150,agents composite,parsol,0.276887,0.306186,0.904311,150
150,agents composite,spanking,0.253791,0.347778,0.729749,150
150,agents composite,divlaw,0.299608,0.334868,0.894706,150
150,agents composite,pillok,0.381976,0.326933,1.168362,150
150,agents composite,xmarsex,0.186401,0.292962,0.636263,150
150,agents composite,homosex,0.421407,0.408881,1.030635,150
150,agents composite,marhomo,0.397802,0.359922,1.105244,150
150,agents composite,discaff,0.315962,0.334517,0.944533,150
150,agents composite,pornlaw,0.134259,0.286454,0.468694,149
150,agents composite,fair,0.334868,0.386518,0.866371,150
150,agents composite,helpful,0.350152,0.393871,0.889002,150
150,agents composite,trust,0.348230,0.372368,0.935177,150
150,agents composite,tax,0.262517,0.277815,0.944933,150
150,agents composite,news,0.265993,0.386156,0.688823,150
150,agents composite,attend,0.365463,0.344354,1.061302,150
150,agents composite,pray,0.355925,0.405168,0.878463,150
150,agents composite,bible,0.283670,0.380011,0.746479,149
150,agents composite,granborn,0.335968,0.412216,0.815031,150
150,agents composite,income,0.239063,0.264362,0.904299,150
150,agents composite,health,0.254963,0.261632,0.974510,150
150,agents composite,life,0.223457,0.280400,0.796921,150
150,agents entretien (v3),natspac/y,0.175196,0.346991,0.504900,150
150,agents entretien (v3),natenvir/y,0.440205,0.330683,1.331201,150
150,agents entretien (v3),natheal/y,0.317798,0.287004,1.107294,150
150,agents entretien (v3),natcity/y,0.409083,0.335268,1.220166,150
150,agents entretien (v3),natdrug/y,0.394041,0.331359,1.189168,150
150,agents entretien (v3),nateduc/y,0.323985,0.299814,1.080623,150
150,agents entretien (v3),natrace/y,0.431233,0.360540,1.196077,150
150,agents entretien (v3),natarms/y,0.368275,0.383977,0.959106,150
150,agents entretien (v3),nataid/y,0.302044,0.298467,1.011982,150
150,agents entretien (v3),natfare/y,0.407220,0.303319,1.342547,150
150,agents entretien (v3),natroad,0.229287,0.293879,0.780211,150
150,agents entretien (v3),natsoc,0.269414,0.274269,0.982297,150
150,agents entretien (v3),natmass,0.413164,0.305359,1.353046,150
150,agents entretien (v3),natpark,0.314187,0.286243,1.097624,150
150,agents entretien (v3),natchld,0.393402,0.321211,1.224745,150
150,agents entretien (v3),natsci,0.402953,0.310589,1.297386,150
150,agents entretien (v3),natenrgy,0.440015,0.362396,1.214181,150
150,agents entretien (v3),courts,0.383321,0.388322,0.987121,150
150,agents entretien (v3),discaffw,0.230639,0.309185,0.745957,150
150,agents entretien (v3),discaffm,0.270737,0.303472,0.892131,150
150,agents entretien (v3),fehire,0.343671,0.300861,1.142291,150
150,agents entretien (v3),fechld,0.241010,0.258103,0.933777,150
150,agents entretien (v3),fepresch,0.281936,0.277806,1.014866,150
150,agents entretien (v3),fefam,0.332430,0.305920,1.086657,150
150,agents entretien (v3),mobile16,0.377277,0.402578,0.937151,150
150,agents entretien (v3),incom16,0.203610,0.209459,0.972075,150
150,agents entretien (v3),conarmy,0.306182,0.306529,0.998868,150
150,agents entretien (v3),conbus,0.249137,0.318062,0.783298,150
150,agents entretien (v3),conclerg,0.414016,0.347571,1.191171,150
150,agents entretien (v3),coneduc,0.189931,0.335469,0.566167,150
150,agents entretien (v3),confed,0.227451,0.341221,0.666579,150
150,agents entretien (v3),confinan,0.246429,0.313546,0.785941,150
150,agents entretien (v3),conjudge,0.323985,0.369790,0.876132,150
150,agents entretien (v3),conlabor,0.266387,0.324968,0.819733,150
150,agents entretien (v3),conlegis,0.183917,0.327693,0.561249,150
150,agents entretien (v3),conmedic,0.294411,0.321994,0.914337,150
150,agents entretien (v3),conpress,0.257418,0.327420,0.786202,150
150,agents entretien (v3),consci,0.293144,0.324145,0.904361,149
150,agents entretien (v3),contv,0.246046,0.299835,0.820605,149
150,agents entretien (v3),happy,0.256896,0.325982,0.788069,150
150,agents entretien (v3),class,0.220737,0.256596,0.860252,150
150,agents entretien (v3),satfin,0.362733,0.375178,0.966831,149
150,agents entretien (v3),finalter,0.350688,0.389674,0.899953,149
150,agents entretien (v3),finrela,0.260141,0.247448,1.051297,150
150,agents entretien (v3),wlthwhts,0.094175,0.140557,0.670013,150
150,agents entretien (v3),wlthblks,0.076645,0.122325,0.626563,146
150,agents entretien (v3),wlthhsps,0.134447,0.134353,1.000698,149
150,agents entretien (v3),letin1a,0.298397,0.308148,0.968356,150
150,agents entretien (v3),getahead,0.253490,0.302583,0.837754,149
150,agents entretien (v3),aged,0.252684,0.280415,0.901108,149
150,agents entretien (v3),parsol,0.275414,0.306186,0.899499,150
150,agents entretien (v3),spanking,0.277197,0.347778,0.797052,150
150,agents entretien (v3),divlaw,0.329208,0.334868,0.983099,150
150,agents entretien (v3),pillok,0.388397,0.326933,1.188002,150
150,agents entretien (v3),xmarsex,0.206482,0.292962,0.704809,150
