perimetre,segmentation,condition,quantite,reel,nul_moyenne,nul_bas,nul_haut,nul_ecart_type,replicats,d,z,part_reproduite,d_ic_bas,d_ic_haut,p
1052,S_ideo,agents entretien (v3),"Q1 ratio inter, axe du nul",2.8260881263351005,2.904857207281256,2.853213099723777,2.9606003120872137,0.027393936294623198,200,-0.07876908094615542,-2.8754203156125464,1.0278721247975744,-0.31742467266187624,0.12124245270584234,0.516
1052,S_ideo,agents entretien (v3),"Q2 ratio intra, axe du nul",0.7640937301050416,0.7591730479926155,0.7558853143275377,0.7627480612806703,0.001784740943778224,200,0.0049206821124260225,2.757084791257794,0.9935601066746752,-0.007579139786419711,0.0176565081854565,0.478
1052,S_ideo,agents entretien (v3),"Q1b ratio inter, axe ideologie",2.8260881263351005,2.904857207281256,2.853213099723777,2.9606003120872137,0.027393936294623198,200,-0.07876908094615542,-2.8754203156125464,1.0278721247975744,-0.31742467266187624,0.12124245270584234,0.516
1052,S_ideo,agents entretien (v3),"Q2b ratio intra, axe ideologie",0.7640937301050416,0.7591730479926155,0.7558853143275377,0.7627480612806703,0.001784740943778224,200,0.0049206821124260225,2.757084791257794,0.9935601066746752,,,
1052,S_ideo,agents entretien (v3),Q3 patrons distincts,394.85,495.55925,488.6375,501.15125,3.3202934630698717,200,-100.70925,-30.33143037509895,1.2550569836646828,,,
1052,S_ideo,agents entretien (v3),Q4 correlation inter items,0.18408984509792975,0.11699794325298854,0.1146182797339715,0.1194126575486046,0.001236445164304395,200,0.06709190184494121,54.261930720304996,0.6355480563892565,0.058478284838572155,0.07120350320885944,0.001
1052,S_ideo,agents entretien (v3),Q5 correlation residualisee,0.11401752999670561,0.024609961472471912,0.02395483552188575,0.02517187087535088,0.0003023589694941021,200,0.0894075685242337,295.7000702635935,0.21584366433111632,0.07794062210951636,0.08891529037583695,0.001
1052,S_ideo,agents entretien (v3),Q6 rapport groupe sur personne,3.651130002889351,8.963217877055989,6.327925374229452,13.710546136543153,2.025983560474932,50,-5.312087874166638,-2.621979752353655,2.454916113631362,,,
1052,S_ideo,agents entretien (v3),Q7 rappel des cellules rares,0.2953231739358907,0.10622175512348925,0.10060430898581188,0.11202487300753197,0.003031229633570268,50,0.18910141881240145,62.38439236610142,0.35967971530249115,,,
1052,S_fin,agents enquete,"Q1 ratio inter, axe du nul",1.821363242002675,2.192966039145507,2.1581402426814136,2.2340748052692274,0.019360535007471678,200,-0.37160279714283195,-19.19382894116417,1.204024539736641,-0.35318369161138435,-0.11619069963704552,0.001
1052,S_fin,agents enquete,"Q2 ratio intra, axe du nul",0.8093066858160353,0.780783613154107,0.7767658974863437,0.7842437925616151,0.0019365192855007247,200,0.028523072661928217,14.729041365861235,0.9647561633162983,0.015481824125250091,0.04098170297239082,0.001
