genre,m,rho,beta,A,B,C,ecart_A,ecart_B,ecart_C,critere_deux_cibles,critere_trois_cibles
A*,3.0,0.3,0.8,-0.0019582208356352937,0.0036768109802513722,0.02747148288973384,10.950037485394441,19.230547820014387,5.840829903293133,19.230547820014387,19.230547820014387
A**,,0.4,1.2,-0.007295812615563002,0.003469945496183586,0.035456273764258556,9.764362194230097,19.347731509624968,0.3875432163322491,19.347731509624968,19.347731509624968
A*,2.0,0.3,0.9,-0.0005022262669349131,0.0034176542923044576,0.031606463878326996,11.273467386997167,19.377353059263125,2.615422394915704,19.377353059263125,19.377353059263125
A*,2.0,0.3,1.0,0.004730504167552052,0.0033721435977282707,0.034220532319391636,12.43584911967791,19.403133634167684,0.5763716712288216,19.403133634167684,19.403133634167684
A*,12.0,0.4,1.2,-0.002700665823918369,0.003336338778334256,0.03878326996197719,10.785113168595533,19.42341609386046,2.9826986828428255,19.42341609386046,19.42341609386046
A*,12.0,0.4,1.1,-0.0061611892395710965,0.003313865882870016,0.03593155893536122,10.016403743520195,19.43614638001042,0.7582797115480489,19.43614638001042,19.43614638001042
A**,,0.4,1.1,-0.007237697327804438,0.0032890645217343896,0.03312737642585552,9.77727173538185,19.450195678849877,1.429065610225151,19.450195678849877,19.450195678849877
A*,3.0,0.3,1.2,-0.002118451465793758,0.003258843571129058,0.04177756653992395,10.914444373950246,19.467315028225293,5.318338602702338,19.467315028225293,19.467315028225293
A*,12.0,0.4,0.9,-0.0028729840702917397,0.0032400226038271085,0.0280893536121673,10.746834953369332,19.477976596057267,5.3588724595125985,19.477976596057267,19.477976596057267
A*,3.0,0.3,1.0,0.0011077245584829032,0.0031040301599787913,0.03336501901140684,11.631096631119204,19.555012629405798,1.2436973626172567,19.555012629405798,19.555012629405798
A*,12.0,0.4,1.0,-0.005200725790272198,0.0030771552517674244,0.032129277566539924,10.229757972703231,19.57023653645992,2.2076122501783275,19.57023653645992,19.57023653645992
A**,,0.4,1.0,-0.002659299610090926,0.003074817913713699,0.030180608365019013,10.794302124897637,19.571560575113526,3.7276318805630924,19.571560575113526,19.571560575113526
A*,3.0,0.3,0.9,-0.0016030755841490163,0.0030301647565519722,0.02932509505703422,11.028928297360457,19.596855378316448,4.394957571951528,19.596855378316448,19.596855378316448
A*,3.0,0.3,1.1,0.005227853271771887,0.003005525869133826,0.03631178707224335,12.546328633336813,19.61081264019882,1.0548689077206843,19.61081264019882,19.61081264019882
A*,2.0,0.3,0.8,-0.0013869435582678502,0.0029311472238451354,0.028944866920152086,11.076939163174565,19.652946126712745,4.6915467681241685,19.652946126712745,19.652946126712745
A*,2.0,0.3,1.1,0.003702467881584015,0.0027728272369606406,0.041207224334600764,12.207484480164549,19.74263010800053,4.87345480844339,19.74263010800053,19.74263010800053
A*,5.0,0.3,1.2,0.005408437851818659,0.0027691696794332685,0.0393060836501901,12.586443105060173,19.74470201520125,3.390508827580191,19.74470201520125,19.74470201520125
A*,20.0,0.4,1.2,-0.003429612576048957,0.0027335380788293534,0.038593155893536124,10.623187306107143,19.764886351144547,2.8344040847565077,19.764886351144547,19.764886351144547
A**,,0.4,0.9,-0.003997767641964245,0.00252905094397049,0.02994296577946768,10.496979186232016,19.880722770393714,3.9130001281709923,19.880722770393714,19.880722770393714
A**,,0.4,0.8,-0.0012404875583521546,0.00237369863615371,0.027281368821292777,11.10947242302329,19.96872564192894,5.989124501379451,19.96872564192894,19.96872564192894
A*,20.0,0.4,1.0,-0.0013792843594840898,0.002342031238361658,0.031178707224334593,11.078640552700488,19.98666436442951,2.949085240609927,19.98666436442951,19.98666436442951
A*,5.0,0.3,0.8,-0.0012649325083425866,0.002327911848629443,0.025760456273764255,11.104042301276925,19.99466261600505,7.175481286070004,19.99466261600505,19.99466261600505
A*,5.0,0.3,1.0,0.0014243336281507535,0.002223464155459546,0.031606463878326996,11.701427140896177,20.05382940311852,2.615422394915704,20.05382940311852,20.05382940311852
