modele,cle_modele,identite,camp,item,famille,n_modalites,tv_decrit_reel,tv_plancher_w1_w2,part_modale_reelle,modalite_modale_reelle,part_decrite_de_cette_modalite,part_modale_decrite,gs_decrit,gs_reel_w1,pos_decrit,pos_reel_w1,derive_agregee,exces_de_variete,deficit_sur_la_modale
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,conlabor,confiance dans les institutions (con*),3,0.20155875299760198,0.004796163069544376,0.5515587529976019,Only some,0.35,0.45,0.635,0.5598053930955955,0.375,0.3669064748201439,-0.004278,0.07519460690440449,-0.20155875299760195
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,conlabor,confiance dans les institutions (con*),3,0.20155875299760198,0.004796163069544376,0.5515587529976019,Only some,0.35,0.45,0.635,0.5598053930955955,0.375,0.3669064748201439,-0.004278,0.07519460690440449,-0.20155875299760195
gpt-oss-20b,oss20,adversaire,centre,libhomo/y,libertes civiles (spk/col/lib),2,0.20148514851485144,0.03300330033003297,0.8514851485148515,Not remove,0.65,0.65,0.45499999999999996,0.25291638074698564,0.35,0.1485148514851485,-0.364068,0.20208361925301432,-0.20148514851485144
Qwen3-4B-Instruct-2507,q4,journaliste,droite,relig16*,hors famille,5,0.20120481927710845,0.02710843373493972,0.3674698795180723,Protestant,0.55,0.55,0.5999999999999999,0.7291334010741763,,,,-0.12913340107417648,0.18253012048192774
Qwen3-4B-Instruct-2507,q4,adversaire,droite,relig16*,hors famille,5,0.20120481927710843,0.02710843373493972,0.3674698795180723,Protestant,0.45,0.45,0.6292,0.7291334010741763,,,,-0.09993340107417636,0.0825301204819277
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,fepresch,roles de genre (fe*),4,0.20115511551155124,0.0627062706270627,0.5511551155115512,Disagree,0.35,0.35,0.7222,0.6070646668627259,0.42333333333333334,0.3432343234323433,-0.155577,0.11513533313727409,-0.20115511551155119
gpt-oss-20b,oss20,journaliste,centre,fepresch,roles de genre (fe*),4,0.20115511551155124,0.0627062706270627,0.5511551155115512,Disagree,0.35,0.35,0.7222,0.6070646668627259,0.42333333333333334,0.3432343234323433,-0.155577,0.11513533313727409,-0.20115511551155119
gpt-oss-20b,oss20,adversaire,gauche,consci,confiance dans les institutions (con*),3,0.20059952038369303,0.007194244604316544,0.750599520383693,A great deal,0.55,0.55,0.585,0.38800614184911064,0.3,0.1402877697841726,-0.199144,0.19699385815088932,-0.200599520383693
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,gauche,wrkstat,hors famille,8,0.20050359712230215,0.057553956834532315,0.3525179856115107,Working full time,0.28,0.28,0.8318,0.7952084375664936,,,,0.036591562433506364,-0.07251798561151068
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,xmarsex,hors famille,4,0.20046204620462046,0.06930693069306927,0.6204620462046204,Always wrong,0.42,0.42,0.6722,0.5532355215719593,0.7033333333333334,0.7986798679867987,0.264259,0.1189644784280407,-0.20046204620462044
Qwen3-4B-Instruct-2507,q4,journaliste,centre,richwork,hors famille,2,0.20046204620462044,0.01650165016501648,0.6204620462046204,Stop working,0.42,0.58,0.4872000000000001,0.47097779084839186,,,,0.016222209151608213,-0.20046204620462044
gpt-oss-20b,oss20,journaliste,droite,prayer,hors famille,2,0.19999999999999998,0.02710843373493979,0.5,Approve,0.3,0.7,0.42000000000000004,0.5,0.7,0.5,-0.185361,-0.07999999999999996,-0.2
gpt-oss-20b,oss20,adversaire,droite,prayer,hors famille,2,0.19999999999999998,0.02710843373493979,0.5,Approve,0.7,0.7,0.42000000000000004,0.5,0.3,0.5,-0.185361,-0.07999999999999996,0.19999999999999996
gpt-oss-20b,oss20,adversaire,centre,natarms/y,depenses publiques (nat*),3,0.19966996699669967,0.006600660066006611,0.504950495049505,About right,0.32,0.5,0.6152,0.6169111960701021,0.33999999999999997,0.44719471947194717,-0.075095,-0.0017111960701021722,-0.18495049504950495
gpt-oss-20b,oss20,adversaire,droite,relig16*,hors famille,5,0.19939759036144575,0.02710843373493972,0.3674698795180723,Protestant,0.55,0.55,0.635,0.7291334010741763,,,,-0.09413340107417634,0.18253012048192774
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,if16who,hors famille,3,0.19927710843373497,0.003012048192771101,0.8192771084337349,Trump,0.62,0.62,0.5271999999999999,0.3120010161126433,,,,0.2151989838873566,-0.19927710843373492
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,fepresch,roles de genre (fe*),4,0.19892086330935252,0.04076738609112715,0.5011990407673861,Disagree,0.4,0.4,0.705,0.6095727734359275,0.4000000000000001,0.27338129496402874,-0.155577,0.09542722656407243,-0.10119904076738606
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,fepresch,roles de genre (fe*),4,0.19892086330935252,0.04076738609112715,0.5011990407673861,Disagree,0.4,0.4,0.705,0.6095727734359275,0.4000000000000001,0.27338129496402874,-0.155577,0.09542722656407243,-0.10119904076738606
Qwen3-4B-Instruct-2507,q4,journaliste,centre,suicide1,fin de vie (suicide/letdie),2,0.1988778877887789,0.013201320132013167,0.7788778877887789,Yes,0.58,0.58,0.4872000000000001,0.3444542474049386,0.42,0.2211221122112211,-0.26616,0.1427457525950615,-0.1988778877887789
Qwen3-4B-Instruct-2507,q4,adversaire,centre,suicide1,fin de vie (suicide/letdie),2,0.1988778877887789,0.013201320132013167,0.7788778877887789,Yes,0.58,0.58,0.4872000000000001,0.3444542474049386,0.42,0.2211221122112211,-0.26616,0.1427457525950615,-0.1988778877887789
Qwen3-4B-Instruct-2507,q4,adversaire,centre,kidssol,hors famille,6,0.19834983498349834,0.0627062706270627,0.2244224422442244,About the same,0.2,0.3,0.78,0.8080907100611052,,,,-0.028090710061105195,-0.02442244224422438
Qwen3-4B-Instruct-2507,q4,adversaire,droite,finrela,hors famille,5,0.1981927710843374,0.054216867469879505,0.3795180722891566,Average,0.2,0.3,0.775,0.7258673247205691,,,,0.04913267527943088,-0.17951807228915662
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,incom16,hors famille,5,0.19818481848184819,0.029702970297029736,0.5148514851485149,Average,0.35,0.35,0.7394000000000001,0.6481063947978956,,,,0.0912936052021045,-0.1648514851485149
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,bible,hors famille,3,0.19785478547854782,0.04290429042904287,0.4521452145214521,Inspired word,0.65,0.65,0.5149999999999999,0.6418107157250379,,,,-0.126810715725038,0.1978547854785479
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,xmarsex,hors famille,4,0.19784172661870508,0.050359712230215806,0.3621103117505995,Almost always wrong,0.35,0.4,0.6849999999999999,0.6828954102904727,0.5166666666666666,0.6666666666666666,0.264259,0.002104589709527205,-0.012110311750599512
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,gauche,confinan,confiance dans les institutions (con*),3,0.19784172661870503,0.02398081534772184,0.5347721822541966,Only some,0.38,0.5,0.5912,0.5961274146150706,0.31,0.4304556354916067,-0.038498,-0.004927414615070624,-0.15477218225419664
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,gauche,confinan,confiance dans les institutions (con*),3,0.19784172661870503,0.02398081534772184,0.5347721822541966,Only some,0.38,0.5,0.5912,0.5961274146150706,0.31,0.4304556354916067,-0.038498,-0.004927414615070624,-0.15477218225419664
Qwen3-4B-Instruct-2507,q4,adversaire,droite,attend,hors famille,9,0.19759036144578324,0.06325301204819284,0.3192771084337349,Never,0.3,0.3,0.83,0.8125090724343157,,,,0.017490927565684267,-0.019277108433734924
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,centre,reborn,hors famille,3,0.19702970297029704,0.006600660066006597,0.4422442244224422,No,0.62,0.62,0.5271999999999999,0.648215316581163,,,,-0.12101531658116316,0.17775577557755778
Qwen3-4B-Instruct-2507,q4,adversaire,centre,conmedic,confiance dans les institutions (con*),3,0.19686468646864694,0.05280528052805284,0.5346534653465347,Only some,0.35,0.55,0.565,0.5768497641843393,0.275,0.3795379537953795,-0.16635,-0.011849764184339362,-0.1846534653465347
gpt-oss-20b,oss20,adversaire,gauche,incom16,hors famille,5,0.19661870503597134,0.02637889688249405,0.4436450839328537,Average,0.35,0.35,0.7582,0.6773861486350489,,,,0.08081385136495112,-0.0936450839328537
gpt-oss-20b,oss20,journaliste,gauche,incom16,hors famille,5,0.19661870503597134,0.02637889688249405,0.4436450839328537,Average,0.35,0.35,0.7582,0.6773861486350489,,,,0.08081385136495112,-0.0936450839328537
gpt-oss-20b,oss20,adversaire,droite,abpoor,avortement (ab*),2,0.19638554216867465,0.033132530120481896,0.6536144578313253,No,0.85,0.85,0.2550000000000001,0.452805196690376,0.85,0.6536144578313253,-0.1673,-0.19780519669037588,0.19638554216867465
gpt-oss-20b,oss20,journaliste,droite,abpoor,avortement (ab*),2,0.19638554216867465,0.033132530120481896,0.6536144578313253,No,0.85,0.85,0.2550000000000001,0.452805196690376,0.85,0.6536144578313253,-0.1673,-0.19780519669037588,0.19638554216867465
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,xmovie,hors famille,2,0.19626506024096385,0.039156626506024056,0.6837349397590361,No,0.88,0.88,0.21120000000000005,0.43248294382348684,,,,-0.2212829438234868,0.1962650602409639
gpt-oss-20b,oss20,adversaire,droite,xmovie,hors famille,2,0.19626506024096385,0.039156626506024056,0.6837349397590361,No,0.88,0.88,0.21120000000000005,0.43248294382348684,,,,-0.2212829438234868,0.1962650602409639
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,xmovie,hors famille,2,0.19626506024096385,0.039156626506024056,0.6837349397590361,No,0.88,0.88,0.21120000000000005,0.43248294382348684,,,,-0.2212829438234868,0.1962650602409639
gpt-oss-20b,oss20,journaliste,droite,xmovie,hors famille,2,0.19626506024096385,0.039156626506024056,0.6837349397590361,No,0.88,0.88,0.21120000000000005,0.43248294382348684,,,,-0.2212829438234868,0.1962650602409639
gpt-oss-20b,oss20,journaliste,centre,wrkgovt2,hors famille,2,0.19584158415841585,0.009900990099009882,0.5841584158415841,Yes,0.78,0.78,0.34319999999999995,0.48583472208607004,,,,-0.1426347220860701,0.1958415841584159
gpt-oss-20b,oss20,adversaire,centre,incom16,hors famille,5,0.19577557755775576,0.029702970297029736,0.5148514851485149,Average,0.38,0.38,0.7544,0.6481063947978956,,,,0.1062936052021044,-0.13485148514851486
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,centre,finrela,hors famille,5,0.1948844884488449,0.10891089108910894,0.4521452145214521,Average,0.35,0.35,0.7394000000000001,0.6935485627770698,,,,0.04585143722293028,-0.10214521452145214
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,gauche,conlegis,confiance dans les institutions (con*),3,0.19482014388489213,0.014388489208633053,0.4820143884892086,Hardly any,0.6,0.6,0.5472,0.5403447026551421,,,,0.006855297344857902,0.1179856115107914
Qwen3-4B-Instruct-2507,q4,journaliste,droite,granborn,hors famille,5,0.19469879518072294,0.060240963855421645,0.5903614457831325,None,0.58,0.58,0.5973999999999999,0.5884199448395994,,,,0.008980055160400569,-0.010361445783132583
gpt-oss-20b,oss20,adversaire,gauche,wrkgovt2,hors famille,2,0.19460431654676258,0.0,0.7553956834532374,Yes,0.95,0.95,0.09500000000000008,0.3695460897469076,,,,-0.27454608974690753,0.19460431654676258
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,suicide4,fin de vie (suicide/letdie),2,0.19409638554216868,0.00602409638554223,0.7740963855421686,No,0.58,0.58,0.4872000000000001,0.3497423428654377,0.58,0.7740963855421686,0.124525,0.13745765713456237,-0.19409638554216868
Qwen3-4B-Instruct-2507,q4,journaliste,centre,granborn,hors famille,5,0.1940924092409241,0.023102310231023142,0.5808580858085809,None,0.58,0.58,0.5973999999999999,0.5946911522835452,,,,0.002708847716454743,-0.0008580858085809329
Qwen3-4B-Instruct-2507,q4,journaliste,centre,wrkstat,hors famille,8,0.194053059152069,0.04620462046204621,0.3696369636963696,Working full time,0.33653846153846156,0.33653846153846156,0.7932692307692307,0.7897264974022156,,,,0.0035427333670151606,-0.03309850215790805
gpt-oss-20b,oss20,adversaire,droite,dwelown16,hors famille,3,0.19397590361445785,0.006024096385542223,0.7439759036144579,Own or is buying,0.55,0.55,0.565,0.3921287559878066,,,,0.17287124401219334,-0.19397590361445782
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,class,hors famille,4,0.19376498800959233,0.04316546762589932,0.4052757793764988,Working class,0.35,0.35,0.73,0.6532098062557149,,,,0.07679019374428508,-0.0552757793764988
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,gauche,fair,hors famille,3,0.19364508393285373,0.014388489208633101,0.4436450839328537,Depends,0.25,0.4,0.655,0.6478500652715239,,,,0.007149934728476137,-0.19364508393285368
gpt-oss-20b,oss20,journaliste,gauche,fair,hors famille,3,0.19364508393285373,0.014388489208633101,0.4436450839328537,Depends,0.25,0.4,0.655,0.6478500652715239,,,,0.007149934728476137,-0.19364508393285368
gpt-oss-20b,oss20,journaliste,gauche,discaff,hors famille,3,0.19304556354916075,0.007194244604316502,0.6930455635491607,Not very likely,0.5,0.5,0.5912,0.4492866138743682,0.31,0.1762589928057553,-0.189163,0.14191338612563176,-0.1930455635491607
Qwen3-4B-Instruct-2507,q4,adversaire,centre,suicide2,fin de vie (suicide/letdie),2,0.19257425742574258,0.02640264026402639,0.7425742574257426,No,0.55,0.55,0.4949999999999999,0.38231545926869925,0.55,0.7425742574257426,0.245247,0.11268454073130063,-0.19257425742574252
Qwen3-4B-Instruct-2507,q4,journaliste,centre,suicide2,fin de vie (suicide/letdie),2,0.19257425742574258,0.02640264026402639,0.7425742574257426,No,0.55,0.55,0.4949999999999999,0.38231545926869925,0.55,0.7425742574257426,0.245247,0.11268454073130063,-0.19257425742574252
gpt-oss-20b,oss20,journaliste,centre,suicide2,fin de vie (suicide/letdie),2,0.19257425742574258,0.02640264026402639,0.7425742574257426,No,0.55,0.55,0.4949999999999999,0.38231545926869925,0.55,0.7425742574257426,0.245247,0.11268454073130063,-0.19257425742574252
gpt-oss-20b,oss20,adversaire,centre,helpful,hors famille,3,0.19257425742574258,0.039603960396039584,0.3861386138613861,Depends,0.35,0.45,0.635,0.6575825899421626,,,,-0.022582589942162556,-0.036138613861386115
gpt-oss-20b,oss20,journaliste,centre,helpful,hors famille,3,0.19257425742574258,0.039603960396039584,0.3861386138613861,Depends,0.35,0.45,0.635,0.6575825899421626,,,,-0.022582589942162556,-0.036138613861386115
gpt-oss-20b,oss20,adversaire,centre,suicide2,fin de vie (suicide/letdie),2,0.19257425742574258,0.02640264026402639,0.7425742574257426,No,0.55,0.55,0.4949999999999999,0.38231545926869925,0.55,0.7425742574257426,0.245247,0.11268454073130063,-0.19257425742574252
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,centre,news,hors famille,5,0.19224422442244227,0.0363036303630363,0.4422442244224422,Never,0.25,0.25,0.7882,0.7172063741027568,,,,0.07099362589724323,-0.1922442244224422
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,mobile16,hors famille,3,0.19216867469879523,0.006024096385542188,0.3644578313253012,"Same state, different city",0.38,0.52,0.5751999999999999,0.6639025983451879,,,,-0.08870259834518801,0.01554216867469882
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,savesoul,hors famille,2,0.19204819277108437,0.01807228915662651,0.5120481927710844,No,0.32,0.68,0.4351999999999999,0.4997096821019016,,,,-0.06450968210190167,-0.19204819277108437
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,wrkgovt1,hors famille,2,0.19172661870503596,0.02637889688249398,0.841726618705036,No,0.65,0.65,0.45499999999999996,0.266445836136846,,,,0.18855416386315393,-0.19172661870503593
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,wrkgovt1,hors famille,2,0.19172661870503596,0.02637889688249398,0.841726618705036,No,0.65,0.65,0.45499999999999996,0.266445836136846,,,,0.18855416386315393,-0.19172661870503593
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,getahead,hors famille,3,0.19135313531353138,0.023102310231023142,0.5313531353135313,"Hard work, luck equally important",0.34,0.52,0.5943999999999999,0.5466566458626061,0.6900000000000001,0.6749174917491749,0.180608,0.047743354137393834,-0.19135313531353132
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,colhomo,libertes civiles (spk/col/lib),2,0.19122302158273383,0.02877697841726616,0.9712230215827338,Allowed,0.78,0.78,0.34319999999999995,0.05589772786087677,0.22,0.0287769784172661,-0.43346,0.2873022721391232,-0.19122302158273374
Qwen3-4B-Instruct-2507,q4,journaliste,droite,discaff,hors famille,3,0.19096385542168676,0.01807228915662651,0.4487951807228915,Somewhat likely,0.4,0.45,0.615,0.64612062708666,0.65,0.48343373493975894,-0.189163,-0.03112062708665997,-0.04879518072289146
Qwen3-4B-Instruct-2507,q4,adversaire,droite,discaff,hors famille,3,0.19096385542168676,0.01807228915662651,0.4487951807228915,Somewhat likely,0.4,0.45,0.615,0.64612062708666,0.65,0.48343373493975894,-0.189163,-0.03112062708665997,-0.04879518072289146
Qwen3-4B-Instruct-2507,q4,journaliste,centre,attend,hors famille,9,0.1909385113268608,0.0495049504950495,0.5016501650165016,Never,0.33980582524271846,0.33980582524271846,0.809689885945895,0.6971865503382022,,,,0.11250333560769277,-0.16184433977378315
gpt-oss-20b,oss20,journaliste,centre,discaffw,hors famille,4,0.19075907590759072,0.03300330033003298,0.4191419141914191,Somewhat likely,0.28,0.35,0.7222,0.6964023134986767,0.5766666666666667,0.45214521452145207,-0.065272,0.025797686501323303,-0.13914191419141908
gpt-oss-20b,oss20,adversaire,centre,discaffw,hors famille,4,0.19075907590759072,0.03300330033003298,0.4191419141914191,Somewhat likely,0.28,0.35,0.7222,0.6964023134986767,0.5766666666666667,0.45214521452145207,-0.065272,0.025797686501323303,-0.13914191419141908
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,discaffw,hors famille,4,0.19075907590759072,0.03300330033003298,0.4191419141914191,Somewhat likely,0.28,0.35,0.7222,0.6964023134986767,0.5766666666666667,0.45214521452145207,-0.065272,0.025797686501323303,-0.13914191419141908
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,pres16,hors famille,4,0.19052757793764985,0.019184652278177425,0.6187050359712231,Clinton,0.65,0.65,0.5249999999999999,0.5299472652094153,,,,-0.004947265209415352,0.03129496402877696
Qwen3-4B-Instruct-2507,q4,journaliste,gauche,spkath/y,libertes civiles (spk/col/lib),2,0.19050359712230217,0.0,0.8705035971223022,Allowed,0.68,0.68,0.4351999999999999,0.2254541690388696,0.32,0.1294964028776978,-0.312738,0.2097458309611303,-0.19050359712230214
gpt-oss-20b,oss20,journaliste,gauche,spkath/y,libertes civiles (spk/col/lib),2,0.19050359712230217,0.0,0.8705035971223022,Allowed,0.68,0.68,0.4351999999999999,0.2254541690388696,0.32,0.1294964028776978,-0.312738,0.2097458309611303,-0.19050359712230214
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,divorced,hors famille,2,0.19048192771084338,0.012048192771084376,0.6295180722891566,No,0.82,0.82,0.29520000000000013,0.46645013790100165,,,,-0.17125013790100152,0.19048192771084338
gpt-oss-20b,oss20,journaliste,droite,divorced,hors famille,2,0.19048192771084338,0.012048192771084376,0.6295180722891566,No,0.82,0.82,0.29520000000000013,0.46645013790100165,,,,-0.17125013790100152,0.19048192771084338
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,divorced,hors famille,2,0.19048192771084338,0.012048192771084376,0.6295180722891566,No,0.82,0.82,0.29520000000000013,0.46645013790100165,,,,-0.17125013790100152,0.19048192771084338
gpt-oss-20b,oss20,adversaire,centre,racdif4,hors famille,2,0.19023102310231021,0.0066006600660065695,0.6897689768976898,No,0.88,0.88,0.21120000000000005,0.4279754708144081,0.12,0.3102310231023102,-0.211027,-0.21677547081440807,0.19023102310231021
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,racdif4,hors famille,2,0.19023102310231021,0.0066006600660065695,0.6897689768976898,No,0.88,0.88,0.21120000000000005,0.4279754708144081,0.12,0.3102310231023102,-0.211027,-0.21677547081440807,0.19023102310231021
gpt-oss-20b,oss20,journaliste,centre,racdif4,hors famille,2,0.19023102310231021,0.0066006600660065695,0.6897689768976898,No,0.88,0.88,0.21120000000000005,0.4279754708144081,0.12,0.3102310231023102,-0.211027,-0.21677547081440807,0.19023102310231021
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,centre,racdif4,hors famille,2,0.19023102310231021,0.0066006600660065695,0.6897689768976898,No,0.88,0.88,0.21120000000000005,0.4279754708144081,0.12,0.3102310231023102,-0.211027,-0.21677547081440807,0.19023102310231021
Qwen3-4B-Instruct-2507,q4,journaliste,centre,colrac,libertes civiles (spk/col/lib),2,0.18993399339933992,0.0033003300330033125,0.6600660066006601,Not allowed,0.85,0.85,0.2550000000000001,0.4487577470618349,,,,-0.1937577470618348,0.18993399339933992
gpt-oss-20b,oss20,journaliste,droite,webmob,hors famille,2,0.1898795180722892,0.003012048192771056,0.9698795180722892,Yes,0.78,0.78,0.34319999999999995,0.05842647699230641,,,,0.28477352300769354,-0.1898795180722892
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,spkhomo/y,libertes civiles (spk/col/lib),2,0.18963855421686757,0.01506024096385545,0.9096385542168676,"Yes, allowed to speak",0.72,0.72,0.4032,0.16439250979822884,0.28,0.0903614457831325,-0.438213,0.23880749020177117,-0.1896385542168676
Qwen3-4B-Instruct-2507,q4,adversaire,droite,health,hors famille,4,0.1891566265060241,0.04819277108433736,0.536144578313253,Good,0.45,0.45,0.675,0.6140404993467847,,,,0.060959500653215315,-0.086144578313253
gpt-oss-20b,oss20,adversaire,droite,news,hors famille,5,0.1890361445783133,0.03915662650602406,0.3825301204819277,Never,0.2,0.28,0.7864,0.7523769777906809,,,,0.034023022209319076,-0.18253012048192768
Qwen3-4B-Instruct-2507,q4,journaliste,centre,letdie1,fin de vie (suicide/letdie),2,0.188976897689769,0.01980198019801982,0.768976897689769,Yes,0.58,0.58,0.4872000000000001,0.35530285701837516,0.42,0.231023102310231,-0.258555,0.13189714298162492,-0.188976897689769
Qwen3-4B-Instruct-2507,q4,adversaire,centre,spkath/y,libertes civiles (spk/col/lib),2,0.188976897689769,0.01980198019801982,0.768976897689769,Allowed,0.58,0.58,0.4872000000000001,0.35530285701837516,0.42,0.231023102310231,-0.312738,0.13189714298162492,-0.188976897689769
Qwen3-4B-Instruct-2507,q4,adversaire,centre,letdie1,fin de vie (suicide/letdie),2,0.188976897689769,0.01980198019801982,0.768976897689769,Yes,0.58,0.58,0.4872000000000001,0.35530285701837516,0.42,0.231023102310231,-0.258555,0.13189714298162492,-0.188976897689769
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,fair,hors famille,3,0.18860911270983216,0.014388489208633101,0.4436450839328537,Depends,0.3,0.45,0.645,0.6478500652715239,,,,-0.0028500652715238717,-0.1436450839328537
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,conbus,confiance dans les institutions (con*),3,0.1885542168674699,0.033132530120481965,0.6385542168674698,Only some,0.45,0.45,0.645,0.5243141239657427,0.475,0.46385542168674687,-0.097433,0.12068587603425729,-0.18855421686746981
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,conbus,confiance dans les institutions (con*),3,0.1885542168674699,0.033132530120481965,0.6385542168674698,Only some,0.45,0.45,0.645,0.5243141239657427,0.475,0.46385542168674687,-0.097433,0.12068587603425729,-0.18855421686746981
gpt-oss-20b,oss20,adversaire,gauche,life,hors famille,3,0.18846522781774575,0.021582733812949603,0.6139088729016786,Routine,0.55,0.55,0.5922,0.5237134033780171,,,,0.06848659662198286,-0.06390887290167857
gpt-oss-20b,oss20,journaliste,centre,conjudge,confiance dans les institutions (con*),3,0.18828382838283828,0.019801980198019764,0.5181518151815182,Only some,0.45,0.45,0.635,0.6028820703852563,0.575,0.42079207920792083,-0.09981,0.03211792961474369,-0.0681518151815182
gpt-oss-20b,oss20,adversaire,centre,conjudge,confiance dans les institutions (con*),3,0.18828382838283828,0.019801980198019764,0.5181518151815182,Only some,0.45,0.45,0.635,0.6028820703852563,0.575,0.42079207920792083,-0.09981,0.03211792961474369,-0.0681518151815182
gpt-oss-20b,oss20,adversaire,droite,gunlaw,hors famille,2,0.18795180722891563,0.03915662650602411,0.5120481927710844,Favor,0.7,0.7,0.42000000000000004,0.4997096821019016,0.3,0.4879518072289157,-0.177757,-0.07970968210190155,0.18795180722891558
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,gauche,natarms/y,depenses publiques (nat*),3,0.1876498800959233,0.004796163069544307,0.5731414868105515,Too much,0.4,0.4,0.655,0.5347549298690544,0.425,0.24460431654676257,-0.075095,0.12024507013094565,-0.17314148681055153
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,centre,abrape,avortement (ab*),2,0.1875907590759076,0.0033003300330033195,0.9075907590759076,Yes,0.72,0.72,0.4032,0.16773954623185094,0.28,0.0924092409240924,-0.38403,0.23546045376814906,-0.1875907590759076
Qwen3-4B-Instruct-2507,q4,journaliste,centre,abrape,avortement (ab*),2,0.1875907590759076,0.0033003300330033195,0.9075907590759076,Yes,0.72,0.72,0.4032,0.16773954623185094,0.28,0.0924092409240924,-0.38403,0.23546045376814906,-0.1875907590759076
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,suicide2,fin de vie (suicide/letdie),2,0.18746987951807229,0.003012048192771108,0.8674698795180723,No,0.68,0.68,0.4351999999999999,0.22993177529394693,0.68,0.8674698795180723,0.245247,0.205268224706053,-0.18746987951807226
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,droite,natmass,depenses publiques (nat*),3,0.18734939759036146,0.015060240963855456,0.5813253012048193,About right,0.4,0.4,0.655,0.5700573377848744,0.55,0.45331325301204817,-0.157795,0.08494266221512559,-0.18132530120481927
Qwen3-30B-A3B-Instruct-2507,q30,adversaire,droite,natmass,depenses publiques (nat*),3,0.18734939759036146,0.015060240963855456,0.5813253012048193,About right,0.4,0.4,0.655,0.5700573377848744,0.55,0.45331325301204817,-0.157795,0.08494266221512559,-0.18132530120481927
gpt-oss-20b,oss20,journaliste,droite,finrela,hors famille,5,0.18722891566265062,0.054216867469879505,0.3795180722891566,Average,0.32,0.32,0.7624,0.7258673247205691,,,,0.036532675279430826,-0.05951807228915662
Qwen3-30B-A3B-Instruct-2507,q30,journaliste,gauche,homosex,hors famille,4,0.18693045563549157,0.007194244604316585,0.7817745803357314,Not wrong at all,0.6,0.6,0.565,0.369166537273778,0.2,0.12310151878497194,-0.185361,0.19583346272622193,-0.18177458033573146
gpt-oss-20b,oss20,journaliste,gauche,confinan,confiance dans les institutions (con*),3,0.18693045563549157,0.02398081534772184,0.5347721822541966,Only some,0.45,0.45,0.635,0.5961274146150706,0.575,0.4304556354916067,-0.038498,0.03887258538492944,-0.08477218225419664
gpt-oss-20b,oss20,adversaire,gauche,confinan,confiance dans les institutions (con*),3,0.18693045563549157,0.02398081534772184,0.5347721822541966,Only some,0.45,0.45,0.635,0.5961274146150706,0.575,0.4304556354916067,-0.038498,0.03887258538492944,-0.08477218225419664
gpt-oss-20b,oss20,journaliste,droite,kidssol,hors famille,6,0.18674698795180722,0.018072289156626505,0.2620481927710843,Somewhat better,0.18,0.3,0.7982,0.8089889679198723,,,,-0.010788967919872272,-0.08204819277108433
Qwen3-4B-Instruct-2507,q4,adversaire,gauche,wrkstat,hors famille,8,0.18657074340527577,0.057553956834532315,0.3525179856115107,Working full time,0.35,0.35,0.7849999999999999,0.7952084375664936,,,,-0.0102084375664937,-0.0025179856115107313
